Tanggal,Produk,Ulasan,label,Cleaning,Tokenizing,Normalisasi,Stopword,Stemming,text
2 hari lalu,Cosmos CM-1659 - Hand Mixer,"operasional toko tutup,  tetapi tetap menerima order dan tidak bisa di batalkan,  pengiriman sesama satu kota sampai 1 minggu,  lebih lama dari beli dari luar pulau.  janji t. . .  ",0,operasional toko tutup tetapi tetap menerima order dan tidak bisa di batalkan pengiriman sesama satu kota sampai minggu lebih lama dari beli dari luar pulau janji,"['operasional', 'toko', 'tutup', 'tetapi', 'tetap', 'menerima', 'order', 'dan', 'tidak', 'bisa', 'di', 'batalkan', 'pengiriman', 'sesama', 'satu', 'kota', 'sampai', 'minggu', 'lebih', 'lama', 'dari', 'beli', 'dari', 'luar', 'pulau', 'janji']","['operasional', 'toko', 'tutup', 'tetapi', 'tetap', 'menerima', 'order', 'dan', 'tidak', 'bisa', 'di', 'batalkan', 'pengiriman', 'sesama', 'satu', 'kota', 'sampai', 'minggu', 'lebih', 'lama', 'dari', 'beli', 'dari', 'luar', 'pulau', 'janji']","['operasional', 'tutup', 'menerima', 'tidak', 'batalkan', 'pengiriman', 'kota', 'minggu', 'beli', 'pulau', 'janji']","['operasional', 'tutup', 'terima', 'tidak', 'batal', 'kirim', 'kota', 'minggu', 'beli', 'pulau', 'janji']",operasional tutup terima tidak batal kirim kota minggu beli pulau janji
2 hari lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,"pengiriman cepat,  baik semoga ga ada kendala jikalau ada garansi harus masih bisa digunakan",1,pengiriman cepat baik semoga ga ada kendala jikalau ada garansi harus masih bisa digunakan,"['pengiriman', 'cepat', 'baik', 'semoga', 'ga', 'ada', 'kendala', 'jikalau', 'ada', 'garansi', 'harus', 'masih', 'bisa', 'digunakan']","['pengiriman', 'cepat', 'baik', 'semoenggak', 'enggak', 'ada', 'kendala', 'jikalau', 'ada', 'enggakransi', 'harus', 'masih', 'bisa', 'digunakan']","['pengiriman', 'cepat', 'semoenggak', 'enggak', 'kendala', 'enggakransi']","['kirim', 'cepat', 'semoenggak', 'enggak', 'kendala', 'enggakransi']",kirim cepat semoenggak enggak kendala enggakransi
2 hari lalu,Cosmos CRJ-9303 - Rice Cooker 2 L,barang bagus sesuai dengan dèskripsi,1,barang bagus sesuai dengan skripsi,"['barang', 'bagus', 'sesuai', 'dengan', 'skripsi']","['barang', 'bagus', 'sesuai', 'dengan', 'skripsi']","['barang', 'bagus', 'sesuai', 'skripsi']","['barang', 'bagus', 'sesuai', 'skripsi']",barang bagus sesuai skripsi
2 hari lalu,Cosmos Standing  Fan 16 SAE  ( 16 INCH),manntap min,1,manntap min,"['manntap', 'min']","['manntap', 'min']",['manntap'],['manntap'],manntap
2 hari lalu,Cosmos Food Processor FP-323 KUBA NEW PRODUK,biasa aja tenaganya,0,biasa aja tenaganya,"['biasa', 'aja', 'tenaganya']","['biasa', 'saja', 'tenaganya']",['tenaganya'],['tenaga'],tenaga
2 hari lalu,Cosmos NEW AIR FRYER CAF-6603,"barang diterima dengan baik,  build quality sedikit tidak pas antara wadah dengan body nya.  minus 1 bintang response cs lama mengakibatkan pengiriman lama juga diterima ba. . .  ",1,barang diterima dengan baik build quality sedikit tidak pas antara wadah dengan body nya minus bintang response cs lama mengakibatkan pengiriman lama juga diterima ba,"['barang', 'diterima', 'dengan', 'baik', 'build', 'quality', 'sedikit', 'tidak', 'pas', 'antara', 'wadah', 'dengan', 'body', 'nya', 'minus', 'bintang', 'response', 'cs', 'lama', 'mengakibatkan', 'pengiriman', 'lama', 'juga', 'diterima', 'ba']","['barang', 'diterima', 'dengan', 'baik', 'build', 'quality', 'sedikit', 'tidak', 'pas', 'antara', 'wadah', 'dengan', 'body', 'nya', 'minus', 'bintang', 'response', 'cs', 'lama', 'mengakibatkan', 'pengiriman', 'lama', 'juga', 'diterima', 'ba']","['barang', 'diterima', 'tidak', 'pas', 'wadah', 'nya', 'bintang', 'cs', 'mengakibatkan', 'pengiriman', 'diterima']","['barang', 'terima', 'tidak', 'pas', 'wadah', 'nya', 'bintang', 'cs', 'akibat', 'kirim', 'terima']",barang terima tidak pas wadah nya bintang cs akibat kirim terima
4 hari lalu,WADESTA BESI SBF-1802 ,memang kipas angin cosmos wadesta hembusan anginnya beda,1,memang kipas angin cosmos wadesta hembusan anginnya beda,"['memang', 'kipas', 'angin', 'cosmos', 'wadesta', 'hembusan', 'anginnya', 'beda']","['memang', 'kipas', 'angin', 'cosmos', 'wadesta', 'hembusan', 'anginnya', 'beda']","['kipas', 'angin', 'wadesta', 'hembusan', 'anginnya', 'beda']","['kipas', 'angin', 'wadesta', 'hembus', 'angin', 'beda']",kipas angin wadesta hembus angin beda
6 hari lalu,Cosmos CO-9909 W - Oven 9 L,video unboxing & review cek channel y0utube ardo bewok,1,video unboxing review cek channel yutube ardo bewok,"['video', 'unboxing', 'review', 'cek', 'channel', 'yutube', 'ardo', 'bewok']","['video', 'unboxing', 'review', 'cek', 'channel', 'yutube', 'ardo', 'bewok']","['unboxing', 'cek', 'yutube', 'ardo', 'bewok']","['unboxing', 'cek', 'yutube', 'ardo', 'bewok']",unboxing cek yutube ardo bewok
6 hari lalu,Cosmos CRJ-1803 - Rice Cooker 1.2 L,"barang sesuai dengan yg dipesan,  coba langsung dipakai nyala oke mantap no minus semoga awet",1,barang sesuai dengan yg dipesan coba langsung dipakai nyala oke mantap no minus semoga awet,"['barang', 'sesuai', 'dengan', 'yg', 'dipesan', 'coba', 'langsung', 'dipakai', 'nyala', 'oke', 'mantap', 'no', 'minus', 'semoga', 'awet']","['barang', 'sesuai', 'dengan', 'yang', 'dipesan', 'coba', 'langsung', 'dipakai', 'nyala', 'oke', 'mantap', 'no', 'minus', 'semoga', 'awet']","['barang', 'sesuai', 'dipesan', 'coba', 'langsung', 'dipakai', 'nyala', 'oke', 'mantap', 'semoga', 'awet']","['barang', 'sesuai', 'pes', 'coba', 'langsung', 'pakai', 'nyala', 'oke', 'mantap', 'moga', 'awet']",barang sesuai pes coba langsung pakai nyala oke mantap moga awet
1 minggu lalu,Cosmos CGC-123 P RED - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,"kualitas produk bagus sesuai dengan yang diiklankan,  pelayanan ramah dan responsif,  pengiriman cepat dengan packing yang rapi",1,kualitas produk bagus sesuai dengan yang diiklankan pelayanan ramah dan responsif pengiriman cepat dengan packing yang rapi,"['kualitas', 'produk', 'bagus', 'sesuai', 'dengan', 'yang', 'diiklankan', 'pelayanan', 'ramah', 'dan', 'responsif', 'pengiriman', 'cepat', 'dengan', 'packing', 'yang', 'rapi']","['kualitas', 'produk', 'bagus', 'sesuai', 'dengan', 'yang', 'diiklankan', 'pelayanan', 'ramah', 'dan', 'responsif', 'pengiriman', 'cepat', 'dengan', 'packing', 'yang', 'rapi']","['kualitas', 'produk', 'bagus', 'sesuai', 'diiklankan', 'pelayanan', 'ramah', 'responsif', 'pengiriman', 'cepat', 'packing', 'rapi']","['kualitas', 'produk', 'bagus', 'sesuai', 'iklan', 'layan', 'ramah', 'responsif', 'kirim', 'cepat', 'packing', 'rapi']",kualitas produk bagus sesuai iklan layan ramah responsif kirim cepat packing rapi
1 minggu lalu,New Mixer STAND CM 1669 COSMIX,oke original langsung dari pabrik cosmo nya,1,oke original langsung dari pabrik cosmo nya,"['oke', 'original', 'langsung', 'dari', 'pabrik', 'cosmo', 'nya']","['oke', 'original', 'langsung', 'dari', 'pabrik', 'cosmo', 'nya']","['oke', 'langsung', 'pabrik', 'cosmo', 'nya']","['oke', 'langsung', 'pabrik', 'cosmo', 'nya']",oke langsung pabrik cosmo nya
1 minggu lalu,Cosmos CTL-211 - Ketel Elektrik 0.8 L,sesuai harapan,1,sesuai harapan,"['sesuai', 'harapan']","['sesuai', 'harapan']","['sesuai', 'harapan']","['sesuai', 'harap']",sesuai harap
1 minggu lalu,Cosmos CWD-1060 - Mini Portable Dispenser (Hot&Fresh),"bagus. .  panas nya pas,   semoga awet. . ",1,bagus panas nya pas semoga awet,"['bagus', 'panas', 'nya', 'pas', 'semoga', 'awet']","['bagus', 'panas', 'nya', 'pas', 'semoga', 'awet']","['bagus', 'panas', 'nya', 'pas', 'semoga', 'awet']","['bagus', 'panas', 'nya', 'pas', 'moga', 'awet']",bagus panas nya pas moga awet
1 minggu lalu,Cosmos ELECTRIC FAN WIF-1803 PS,unboxing & review cek channel y0utub3 ardo bewok 👍,1,unboxing review cek channel yutub ardo bewok,"['unboxing', 'review', 'cek', 'channel', 'yutub', 'ardo', 'bewok']","['unboxing', 'review', 'cek', 'channel', 'yutub', 'ardo', 'bewok']","['unboxing', 'cek', 'yutub', 'ardo', 'bewok']","['unboxing', 'cek', 'yutub', 'ardo', 'bewok']",unboxing cek yutub ardo bewok
2 minggu lalu,Hand Mixer COSMIC CM-1259 (Cosmos Mixer with Container),terima kasih sesuai deskripsi,1,terima kasih sesuai deskripsi,"['terima', 'kasih', 'sesuai', 'deskripsi']","['terima', 'kasih', 'sesuai', 'deskripsi']","['terima', 'kasih', 'sesuai', 'deskripsi']","['terima', 'kasih', 'sesuai', 'deskripsi']",terima kasih sesuai deskripsi
2 minggu lalu,Cosmos NEW AIR FRYER CAF-6603,"packaging bagus,   sampai dg selamat.  blm dicoba semoga tidak ada kendala.  thanks",1,packaging bagus sampai dg selamat blm dicoba semoga tidak ada kendala thanks,"['packaging', 'bagus', 'sampai', 'dg', 'selamat', 'blm', 'dicoba', 'semoga', 'tidak', 'ada', 'kendala', 'thanks']","['packaging', 'bagus', 'sampai', 'dengan', 'selamat', 'belum', 'dicoba', 'semoga', 'tidak', 'ada', 'kendala', 'thanks']","['packaging', 'bagus', 'selamat', 'dicoba', 'semoga', 'tidak', 'kendala']","['packaging', 'bagus', 'selamat', 'coba', 'moga', 'tidak', 'kendala']",packaging bagus selamat coba moga tidak kendala
2 minggu lalu,Cosmos Harmond CRJ-6123 - Rice Cooker 0.6 L,"sesuai deskripsi,  rice cooker berfungsi dengan baik",1,sesuai deskripsi rice cooker berfungsi dengan baik,"['sesuai', 'deskripsi', 'rice', 'cooker', 'berfungsi', 'dengan', 'baik']","['sesuai', 'deskripsi', 'rice', 'cooker', 'berfungsi', 'dengan', 'baik']","['sesuai', 'deskripsi', 'berfungsi']","['sesuai', 'deskripsi', 'fungsi']",sesuai deskripsi fungsi
2 minggu lalu,Cosmos 16-WFG - Wall Fan - 16 Inch,"sudah sering beli, ini yg ke 2 x",1,sudah sering beli ini yg ke,"['sudah', 'sering', 'beli', 'ini', 'yg', 'ke']","['sudah', 'sering', 'beli', 'ini', 'yang', 'ke']",['beli'],['beli'],beli
2 minggu lalu,COSMOS RICE COOKER  NON STICK CRJ 3012 B candy series ,"barang nya mendarat dengan aman,  sudah di pakai dan berjalan normal",1,barang nya mendarat dengan aman sudah di pakai dan berjalan normal,"['barang', 'nya', 'mendarat', 'dengan', 'aman', 'sudah', 'di', 'pakai', 'dan', 'berjalan', 'normal']","['barang', 'nya', 'mendarat', 'dengan', 'aman', 'sudah', 'di', 'pakai', 'dan', 'berjalan', 'normal']","['barang', 'nya', 'mendarat', 'aman', 'pakai', 'berjalan']","['barang', 'nya', 'darat', 'aman', 'pakai', 'jalan']",barang nya darat aman pakai jalan
2 minggu lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,juosss pak lek,1,juosss pak lek,"['juosss', 'pak', 'lek']","['juosss', 'pak', 'lek']",['juosss'],['juosss'],juosss
2 minggu lalu,Cosmos Rice Cooker Harmond CRJ-6500 M - 2.0L,proses pesanan cepat garansi terjamin mutu terjamin sni gampang dibersihkan nasi matang merata 👍,1,proses pesanan cepat garansi terjamin mutu terjamin sni gampang dibersihkan nasi matang merata,"['proses', 'pesanan', 'cepat', 'garansi', 'terjamin', 'mutu', 'terjamin', 'sni', 'gampang', 'dibersihkan', 'nasi', 'matang', 'merata']","['proses', 'pesanan', 'cepat', 'garansi', 'terjamin', 'mutu', 'terjamin', 'sni', 'gampang', 'dibersihkan', 'nasi', 'matang', 'merata']","['proses', 'pesanan', 'cepat', 'garansi', 'terjamin', 'mutu', 'terjamin', 'sni', 'gampang', 'dibersihkan', 'matang', 'merata']","['proses', 'pesan', 'cepat', 'garansi', 'jamin', 'mutu', 'jamin', 'sni', 'gampang', 'bersih', 'matang', 'rata']",proses pesan cepat garansi jamin mutu jamin sni gampang bersih matang rata
2 minggu lalu,Cosmos CWD-1060 - Mini Portable Dispenser (Hot&Fresh),"alhamdulillah,  udh 2 kali beli",1,alhamdulillah udh kali beli,"['alhamdulillah', 'udh', 'kali', 'beli']","['alhamdulillah', 'sudah', 'kali', 'beli']","['alhamdulillah', 'beli']","['alhamdulillah', 'beli']",alhamdulillah beli
2 minggu lalu,Cosmos Blenz CB-802 - Blender 1.2 L,"produk original,  sesuai pict dan diskripsi.  varian sesuai.  sudah dicoba dan berfungsi.  wort it untuk harga segini,  apalagi pas dapat harga discount.  material produk bagus. . .  ",1,produk original sesuai pict dan diskripsi varian sesuai sudah dicoba dan berfungsi wort it untuk harga segini apalagi pas dapat harga discount material produk bagus,"['produk', 'original', 'sesuai', 'pict', 'dan', 'diskripsi', 'varian', 'sesuai', 'sudah', 'dicoba', 'dan', 'berfungsi', 'wort', 'it', 'untuk', 'harga', 'segini', 'apalagi', 'pas', 'dapat', 'harga', 'discount', 'material', 'produk', 'bagus']","['produk', 'original', 'sesuai', 'pict', 'dan', 'diskripsi', 'varian', 'sesuai', 'sudah', 'dicoba', 'dan', 'berfungsi', 'wort', 'itu', 'untuk', 'harga', 'segini', 'apalagi', 'pas', 'dapat', 'harga', 'discount', 'material', 'produk', 'bagus']","['produk', 'sesuai', 'diskripsi', 'varian', 'sesuai', 'dicoba', 'berfungsi', 'harga', 'segini', 'pas', 'harga', 'produk', 'bagus']","['produk', 'sesuai', 'skripsi', 'varian', 'sesuai', 'coba', 'fungsi', 'harga', 'gin', 'pas', 'harga', 'produk', 'bagus']",produk sesuai skripsi varian sesuai coba fungsi harga gin pas harga produk bagus
2 minggu lalu,Cosmos Rice Cooker Harmond CRJ-6500 R - 2.0L,kualitas produk sangat baik.  produk original.  harga produk sangat baik.  kecepatan pengiriman sangat baik.  respon penjual sangat baik. ,1,kualitas produk sangat baik produk original harga produk sangat baik kecepatan pengiriman sangat baik respon penjual sangat baik,"['kualitas', 'produk', 'sangat', 'baik', 'produk', 'original', 'harga', 'produk', 'sangat', 'baik', 'kecepatan', 'pengiriman', 'sangat', 'baik', 'respon', 'penjual', 'sangat', 'baik']","['kualitas', 'produk', 'sangat', 'baik', 'produk', 'original', 'harga', 'produk', 'sangat', 'baik', 'kecepatan', 'pengiriman', 'sangat', 'baik', 'respon', 'penjual', 'sangat', 'baik']","['kualitas', 'produk', 'produk', 'harga', 'produk', 'kecepatan', 'pengiriman', 'respon', 'penjual']","['kualitas', 'produk', 'produk', 'harga', 'produk', 'cepat', 'kirim', 'respon', 'jual']",kualitas produk produk harga produk cepat kirim respon jual
2 minggu lalu,Cosmos NEW AIR FRYER CAF-6603,"belum di coba,  semoga berfungsi dan awet",1,belum di coba semoga berfungsi dan awet,"['belum', 'di', 'coba', 'semoga', 'berfungsi', 'dan', 'awet']","['belum', 'di', 'coba', 'semoga', 'berfungsi', 'dan', 'awet']","['coba', 'semoga', 'berfungsi', 'awet']","['coba', 'moga', 'fungsi', 'awet']",coba moga fungsi awet
2 minggu lalu,Cosmos Setrika Non Stick Soleplate CI-3130 N,"akhir nya sampei jugaa,  bagus barang nya,  berfungsi dengan baik,  semoga awet deh ini. .  makasih seller",1,akhir nya sampei jugaa bagus barang nya berfungsi dengan baik semoga awet deh ini makasih seller,"['akhir', 'nya', 'sampei', 'jugaa', 'bagus', 'barang', 'nya', 'berfungsi', 'dengan', 'baik', 'semoga', 'awet', 'deh', 'ini', 'makasih', 'seller']","['akhir', 'nya', 'sampei', 'juga', 'bagus', 'barang', 'nya', 'berfungsi', 'dengan', 'baik', 'semoga', 'awet', 'deh', 'ini', 'terima kasih', 'seller']","['nya', 'sampei', 'bagus', 'barang', 'nya', 'berfungsi', 'semoga', 'awet', 'deh', 'terima kasih']","['nya', 'sampei', 'bagus', 'barang', 'nya', 'fungsi', 'moga', 'awet', 'deh', 'terima kasih']",nya sampei bagus barang nya fungsi moga awet deh terima kasih
2 minggu lalu,Hand Mixer COSMIC CM-1259 (Cosmos Mixer with Container),sdh sampai tp koq gak mangkok-an nya gak ada ya,1,sdh sampai tp koq gak mangkokan nya gak ada ya,"['sdh', 'sampai', 'tp', 'koq', 'gak', 'mangkokan', 'nya', 'gak', 'ada', 'ya']","['sudah', 'sampai', 'tapi', 'kok', 'engenggak', 'mangkokan', 'nya', 'engenggak', 'ada', 'ya']","['engenggak', 'mangkokan', 'nya', 'engenggak']","['engenggak', 'mangkok', 'nya', 'engenggak']",engenggak mangkok nya engenggak
2 minggu lalu,Hand Mixer COSMIC CM-1259 (Cosmos Mixer with Container),"gambar utama harus diganti,  karena bikin konsumen bingung.  kirain ini dapat baskom dan penyangga mixer nya,  ternyata beda kode produk.  dan baru tau kalau yang dapat mixer. . .  ",1,gambar utama harus diganti karena bikin konsumen bingung kirain ini dapat baskom dan penyangga mixer nya ternyata beda kode produk dan baru tau kalau yang dapat mixer,"['gambar', 'utama', 'harus', 'diganti', 'karena', 'bikin', 'konsumen', 'bingung', 'kirain', 'ini', 'dapat', 'baskom', 'dan', 'penyangga', 'mixer', 'nya', 'ternyata', 'beda', 'kode', 'produk', 'dan', 'baru', 'tau', 'kalau', 'yang', 'dapat', 'mixer']","['gambar', 'utama', 'harus', 'diganti', 'karena', 'bikin', 'konsumen', 'bingung', 'mengira', 'ini', 'dapat', 'baskom', 'dan', 'penyangga', 'mixer', 'nya', 'ternyata', 'beda', 'kode', 'produk', 'dan', 'baru', 'tau', 'kalau', 'yang', 'dapat', 'mixer']","['gambar', 'utama', 'diganti', 'bikin', 'konsumen', 'bingung', 'baskom', 'penyangga', 'nya', 'beda', 'kode', 'produk']","['gambar', 'utama', 'ganti', 'bikin', 'konsumen', 'bingung', 'baskom', 'sangga', 'nya', 'beda', 'kode', 'produk']",gambar utama ganti bikin konsumen bingung baskom sangga nya beda kode produk
2 minggu lalu,Cosmos Harmond CRJ-6368 - Rice Cooker 2 L,"barang original,  mudah""an awet barangnya",1,barang original mudahan awet barangnya,"['barang', 'original', 'mudahan', 'awet', 'barangnya']","['barang', 'original', 'mudahan', 'awet', 'barangnya']","['barang', 'mudahan', 'awet', 'barangnya']","['barang', 'mudah', 'awet', 'barang']",barang mudah awet barang
2 minggu lalu,Cosmos CB-281 P - Blender 2 L,"barang nya sesuai,  pengantaran nya cepat,  penjual nya fast response. 
semoga awet barang nya",1,barang nya sesuai pengantaran nya cepat penjual nya fast response semoga awet barang nya,"['barang', 'nya', 'sesuai', 'pengantaran', 'nya', 'cepat', 'penjual', 'nya', 'fast', 'response', 'semoga', 'awet', 'barang', 'nya']","['barang', 'nya', 'sesuai', 'pengantaran', 'nya', 'cepat', 'penjual', 'nya', 'fast', 'response', 'semoga', 'awet', 'barang', 'nya']","['barang', 'nya', 'sesuai', 'pengantaran', 'nya', 'cepat', 'penjual', 'nya', 'semoga', 'awet', 'barang', 'nya']","['barang', 'nya', 'sesuai', 'antar', 'nya', 'cepat', 'jual', 'nya', 'moga', 'awet', 'barang', 'nya']",barang nya sesuai antar nya cepat jual nya moga awet barang nya
2 minggu lalu,Cosmos CIS-418 - Setrika Listrik,mantabb semoga awet,1,mantabb semoga awet,"['mantabb', 'semoga', 'awet']","['mantab', 'semoga', 'awet']","['mantab', 'semoga', 'awet']","['mantab', 'moga', 'awet']",mantab moga awet
2 minggu lalu,Cosmos Kompor Induksi Listrik 1 Tungku CIC-951,pengemasan dan pengiriman lama,0,pengemasan dan pengiriman lama,"['pengemasan', 'dan', 'pengiriman', 'lama']","['pengemasan', 'dan', 'pengiriman', 'lama']","['pengemasan', 'pengiriman']","['emas', 'kirim']",emas kirim
2 minggu lalu,Cosmos CRJ-8229 WBS - Rice Cooker 2 L (Tongolan Super),"ini emng alat kukus nya makin enteng apa gmn😅,  karena sebelum nya pake merk ini pas sampe enteng bgt.  tapi gpp semoga awet kayak yg sebelumnya  proses pesanan cepat penj. . .  ",1,ini emng alat kukus nya makin enteng apa gmn karena sebelum nya pake merk ini pas sampe enteng bgt tapi gpp semoga awet kayak yg sebelumnya proses pesanan cepat penj,"['ini', 'emng', 'alat', 'kukus', 'nya', 'makin', 'enteng', 'apa', 'gmn', 'karena', 'sebelum', 'nya', 'pake', 'merk', 'ini', 'pas', 'sampe', 'enteng', 'bgt', 'tapi', 'gpp', 'semoga', 'awet', 'kayak', 'yg', 'sebelumnya', 'proses', 'pesanan', 'cepat', 'penj']","['ini', 'memang', 'alat', 'kukus', 'nya', 'makin', 'enteng', 'apa', 'bagaimana', 'karena', 'sebelum', 'nya', 'pakai', 'merk', 'ini', 'pas', 'sampai', 'enteng', 'banget', 'tapi', 'enggak apa-apa', 'semoga', 'awet', 'kayak', 'yang', 'sebelumnya', 'proses', 'pesanan', 'cepat', 'penj']","['alat', 'kukus', 'nya', 'enteng', 'nya', 'pakai', 'pas', 'enteng', 'banget', 'enggak apa-apa', 'semoga', 'awet', 'proses', 'pesanan', 'cepat', 'penj']","['alat', 'kukus', 'nya', 'enteng', 'nya', 'pakai', 'pas', 'enteng', 'banget', 'enggak apa', 'moga', 'awet', 'proses', 'pesan', 'cepat', 'penj']",alat kukus nya enteng nya pakai pas enteng banget enggak apa moga awet proses pesan cepat penj
2 minggu lalu,Cosmos Blenz CB-802 - Blender 1.2 L,semoga tidak seperti brand sebelah. . . lbh mahal malah cepet rusak. . blm juga 1 bulan. . hadeuhh,1,semoga tidak seperti brand sebelah lbh mahal malah cepet rusak blm juga bulan hadeuhh,"['semoga', 'tidak', 'seperti', 'brand', 'sebelah', 'lbh', 'mahal', 'malah', 'cepet', 'rusak', 'blm', 'juga', 'bulan', 'hadeuhh']","['semoga', 'tidak', 'seperti', 'brand', 'sebelah', 'lebih', 'mahal', 'malah', 'cepat', 'rusak', 'belum', 'juga', 'bulan', 'hadeuhh']","['semoga', 'tidak', 'sebelah', 'mahal', 'cepat', 'rusak', 'hadeuhh']","['moga', 'tidak', 'belah', 'mahal', 'cepat', 'rusak', 'hadeuhh']",moga tidak belah mahal cepat rusak hadeuhh
2 minggu lalu,Cosmos Setrika Non Stick Soleplate CI-3120 N,"bagus,  ringan cepat panas,  semoga awet",1,bagus ringan cepat panas semoga awet,"['bagus', 'ringan', 'cepat', 'panas', 'semoga', 'awet']","['bagus', 'ringan', 'cepat', 'panas', 'semoga', 'awet']","['bagus', 'ringan', 'cepat', 'panas', 'semoga', 'awet']","['bagus', 'ringan', 'cepat', 'panas', 'moga', 'awet']",bagus ringan cepat panas moga awet
2 minggu lalu,Cosmos 9-LDA TWINO - Kipas Angin 2in1 - 9 inch (Desk & Wall),"ok,  barang dikirim sesuai pesanan.  ternyata ukurannya ga kecil-kecil banget.  bahannya kokoh,  anginnya kenceng.  semoga awet.  thank you-imnida,  min. ",1,ok barang dikirim sesuai pesanan ternyata ukurannya ga kecilkecil banget bahannya kokoh anginnya kenceng semoga awet thank youimnida min,"['ok', 'barang', 'dikirim', 'sesuai', 'pesanan', 'ternyata', 'ukurannya', 'ga', 'kecilkecil', 'banget', 'bahannya', 'kokoh', 'anginnya', 'kenceng', 'semoga', 'awet', 'thank', 'youimnida', 'min']","['ok', 'barang', 'dikirim', 'sesuai', 'pesanan', 'ternyata', 'ukurannya', 'enggak', 'kecilkecil', 'banget', 'bahannya', 'kokoh', 'anginnya', 'kencang', 'semoenggak', 'awet', 'thank', 'youimnida', 'min']","['ok', 'barang', 'dikirim', 'sesuai', 'pesanan', 'ukurannya', 'enggak', 'kecilkecil', 'banget', 'bahannya', 'kokoh', 'anginnya', 'kencang', 'semoenggak', 'awet', 'youimnida']","['ok', 'barang', 'kirim', 'sesuai', 'pesan', 'ukur', 'enggak', 'kecilkecil', 'banget', 'bahan', 'kokoh', 'angin', 'kencang', 'semoenggak', 'awet', 'youimnida']",ok barang kirim sesuai pesan ukur enggak kecilkecil banget bahan kokoh angin kencang semoenggak awet youimnida
2 minggu lalu,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,"barangnya sudah ditest oke. 
tidak ada indikator suhu. 
tapi otomatis akan mati klau sudah mendidih",1,barangnya sudah ditest oke tidak ada indikator suhu tapi otomatis akan mati klau sudah mendidih,"['barangnya', 'sudah', 'ditest', 'oke', 'tidak', 'ada', 'indikator', 'suhu', 'tapi', 'otomatis', 'akan', 'mati', 'klau', 'sudah', 'mendidih']","['barangnya', 'sudah', 'ditest', 'oke', 'tidak', 'ada', 'indikator', 'suhu', 'tapi', 'otomatis', 'akan', 'mati', 'kalau', 'sudah', 'mendidih']","['barangnya', 'ditest', 'oke', 'tidak', 'indikator', 'suhu', 'otomatis', 'mati', 'mendidih']","['barang', 'ditest', 'oke', 'tidak', 'indikator', 'suhu', 'otomatis', 'mati', 'didih']",barang ditest oke tidak indikator suhu otomatis mati didih
3 minggu lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,drumah udh ada 3kipas angin dg model yg sama🤣jd cari yg paling murah dg model yg sama. ,1,drumah udh ada kipas angin dg model yg sama jd cari yg paling murah dg model yg sama,"['drumah', 'udh', 'ada', 'kipas', 'angin', 'dg', 'model', 'yg', 'sama', 'jd', 'cari', 'yg', 'paling', 'murah', 'dg', 'model', 'yg', 'sama']","['drumah', 'sudah', 'ada', 'kipas', 'angin', 'dengan', 'model', 'yang', 'sama', 'jadi', 'cari', 'yang', 'paling', 'murah', 'dengan', 'model', 'yang', 'sama']","['drumah', 'kipas', 'angin', 'cari', 'murah']","['drumah', 'kipas', 'angin', 'cari', 'murah']",drumah kipas angin cari murah
3 minggu lalu,Cosmos CB-171 P - Blender 1 L,"produk sesuai dgn pesanan,  pengiriman normal. . . . ",1,produk sesuai dgn pesanan pengiriman normal,"['produk', 'sesuai', 'dgn', 'pesanan', 'pengiriman', 'normal']","['produk', 'sesuai', 'dengan', 'pesanan', 'pengiriman', 'normal']","['produk', 'sesuai', 'pesanan', 'pengiriman']","['produk', 'sesuai', 'pesan', 'kirim']",produk sesuai pesan kirim
3 minggu lalu,Cosmos 16 WFO - Kipas Angin Dinding 16 inch,"yang satu baling""nya beda jadi putihnya tidak bisa masuk,  dan chat untuk solusi tidak ada respon sama sekali dari pihak toko",0,yang satu balingnya beda jadi putihnya tidak bisa masuk dan chat untuk solusi tidak ada respon sama sekali dari pihak toko,"['yang', 'satu', 'balingnya', 'beda', 'jadi', 'putihnya', 'tidak', 'bisa', 'masuk', 'dan', 'chat', 'untuk', 'solusi', 'tidak', 'ada', 'respon', 'sama', 'sekali', 'dari', 'pihak', 'toko']","['yang', 'satu', 'balingnya', 'beda', 'jadi', 'putihnya', 'tidak', 'bisa', 'masuk', 'dan', 'chat', 'untuk', 'solusi', 'tidak', 'ada', 'respon', 'sama', 'sekali', 'dari', 'pihak', 'toko']","['balingnya', 'beda', 'putihnya', 'tidak', 'masuk', 'solusi', 'tidak', 'respon']","['baling', 'beda', 'putih', 'tidak', 'masuk', 'solusi', 'tidak', 'respon']",baling beda putih tidak masuk solusi tidak respon
3 minggu lalu,Cosmos CIS-418 - Setrika Listrik,barang sesui yg dipesan,1,barang sesui yg dipesan,"['barang', 'sesui', 'yg', 'dipesan']","['barang', 'sesui', 'yang', 'dipesan']","['barang', 'sesui', 'dipesan']","['barang', 'sesui', 'pes']",barang sesui pes
