,Produk,Rating,Ulasan,Tanggal,label
1255,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),5,"aman,  berfungsi dengan baik 👍",4 bulan lalu,1
1256,Cosmos ELECTRIC FAN WIF-1803 PS,5,"barang oke,  kokoh,  packaging rapi & aman produk sesuai deskripsi kualitas produk bagus.  cuma role pengiriman tidak terdeteksi,  jadi was2 barang dikirim atau tidak. ",4 bulan lalu,1
1257,Cosmos Setrika Non Stick Soleplate CI-3130 N,5,"barang ok,  mudah2an awet dipakai",4 bulan lalu,1
1258,Cosmos CRJ-1031 - Rice Cooker 0.3 L Mama Suka,5,"barangnya ok,  mudah2an awet dipakai",4 bulan lalu,1
1259,Cosmos CGC-121 P N - Kompor Gas Portable 0.95 Kg 1 Tungku NEW,5,barang sesuai. packaging aman. recomanded,4 bulan lalu,1
1260,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),5,pengiriman cepat produk berfungsi dengan baik,4 bulan lalu,1
1261,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),5,pengiriman cepat produk sesuai dan berfungsi dengan baik,4 bulan lalu,1
1262,COSMOS RICE COOKER  NON STICK CRJ 3012 O candy series ,5,"nasi matang merata,  gampang di cucinya krn ga lrngket",4 bulan lalu,1
1263,Cosmos CB-282 P - Blender 2 L,5,"barang bagus,  dan rekomended tokonya",4 bulan lalu,1
1264,Cosmos Harmond CRJ-6023 N MAMASUKA,5,keren abis. . .  terimakasih,4 bulan lalu,1
1265,Cosmos 12-DAR N ONY - Kipas Angin Meja 12 inch,5,barang sesuai poko ny bagus,4 bulan lalu,1
1266,Cosmos CB-282 P - Blender 2 L,5,barang bagus normal semua namun tutupnya tidak sesuai permintaan yng dikirimkan berbeda minta tutup gelas warna biru dikirim putih,4 bulan lalu,1
1267,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,"barang bagus dan original.  kokoh,  anginnya adem",4 bulan lalu,1
1268,Cosmos FP-313 - Food Processor 1.2 L,5,mantap berfungsi,4 bulan lalu,1
1269,Kipas Angin 12-PDB Electric Fan Twino (Meja dan Dinding),2,"maaf mau info terkait pengiriman harusnya tanggal 24 sept tiba sesuai estimasi pengiriman,  tapi barang sampai di tanggal 25 sept. 

untuk kelengkapan barang ada item yang. . .  ",4 bulan lalu,1
1270,WADESTA BESI SIF-1804 S,5,rekomended,4 bulan lalu,1
1271,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,sesuai deskripsi,4 bulan lalu,1
1273,Cosmos NEW AIR FRYER CAF-6603,5,"pengiriman sesuai estimasi
barang sesuai deskripsi",4 bulan lalu,1
1274,Cosmos Food Processor FP-323 KUBA NEW PRODUK,5,pengiriman cepat.  bagus barangnya,4 bulan lalu,1
1275,Cosmos CRJ-1031 - Rice Cooker 0.3 L Mama Suka,5,"barang sesuai dan packing rapih .  semoga awet ,  terimakasih",4 bulan lalu,1
1276,Cosmos CB-631 HB - 3in1 Hand Blender 500 ml,5,bareng mendarat dengan aman.  cocok sebagai hadiah,4 bulan lalu,1
1277,Cosmos NEW AIR FRYER CAF-6603,5,minus capitan nya padahal di gambar ada,4 bulan lalu,1
1278,Cosmos TIF-2001 s - Kipas Angin / Stand Fan 20 Inch,5,"alhamdulillah, berfungsi dgn baik, terimakasih",4 bulan lalu,1
1279,Cosmos NEW AIR FRYER CAF-6603,5,pesanan sudah diterima dengan kondisi baik. . sudah dicoba buat masak ikan dan toast roti. . semoga awet. . terima kasih 🙏🏻☺️,4 bulan lalu,1
1280,Cosmos Food Processor FP-323 KUBA NEW PRODUK,5,barang sesuai dan bagus,5 bulan lalu,1
1281,Cosmos CRJ-3126 - Rice Cooker 1.8 L (Low Watt),5,proses pesanan cepat packaging aman 🙏,5 bulan lalu,1
1282,COSMOS RICE COOKER  NON STICK CRJ 3012 O candy series ,5,nasi matang merata 👍 nasinya tahan lama 🍚 packaging rapi packaging aman 🙏,5 bulan lalu,1
1283,Cosmos CIS-428 - Setrika Listrik,5,"barang sesuai deskripsi,  cepet sampai juga. ",5 bulan lalu,1
1284,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,"semua ok,  kecuali kabel yang agak pendek. ",5 bulan lalu,1
1285,Cosmos FP-300 - Food Processor 300 ml,5,paketnya udah nyampe sesuai deskripsi maaf baru di bahas terimakasih sellernya kurirnya 🙏🙏,5 bulan lalu,1
1286,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Koala,5,"barang yang dikirim sesuai,  waktu pengiriman sesuai,  packaging baik,  kondisi barang baik. ",5 bulan lalu,1
1287,Cosmos Harmond CRJ-6123 - Rice Cooker 0.6 L,5,"barang yang dikirim sesuai,  waktu pengiriman sesuai,  packaging baik,  kondisi barang baik. ",5 bulan lalu,1
1288,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,mantap. . . lancar angin kenceg. . semoga awet,5 bulan lalu,1
1289,Cosmos Standing  Fan 16 SAE  ( 16 INCH),5,mantap 👍👍👍,5 bulan lalu,1
1290,Cosmos CGC-121 P N - Kompor Gas Portable 0.95 Kg 1 Tungku NEW,5,bentuknya imut.  gampang buat dibawa kemana aja.  cocok buat taro dikosan.  belum dicoba.  semoga ok semuanya.  thnx seller,5 bulan lalu,1
1291,Cosmos CRJ-3255 free gimmick,4,"semoga kualitasnya baik,  made in vietnam",5 bulan lalu,1
1292,Cosmos 12-BFD - Kipas Angin / Box Fan 12 inch,5,"bagus.  speed 1 hening,  tapi angin ngalir.  semoga awet",5 bulan lalu,1
1293,Cosmos Setrika Non Stick Soleplate CI-3120 N,5,"barang sesuai, pengiriman cepat, packing bagus",5 bulan lalu,1
1294,Cosmos Setrika Non Stick Soleplate CI-3120 N,4,produk sih bagus. . . .  keren tapi sayang pengiriman agak lama. . . . ,5 bulan lalu,1
1295,Cosmos NEW AIR FRYER CAF-6603,2,katanya bonus capitan.  tapi ndak dapat.  kecewa sama cosmos,5 bulan lalu,1
1296,Cosmos Harmond CRJ-6601Mama Suka,4,"iyaa bener anti gores sih,  cuma ternyata lengket banget sulit.  cuma selebihnya keres siih",5 bulan lalu,1
1297,Cosmos FP-313 - Food Processor 1.2 L,5,cosmosnya sdh diterima. . . mudah2n awet,5 bulan lalu,1
1298,Cosmos CB-171 P - Blender 1 L,5,buat hadiah. . yg dikasi suka sekali. . trims,5 bulan lalu,1
1299,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,5,suka. .  dinyalain bareng pke ac ga jegleg.  utk kostan dgn daya 1300watt. ,5 bulan lalu,1
1300,Cosmos TIF-2001 s - Kipas Angin / Stand Fan 20 Inch,5,bla bla bla bla bla,5 bulan lalu,1
1301,Cosmos Setrika Listrik CI-3110 C,5,mantap . . . ,5 bulan lalu,1
1302,Cosmos CGS-123 P BROWN - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,5,barang bagus mulus,5 bulan lalu,1
1303,Hand Mixer COSMIC CM-1259 (Cosmos Mixer with Container),5,barang yang dikirim lengkap barangnya original 👍,5 bulan lalu,1
1304,Cosmos CRJ-8229 BSS - Rice Cooker 2 L (Tongolan Super),5,barang bagus harga oke respon pejual cepat,5 bulan lalu,1
1305,Cosmos 16 WFO - Kipas Angin Dinding 16 inch,4,"kipas agak berisik dan kabel kurang panjang,  tapi secara keseluruhan lumayan lah",5 bulan lalu,1
1306,Cosmos Setrika Non Stick Soleplate CI-3120 N,5,makasih proses cepat. . rekomend,5 bulan lalu,1
1307,Cosmos Setrika Non Stick Soleplate CI-3120 N,5,"barang dikirim sesuai permintaan,  di coba  langsung berfungsi dengan baik",5 bulan lalu,1
1308,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,4,"hal yang menyebalkan membeli produk dari official store itu,  respon lambat dan pengirimannya lama. ",5 bulan lalu,1
1309,"Cosmos CWD-1150 P - Dispenser Hot, Extra Hot & Fresh",5,barang langsung digunakan panas berfungsi dengan baik,5 bulan lalu,1
1310,"Cosmos WADESTA 16-S033 ONY - Kipas Angin 3in1-16 inch Wall,Desk,Stand",5,anginnya kenceng,5 bulan lalu,1
1311,Cosmos CRJ-3301 N - Rice Cooker 1.8 L,5,mantapp,5 bulan lalu,1
1312,Cosmos 12 DAR N - Kipas Angin Meja 12 inch,5,"official store jadi garansinya resmi; packaging baik,  tidak ada cacat; barang berfungsi sesuai spesifikasi dan respons seller/pengiriman cepat",5 bulan lalu,1
1313,Cosmos CRJ-8229 WBS - Rice Cooker 2 L (Tongolan Super),5,"pengiriman cepat,  packing aman dan rapih.  barang bagus packaging aman 🙏 packaging rapi proses pesanan cepat",5 bulan lalu,1
1314,Cosmos Blenz CB-802 - Blender 1.2 L,5,berfungsi dengan baik 👍,5 bulan lalu,1
1315,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,oke,5 bulan lalu,1
1316,Cosmos CB-282 G - Blender 2 L,5,"respon penjual sangat cepat,  packaging rapih,  produk beroperasi dengan normal,  ada anti slipnya,  putaran nya sangat kuat,  recomended",5 bulan lalu,1
1317,Cosmos CB-282 P - Blender 2 LJELLY STAR,4,packaging aman 🙏 respon penjualnya top,5 bulan lalu,1
1318,Cosmos Harmond CRJ-6601Mama Suka,5,"packing rapi,  barang sesuai pesanan. 
kondisi baik cumq blm sempat coba. ",5 bulan lalu,1
1319,Cosmos 12 CWF - Kipas Angin Dinding 12 inch,5,"materialnya mantap bgt,  keren designnya. ",5 bulan lalu,1
1320,Cosmos CB-631 HB - 3in1 Hand Blender 500 ml,4,barang sudah diterima dalam keadaan bagus.  seller responsive meski saya rada kesal krn pengiriman terlambat harusnya sudah sampai dari tgl 30 baru sampai tgl 31 aug,5 bulan lalu,1
1321,Cosmos ELECTRIC FAN WIF-1803 S,5,kipas angin merek cosmos emang paling the best,5 bulan lalu,1
1322,Cosmos Harmond CRJ-6601Mama Suka,4,untuk produk nya bagus. .  krn sdh lama pakai merk cosmos makanya beli yg merk yg sama. .  tapi pengirimannya agak lama karna nunggu antrian ya. .  smg lebih baik lagi pelayana. . .  ,5 bulan lalu,1
1323,Cosmos CGC-121 P N - Kompor Gas Portable 0.95 Kg 1 Tungku NEW,5,"packing rapih dan aman, full bublewrap…

barang mulus dan nyala dengan baik",5 bulan lalu,1
1324,Cosmos Kipas Angin Besi 2 in 1 - 9-PDA,5,"alhamdulillah akhirnya sampai juga semoga awet,  anginnya mantap",5 bulan lalu,1
1325,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,berjalan dengan baik.  terima kasih,5 bulan lalu,1
1326,Cosmos 16 SNQ - Kipas Angin 2in1 16 inch (Stand & Desk),5,ok,5 bulan lalu,1
1327,Cosmos 16 SBI - Kipas Angin 2in1 16 inch (Stand & Desk),5,ok,5 bulan lalu,1
1328,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),5,ok,5 bulan lalu,1
1329,Cosmos Blenz CB-812 PC - Blender 2 L (Goblet Plastik) Plus Choper,5,ok,5 bulan lalu,1
1330,Cosmos Setrika Uap Ceramic Soleplate CI-4910 C,2,bocor bocor.  bagian bawah.  netes air banyak kali. . . ,5 bulan lalu,1
1331,Cosmos Rice Cooker Stainless steel CRJ 9368 2l,4,"barang bagus ,  pengiriman doang lama pake banget",5 bulan lalu,1
1332,Cosmos Standing  Fan 16 SAE  ( 16 INCH),5,nempel di lantaiiiii,5 bulan lalu,1
1333,Cosmos CRJ-8229 WRG - Rice Cooker 2 L (Tongolan Super),5,"paket mendarat dengan aman,  terima kasih 🙏",5 bulan lalu,1
1334,Cosmos Harmond CRJ-6123 - Rice Cooker 0.6 L Mama Suka,5,proses pesanan cepat packaging aman 🙏semoga awet,5 bulan lalu,1
1335,Cosmos 12 LDA - Kipas Angin Meja 12 inch,5,baguuuuus.  kipasnya gede warnanya hitam elegan.  dan kenceng kipasnya.  udara panas banget kipas ini beneran penyelamat.  udah gitu tgl 22 malem tgl 24 udah sampe pake kargo. . .  ,5 bulan lalu,1
1336,COSMOS RICE COOKER  NON STICK CRJ 3012 B candy series ,5,bagus barangnya . oke lah sip . cuman pengirimannya lama nyampenya,5 bulan lalu,1
1337,Hand Mixer COSMIC CM-1259 (Cosmos Mixer with Container),5,"proses cepat,  paket sampai tujuan dengan aman. 
barang berfungsi normal.  terimakasih!",6 bulan lalu,1
1338,Cosmos 16-WFG - Wall Fan - 16 Inch,5,"top 💪
yg laen bengbeng",6 bulan lalu,1
1339,Cosmos CRJ-1001 N - Rice Cooker 0.6 L,5,"packing aman,  barang berfungsi dengan baik. . ",6 bulan lalu,1
1340,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,5,aman dan amanah.  keep it up.  terima kasih,6 bulan lalu,1
1341,Cosmos CRJ-3126 - Rice Cooker 1.8 L (Low Watt),5,nasi matang merata 👍 nasinya tahan lama 🍚 gampang dibersihkan garansi terjamin mutu terjamin sni penjualnya ramah banget ringan tapi kokoh packaging aman 🙏 proses pesa. . .  ,6 bulan lalu,1
1342,Cosmos 16 SBI - Kipas Angin 2in1 16 inch (Stand & Desk),5,sippp,6 bulan lalu,1
1343,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,ok terimakasih . . ,6 bulan lalu,1
1344,Cosmos Rice Cooker Non Stick CRJ-5508 BC - 2.5L,5,"barang oke,  tp pngiriman ampun2,  pakai instan tp hampir aja dkirimnya bsk nya,  tp alhamdulillah bs dkirim per hr itu juga",6 bulan lalu,1
1345,COSMOS RICE COOKER  NON STICK CRJ 3012 B candy series ,4,"nasi matang merata,  anti lengket bener,  tp baru 2 kali dipake lampu indikator warm nya mati dan saat ngambil nasi pannya gerak² jadi harus dipegangin pinggirannya,  over a. . .  ",6 bulan lalu,1
1346,Cosmos Harmond CRJ-6601Mama Suka,5,nasi matang merata 👍 nasinya tahan lama 🍚 mutu terjamin sni gampang dibersihkan,6 bulan lalu,1
1347,Cosmos CRJ-3307 CGMBORI,5,nasi matang merata 👍 nasinya tahan lama 🍚 gampang dibersihkan mutu terjamin sni,6 bulan lalu,1
1348,Cosmos Rice Cooker Stainless steel CRJ 9368 2l,5,"barangnya sesuai deskripsi. .  sudah dicoba dan hasilnya ok,  rasa nasinya tidak berubah",6 bulan lalu,1
1349,Cosmos COTG-550 - Tritan Bottle 570 ml - Tosca,5,"pesen tosca datang ungu ,  ga masalah sih yg penting barang nyampe aman",6 bulan lalu,1
1350,Cosmos CFP 26 R TB Krips,5,material produk bagus kualitas produk bagus produk original ukuran produk sesuai,6 bulan lalu,1
1351,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,"berfungsi dengan baik ,  pengiriman cepat dan aman dengan menggunakan buble wrap , ulasan lain nanti lagi saya akan ulas",6 bulan lalu,1
1352,Cosmos CB-282 G - Blender 2 L,5,"barang sesuai seperti di photo lengkap pengirimannya cepat,  semoga tahan lama",6 bulan lalu,1
1353,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,4,murnya kurang yg panjang jd harus beli sendiri di toko,6 bulan lalu,1
1354,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,mantap,6 bulan lalu,1
1355,Cosmos CM-1679 - Hand Mixer,1,"boydy barangnya kusam tidak mengkilat sperti barang baru,  entahlah. . .  kya sering kegesek2 pemakaian lama",6 bulan lalu,1
1356,Cosmos CB-282 P - Blender 2 L,5,pengiriman cepat. . d packing rapi,6 bulan lalu,1
1357,Cosmos 12 CWF - Kipas Angin Dinding 12 inch,5,ok,6 bulan lalu,1
1358,Cosmos Setrika Ceramic Sole Plate CI-3150 C,5,terbaiklah nyetrika jadi cept hanya saja berat jadi pegelnya berasa belakangan yahhh drpd pegel kelamaan nyetrika,6 bulan lalu,1
1359,Cosmos CRJ-1031 - Rice Cooker 0.3 L Mama Suka,5,nasi matang merata 👍 gampang dibersihkan nasinya tahan lama 🍚 mutu terjamin sni ringan tapi kokoh garansi terjamin penjualnya ramah banget packaging aman 🙏 proses pesa. . .  ,6 bulan lalu,1
1360,Cosmos CFP 18 R - Frying Pan 18 cm - TBKRIPS,5,material produk bagus kualitas produk bagus produk original,6 bulan lalu,1
1361,Cosmos CRJ-3307 GMBORI,5,nasi matang merata 👍 nasinya tahan lama 🍚 gampang dibersihkan mutu terjamin sni garansi terjamin ringan tapi kokoh packaging rapi packaging aman 🙏 penjualnya ramah ban. . .  ,6 bulan lalu,1
1362,Cosmos Setrika Ceramic Sole Plate CI-3150 C,5,sesuai pesanan 🙏🙏,6 bulan lalu,1
1363,Cosmos CRJ-1031 - Mini Portable Digital Rice Cooker 0.3 L,5,sesuai pesanan 🙏🙏,6 bulan lalu,1
1364,Cosmos Setrika Listrik CI-3110 C,5,barang sampai dalam kondisi baik.  enak banget digunakannya.  enteng.  licin.  recomended 👍,6 bulan lalu,1
1365,Cosmos CI-318 - Electric Iron (Non Stick Soleplate),5,"harga bersaing. . .  response kilat. . kemasan pakai buble tebel. . . 
barang original. . .  cepet sampe. . . 

recomended seller !!",6 bulan lalu,1
1366,Cosmos Harmond CRJ-6288 - Rice Cooker 2 L (Red/Green/Blue),5,"original,  bergaransi,  dan berfungsi dgn baik 👍👍",6 bulan lalu,1
1367,Cosmos Blenz CB-801 Pink - Blender 1.5 L (Pink),5,berfungsi dengan baik,6 bulan lalu,1
1368,Cosmos 007-Pundi - Sarana Penyimpan Beras 7 Kg,5,ok,6 bulan lalu,1
1369,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,barang diterima dengan baik.  packing aman dan sesuai deskripsi.  semoga awet seterusnya.  thanks,6 bulan lalu,1
1370,"Cosmos CWD-5603 - Dispenser Hot, Fresh & Cold",5,"sesuai harapan,  pengiriman cepat,  fungsi berjalan baik. ",6 bulan lalu,1
1371,COSMOS RICE COOKER  NON STICK CRJ 3012 B candy series ,5,"sesuai harapan 
bagus banget ni,  udah d coba masak nasi matangnya sempurna,  terus ga lengket juga👍🏼 
mantap pokoknya",6 bulan lalu,1
1372,Cosmos Setrika Non Stick Soleplate CI-3120 N,5,setrikanya ringan & ada garansi 1 tahun,6 bulan lalu,1
1373,Cosmos CB-282 P - Blender 2 LJELLY STAR,5,"sesuai dg pesanan
pengiriman cepat sesuai estimasi
semoga awet ya cosmos",6 bulan lalu,1
1374,Cosmos CWD-1060 - Mini Portable Dispenser (Hot&Fresh),5,"barang sesuai dg ekspektasi,  berfungsi dg baik,  pengiriman cepat",6 bulan lalu,1
1375,Cosmos CB-282 P - Blender 2 LJELLY STAR,5,pisaunya tajam 👍 gampang dipakai proses pesanan cepat,6 bulan lalu,1
1376,Cosmos CRJ-1001 N - Rice Cooker 0.6 L,5,barang nya bagus dan packing nya ok banget. ,6 bulan lalu,1
1377,Cosmos Setrika Listrik CI-3110 C,5,mantap,6 bulan lalu,1
1378,Cosmos CRJ-101 N - Rice Cooker 0.6 L,5,"barang ori,  cpt dikrm",6 bulan lalu,1
1379,Cosmos CB-631 HB - 3in1 Hand Blender 500 ml,4,"barang ori,  bubble wrap tebal,  sampai rumah bener bener cepet",6 bulan lalu,1
1380,Cosmos Harmond CRJ-6031 N- Rice Cooker 2 L,3,"pengirimannya mungkin yg harus di perbaiki,  soalnya telat parah",6 bulan lalu,1
1381,Cosmos Food Processor FP-323 KUBA NEW PRODUK,5,"paket dipacking rapi dan aman pake bubble,  berfungsi dengan baik,  sesuai ekspektasi,  terima kasih seller",6 bulan lalu,1
1382,Cosmos Rice Cooker Non Stick CRJ-8228 W - 2.0L,5,cepat sampai packing aman,6 bulan lalu,1
1383,Cosmos Rice Cooker Harmond CRJ-6028 G - 1.2L,5,packing mantap buble wrap aman,6 bulan lalu,1
1384,Cosmos CRJ-3306 - Rice Cooker 1.8 L (Low Watt),5,"bagus,  mantap. ",6 bulan lalu,1
1385,COSMOS RICE COOKER  NON STICK CRJ 3012 B candy series ,5,"barang ok,   respon penjualnya top packaging rapi ringan tapi kokoh",6 bulan lalu,1
1386,Cosmos CB-282 G - Blender 2 L,5,mantap,6 bulan lalu,1
1387,Cosmos Rice Cooker Harmond CRJ-6028 G - 1.2L,5,"proses lancar,  packing aman di bubblewrap 👍",6 bulan lalu,1
1388,Cosmos 16 SKM - Kipas Angin Berdiri 16 inch,5,"cepat sampai,  proses cepat,  barang bagus",6 bulan lalu,1
1389,Cosmos Rice Cooker Stainless steel CRJ 9368 2l,2,"pengiriman sdh bayar next day,  aktualnya 3 hari",6 bulan lalu,1
1390,Cosmos Standing  Fan 16 SAE  ( 16 INCH),5,kenapa pesan dikirimnya 24 jam kemudian yaak?,7 bulan lalu,1
1391,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,5,kualitas bagus sudah di coba 👍🏻,7 bulan lalu,1
1392,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Koala,5,alhamdulillah barang bagus,7 bulan lalu,1
1393,Cosmos Trinity CB-190 - Blender 1.5 L,5,good,7 bulan lalu,1
1394,Cosmos Blenz CB-802 - Blender 1.2 L,5,barang bagus . . . .  semoga awet . . . . ,7 bulan lalu,1
1395,Cosmos CRJ-323SWG - Rice Cooker 1.8 L (Low Watt),3,sendok nasi tidak bisa masuk kaitannya tidak sesuai,7 bulan lalu,1
1396,Cosmos CO-9918 - Oven 18 L,4,"barangnya original 👍 packaging rapi proses pesanan cepat desainnya elegan ✨ gampang dipakai,  tapi panasnya kurang mantap ya",7 bulan lalu,1
1397,Cosmos 16-SDB - Kipas Angin / Stand Fan 16 inch,5,"barang original dan bagus bgt
sangat puas",7 bulan lalu,1
1398,Cosmos Setrika Uap Ceramic Soleplate CI-4910 C,5,"pengirimannya sangat cepat,  baru beli kemarin. .  hari ini sdh sampai barangnya.  kualitas barang jg oke. . ",7 bulan lalu,1
1399,Cosmos ELECTRIC FAN WIF-1803 PSR,5,packaging rapi & aman produk sesuai deskripsi kualitas produk bagus,7 bulan lalu,1
1400,Cosmos Setrika Listrik CI-3110 C,5,sesuai deskripsi. . packing aman,7 bulan lalu,1
1401,Cosmos ELECTRIC FAN WIF-1803 S,5,baranf ori dan aman 👍🏻,7 bulan lalu,1
1402,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Koala,5,"barang ori ,  bagus",7 bulan lalu,1
1403,Cosmos Setrika Non Stick Soleplate CI-3120 N,5,. . . . ,7 bulan lalu,1
1404,Cosmos ELECTRIC FAN WIF-1803 PSR,5,packaging rapi & aman,7 bulan lalu,1
1405,Cosmos 12-DWF - Kipas Angin / Wall Fan 12 inch,5,mantap,7 bulan lalu,1
1406,Cosmos 16-WFG - Wall Fan - 16 Inch,5,kipas berfungsi dengan baik. ,7 bulan lalu,1
1407,Cosmos 16-WFG - Wall Fan - 16 Inch,3,"pesan pake instan, dikirimnya besok,  dan lama pula, percuma pake instan kalo gini",7 bulan lalu,1
1408,Cosmos 16 WFO - Kipas Angin Dinding 16 inch,5,mantabs. . .  anginnya kencang 👍,7 bulan lalu,1
1409,Cosmos CRJ-3255 free gimmick,5,nasi matang merata 👍,7 bulan lalu,1
1410,Cosmos Rice Cooker Non Stick CRJ-8228 W - 2.0L,5,"bagus,  desain bagus,  memasak dengan sempurna",7 bulan lalu,1
1411,Cosmos Setrika Non Stick Soleplate CI-3130 N,3,proses lama,7 bulan lalu,1
1412,Cosmos CGS-123 P BROWN - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,5,mantep,7 bulan lalu,1
1413,Cosmos 12-DAR N ONY - Kipas Angin Meja 12 inch,5,"proses cepet barang nggak ada kendala, terima kasih",7 bulan lalu,1
1414,Cosmos 16-WFG - Wall Fan - 16 Inch,5,mantab,7 bulan lalu,1
1415,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Kucing(Cat),5,"alhamdulillah barang sampai tepat waktu,  packing aman lapis bubble wrap. . 
terima kasih",7 bulan lalu,1
1416,Cosmos CFP 20 R - Frying Pan 20 cm - Non Stick Royale,5,barang sudah di terima dg baik. . ,7 bulan lalu,1
1417,Cosmos Harmond CRJ-6601 - Rice Cooker 0.8 L (Black/White),5,barang ori. . . blm di coba seh krn msh pake yg lama semoga awet,7 bulan lalu,1
1418,Hand Mixer COSMIC CM-1259 (Cosmos Mixer with Container),4,barangnya original 👍,7 bulan lalu,1
1419,Cosmos Ketel Listrik CTL-618N -1.2L,5,produk sesuai pesanan dan berfungsi dg baik tp sayang tutupnya agak longgar. ,7 bulan lalu,1
1420,Cosmos CM-1679 - Hand Mixer,5,mantap barang sampai dengan aman,7 bulan lalu,1
1421,Cosmos Rice Cooker Stainless steel CRJ 9368  2l,5,bagus banget,7 bulan lalu,1
1422,Cosmos 12-BFE ONY - Box Fan 12 inch with Mosquito Repellent,3,belum ada sebulan udah mati aja,8 bulan lalu,1
1423,Cosmos CB-171 P - Blender 1 L,5,asli bagus banget. . .  murah dan packing nya aman sekali next order lagi. .  makasih seller,8 bulan lalu,1
1424,Cosmos 16 SBI - Kipas Angin 2in1 16 inch (Stand & Desk),5,belum coba.  semoga ok,8 bulan lalu,1
1425,Cosmos 16-WFG - Wall Fan - 16 Inch,5,semoga awet dan baik terus,8 bulan lalu,1
1426,Cosmos CB-281 P - Blender 2 L,5,"pengiriman ok dan murah,  makasi ya sorry foto beda tpi ok kok",8 bulan lalu,1
1427,Cosmos CB-171 P - Blender 1 L,5,blender nya baguss.  beefungsi dengan baik.  udah lama sih belinya  tapi baru buat review an nya,8 bulan lalu,1
1428,Cosmos 16-XDC - Ilmukelapa,5,"admin responsif dan,  barang datang lengkap,  kondisi jg ok",8 bulan lalu,1
1429,Cosmos CB-281 P - Blender 2 L,5,"sesuai deskripsi,  dan mudah dioperasikan.  tanks",8 bulan lalu,1
1430,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,5,"alhamdulillah. 
mantabs. . . 
terima kasih juragan 🙏",8 bulan lalu,1
1431,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Kucing(Cat),5,sesuai & semoga awet 👍👍,8 bulan lalu,1
1432,Cosmos CRJ-101 N - Rice Cooker 0.6 L,5,packagingnya rapih dan brgnya smpai dgn aman walau ada sedikit penyok (ga trlalu keliatan).  sdh lgsg dicoba dan sejauh ini rice cooker berfungsi dgn baik 👍👍,8 bulan lalu,1
1433,Cosmos CTL-211 - Ketel Elektrik 0.8 L,5,mantapppp,8 bulan lalu,1
1434,Cosmos CB-171 P - Blender 1 L,5,"terima kasih sebelumnya,  barang telah tiba dengan baik dan kurir semoga di karuniai sehat dan rezeki yang banyak. . . amin",8 bulan lalu,1
1435,"Cosmos 16-S088 - Kipas Angin / Fan 3in1 16 inch (Wall, Desk, Stand)",1,"pelayanan tidak sesuai tulisan di gambar (tentang manfaat belanja di official store). 
pakai jasa instan,  belanja 06. 44 jam 17. 00 kurang dikit barang baru nyampe (instan r. . .  ",8 bulan lalu,1
1436,"Cosmos WADESTA 16-S033 ONY - Kipas Angin 3in1-16 inch Wall,Desk,Stand",5,barang original semua berfungsi dengan baik mudah mudahan awet ya,8 bulan lalu,1
1437,Cosmos Harmond CRJ-6023 N - Rice Cooker 2 L,5,"barang original,  kualitas mantap,  respon seller oke,  barang mendarat dengan aman",8 bulan lalu,1
1438,Cosmos Rice Cooker Harmond CRJ-6028 V - 1.2L,5,nasinya tahan lama 🍚 nasi matang merata 👍,8 bulan lalu,1
1439,"Cosmos 16-S088 - Kipas Angin / Fan 3in1 16 inch (Wall, Desk, Stand)",5,"sampai tujuan dengan selamat 👍
pasang nya juga mudah 👍
the best 👍",8 bulan lalu,1
1440,Cosmos CB-281 G - Blender 2 L,5,barang ok sesuai deskripsi dan kokoh,8 bulan lalu,1
