,Unnamed: 0,Produk,Rating,Ulasan,Tanggal,label,Cleaning
1150,1223,Cosmos ELECTRIC FAN WIF-1803 S,5,"double bearing jadi suaranya halus banget,  angin menyebar rata dan body kelihatannya kokoh terimakasih",4 bulan lalu,1,double bearing jadi suaranya halus banget angin menyebar rata dan body kelihatannya kokoh terimakasih
1151,1224,Cosmos ELECTRIC FAN WIF-1803 PS,4,"ada 1 baut yang aus,  namun secara keseluruhan sesuai ekspetasi",4 bulan lalu,1,ada baut yang aus namun secara keseluruhan sesuai ekspetasi
1152,1225,Cosmos CB-282 G Jelly star,5,"paket aman,  performa mantapp",4 bulan lalu,1,paket aman performa mantapp
1153,1226,Cosmos CB-281 G - Blender 2 L,1,"pengiriman lama,  saya pesan pengiriman instant tapi tdk dikirim di hari yg sama,  besoknya harus nyinyir follow up dan dikirim sore nya.  kalau mau beli dengan pengiriman i. . .  ",4 bulan lalu,1,pengiriman lama saya pesan pengiriman instant tapi tdk dikirim di hari yg sama besoknya harus nyinyir follow up dan dikirim sore nya kalau mau beli dengan pengiriman
1154,1227,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,packing rapih sukses selalu,4 bulan lalu,1,packing rapih sukses selalu
1155,1228,Cosmos 12-DAR N ONY - Kipas Angin Meja 12 inch,5,"barangnya ori,  packingnya rapi teratur,  barang sesuai pesanan,  pemasangan kipas cukup mudah.  terima kasih cosmos 😊😁👍",4 bulan lalu,1,barangnya ori packingnya rapi teratur barang sesuai pesanan pemasangan kipas cukup mudah terima kasih cosmos
1156,1229,Cosmos 16-SN ONY - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),5,"barang sesuai,  ori. . . packingan rapi. . . tapi sayang pegirimannya nyasar2 lama. . . 2 minggu baru sampe. . . dah lah gitu aja. . . ",4 bulan lalu,1,barang sesuai ori packingan rapi tapi sayang pegirimannya nyasar lama minggu baru sampe dah lah gitu aja
1157,1230,Cosmos CGS-123 P BROWN - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,5,puasss. .  barang mantap. . api bagus. . simple. . aman. . cepat sampai pakai grab fast,4 bulan lalu,1,puasss barang mantap api bagus simple aman cepat sampai pakai grab fast
1158,1231,COSMOS RICE COOKER  NON STICK CRJ 3012 B candy series ,5,"terima kasih, sesuai gambar suka banget sm warnanya
terima kasid",4 bulan lalu,1,terima kasih sesuai gambar suka banget sm warnanya terima kasid
1159,1232,"Cosmos WADESTA 16-S033 ONY - Kipas Angin 3in1-16 inch Wall,Desk,Stand",5,"barangnya dikemas rapi,  alasnya kokoh dan lumayan berat,  instalasinya mudah,  berfungsi dengan baik,  semoga awet ☺👍",4 bulan lalu,1,barangnya dikemas rapi alasnya kokoh dan lumayan berat instalasinya mudah berfungsi dengan baik semoga awet
1160,1233,Cosmos Blenz CB-802 - Blender 1.2 L,5,"pengiriman cepat,  barang sudag digunakan dan baik",4 bulan lalu,1,pengiriman cepat barang sudag digunakan dan baik
1161,1234,Cosmos Marble CFP-18 MB F - Non Stick Frypan 18 cm,4,lama dikirim,4 bulan lalu,1,lama dikirim
1162,1235,Cosmos CB-282 G Jelly star,5,pisaunya tajam 👍 nggak cepat berbau packaging aman 🙏,4 bulan lalu,1,pisaunya tajam nggak cepat berbau packaging aman
1163,1236,Cosmos CRJ-101 N - Rice Cooker 0.6 L,5,semoga barangnya awet dan tahan lama ya,4 bulan lalu,1,semoga barangnya awet dan tahan lama ya
1164,1237,Cosmos Blender CB-502 APC jelly star,5,"respon admin memuaskan,  pengiriman juga ok,  barang sampai juga dengan selamat,  produk juga top markotop",4 bulan lalu,1,respon admin memuaskan pengiriman juga ok barang sampai juga dengan selamat produk juga top markotop
1165,1238,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),5,bagus dan kokoh,4 bulan lalu,1,bagus dan kokoh
1166,1239,Cosmos On The Go CB-522 - Personal Blender,5,"kereeeen,  bekerja dengan baik",4 bulan lalu,1,kereeeen bekerja dengan baik
1167,1240,Cosmos ELECTRIC FAN WIF-1803 PSR,5,"packaging rapi & aman
barangnya bekerja dengan baik produk sesuai deskripsi kualitas produk bagus",4 bulan lalu,1,packaging rapi aman barangnya bekerja dengan baik produk sesuai deskripsi kualitas produk bagus
1168,1241,Cosmos 9-LDA TWINO - Kipas Angin 2in1 - 9 inch (Desk & Wall),5,barang sudah diterima dgn baik,4 bulan lalu,1,barang sudah diterima dgn baik
1169,1242,Cosmos FP-300 - Food Processor 300 ml,4,proses dan pengiriman barang lama banget,4 bulan lalu,1,proses dan pengiriman barang lama banget
1170,1243,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,"bergaransi,  pengiriman barang full bubble wrap,  murah dan ringan.  saat saya coba pertama kali anginnya kencang.  kekurangannya hanya pengatur kecepatan yang harus diputar. . .  ",4 bulan lalu,1,bergaransi pengiriman barang full bubble wrap murah dan ringan saat saya coba pertama kali anginnya kencang kekurangannya hanya pengatur kecepatan yang harus diputar
1171,1244,Cosmos Setrika Non Stick Soleplate CI-3120 N,5,setrika cepat panas,4 bulan lalu,1,setrika cepat panas
1172,1245,Cosmos CRJ-101 N - Rice Cooker 0.6 L,3,"didalam atas rice cookernya udh beda dengan yg lama gada tutup yg bisa dicopot untuk dicuci jadinya atasan rice cooker cepat berkeringat dan nasi jadi cepat kering. 

kala. . .  ",4 bulan lalu,1,didalam atas rice cookernya udh beda dengan yg lama gada tutup yg bisa dicopot untuk dicuci jadinya atasan rice cooker cepat berkeringat dan nasi jadi cepat kering kala
1173,1246,Cosmos CIS-418 - Setrika Listrik,3,"1.  pengiriman lama
2.  kualitas barang sedikiit bermasalah.  setrika dalam kondisi biasa saat dinyalakan lampu penunjuk untuk nilon tidak menyala.  menyala saat di sutera.  i. . .  ",4 bulan lalu,1,pengiriman lama kualitas barang sedikiit bermasalah setrika dalam kondisi biasa saat dinyalakan lampu penunjuk untuk nilon tidak menyala menyala saat di sutera
1174,1247,Cosmos CB-282 P - Blender 2 L,4,"kurir anter aja sangat lambat,  tidak rekomen",4 bulan lalu,1,kurir anter aja sangat lambat tidak rekomen
1175,1248,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),5,terimakasih,4 bulan lalu,1,terimakasih
1176,1249,Cosmos CB-282 P - Blender 2 L,5,"fast respon,  packing rapi.  barang sesuai gambar. ",4 bulan lalu,1,fast respon packing rapi barang sesuai gambar
1177,1250,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),5,mantap,4 bulan lalu,1,mantap
1178,1251,Cosmos TIF-2001 s - Kipas Angin / Stand Fan 20 Inch,5,barang sesuai pesanan.  packing aman.  isi lengkap.  makasih ya,4 bulan lalu,1,barang sesuai pesanan packing aman isi lengkap makasih ya
1179,1252,Cosmos Blenz CB-832PC - Blender 2 L,5,"blum di coba sih,  tapi  garansi terjamin packaging aman 🙏 packaging rapi respon penjualnya top.  semoga berfungsi baik & awet",4 bulan lalu,1,blum di coba sih tapi garansi terjamin packaging aman packaging rapi respon penjualnya top semoga berfungsi baik awet
1180,1253,Wall Fan Cosmos WBF1804,5,brg sdh smpi,4 bulan lalu,1,brg sdh smpi
1181,1254,Cosmos Harmond CRJ-6601 - Rice Cooker 0.8 L (Black/White),3,"pengiriman oke,  cuman waktu itu pas dateng tutupnya gabisa nutup rapet. .  terus dibawa ke customer service ternyata proses claimnya ribet juga.  jadi gak kepake deh barangn. . .  ",4 bulan lalu,1,pengiriman oke cuman waktu itu pas dateng tutupnya gabisa nutup rapet terus dibawa ke customer service ternyata proses claimnya ribet juga jadi gak kepake deh barangn
1182,1255,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),5,"aman,  berfungsi dengan baik 👍",4 bulan lalu,1,aman berfungsi dengan baik
1183,1256,Cosmos ELECTRIC FAN WIF-1803 PS,5,"barang oke,  kokoh,  packaging rapi & aman produk sesuai deskripsi kualitas produk bagus.  cuma role pengiriman tidak terdeteksi,  jadi was2 barang dikirim atau tidak. ",4 bulan lalu,1,barang oke kokoh packaging rapi aman produk sesuai deskripsi kualitas produk bagus cuma role pengiriman tidak terdeteksi jadi was barang dikirim atau tidak
1184,1257,Cosmos Setrika Non Stick Soleplate CI-3130 N,5,"barang ok,  mudah2an awet dipakai",4 bulan lalu,1,barang ok mudahan awet dipakai
1185,1258,Cosmos CRJ-1031 - Rice Cooker 0.3 L Mama Suka,5,"barangnya ok,  mudah2an awet dipakai",4 bulan lalu,1,barangnya ok mudahan awet dipakai
1186,1259,Cosmos CGC-121 P N - Kompor Gas Portable 0.95 Kg 1 Tungku NEW,5,barang sesuai. packaging aman. recomanded,4 bulan lalu,1,barang sesuai packaging aman recomanded
1187,1260,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),5,pengiriman cepat produk berfungsi dengan baik,4 bulan lalu,1,pengiriman cepat produk berfungsi dengan baik
1188,1261,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),5,pengiriman cepat produk sesuai dan berfungsi dengan baik,4 bulan lalu,1,pengiriman cepat produk sesuai dan berfungsi dengan baik
1189,1262,COSMOS RICE COOKER  NON STICK CRJ 3012 O candy series ,5,"nasi matang merata,  gampang di cucinya krn ga lrngket",4 bulan lalu,1,nasi matang merata gampang di cucinya krn ga lrngket
1190,1263,Cosmos CB-282 P - Blender 2 L,5,"barang bagus,  dan rekomended tokonya",4 bulan lalu,1,barang bagus dan rekomended tokonya
1191,1264,Cosmos Harmond CRJ-6023 N MAMASUKA,5,keren abis. . .  terimakasih,4 bulan lalu,1,keren abis terimakasih
1192,1265,Cosmos 12-DAR N ONY - Kipas Angin Meja 12 inch,5,barang sesuai poko ny bagus,4 bulan lalu,1,barang sesuai poko ny bagus
1193,1266,Cosmos CB-282 P - Blender 2 L,5,barang bagus normal semua namun tutupnya tidak sesuai permintaan yng dikirimkan berbeda minta tutup gelas warna biru dikirim putih,4 bulan lalu,1,barang bagus normal semua namun tutupnya tidak sesuai permintaan yng dikirimkan berbeda minta tutup gelas warna biru dikirim putih
1194,1267,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,"barang bagus dan original.  kokoh,  anginnya adem",4 bulan lalu,1,barang bagus dan original kokoh anginnya adem
1195,1268,Cosmos FP-313 - Food Processor 1.2 L,5,mantap berfungsi,4 bulan lalu,1,mantap berfungsi
1196,1269,Kipas Angin 12-PDB Electric Fan Twino (Meja dan Dinding),2,"maaf mau info terkait pengiriman harusnya tanggal 24 sept tiba sesuai estimasi pengiriman,  tapi barang sampai di tanggal 25 sept. 

untuk kelengkapan barang ada item yang. . .  ",4 bulan lalu,1,maaf mau info terkait pengiriman harusnya tanggal sept tiba sesuai estimasi pengiriman tapi barang sampai di tanggal sept untuk kelengkapan barang ada item yang
1197,1270,WADESTA BESI SIF-1804 S,5,rekomended,4 bulan lalu,1,rekomended
1198,1271,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,sesuai deskripsi,4 bulan lalu,1,sesuai deskripsi
1199,1273,Cosmos NEW AIR FRYER CAF-6603,5,"pengiriman sesuai estimasi
barang sesuai deskripsi",4 bulan lalu,1,pengiriman sesuai estimasi barang sesuai deskripsi
1200,1274,Cosmos Food Processor FP-323 KUBA NEW PRODUK,5,pengiriman cepat.  bagus barangnya,4 bulan lalu,1,pengiriman cepat bagus barangnya
1201,1275,Cosmos CRJ-1031 - Rice Cooker 0.3 L Mama Suka,5,"barang sesuai dan packing rapih .  semoga awet ,  terimakasih",4 bulan lalu,1,barang sesuai dan packing rapih semoga awet terimakasih
1202,1276,Cosmos CB-631 HB - 3in1 Hand Blender 500 ml,5,bareng mendarat dengan aman.  cocok sebagai hadiah,4 bulan lalu,1,bareng mendarat dengan aman cocok sebagai hadiah
1203,1277,Cosmos NEW AIR FRYER CAF-6603,5,minus capitan nya padahal di gambar ada,4 bulan lalu,1,minus capitan nya padahal di gambar ada
1204,1278,Cosmos TIF-2001 s - Kipas Angin / Stand Fan 20 Inch,5,"alhamdulillah, berfungsi dgn baik, terimakasih",4 bulan lalu,1,alhamdulillah berfungsi dgn baik terimakasih
1205,1279,Cosmos NEW AIR FRYER CAF-6603,5,pesanan sudah diterima dengan kondisi baik. . sudah dicoba buat masak ikan dan toast roti. . semoga awet. . terima kasih 🙏🏻☺️,4 bulan lalu,1,pesanan sudah diterima dengan kondisi baik sudah dicoba buat masak ikan dan toast roti semoga awet terima kasih
1206,1280,Cosmos Food Processor FP-323 KUBA NEW PRODUK,5,barang sesuai dan bagus,5 bulan lalu,1,barang sesuai dan bagus
1207,1281,Cosmos CRJ-3126 - Rice Cooker 1.8 L (Low Watt),5,proses pesanan cepat packaging aman 🙏,5 bulan lalu,1,proses pesanan cepat packaging aman
1208,1282,COSMOS RICE COOKER  NON STICK CRJ 3012 O candy series ,5,nasi matang merata 👍 nasinya tahan lama 🍚 packaging rapi packaging aman 🙏,5 bulan lalu,1,nasi matang merata nasinya tahan lama packaging rapi packaging aman
1209,1283,Cosmos CIS-428 - Setrika Listrik,5,"barang sesuai deskripsi,  cepet sampai juga. ",5 bulan lalu,1,barang sesuai deskripsi cepet sampai juga
1210,1284,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,"semua ok,  kecuali kabel yang agak pendek. ",5 bulan lalu,1,semua ok kecuali kabel yang agak pendek
1211,1285,Cosmos FP-300 - Food Processor 300 ml,5,paketnya udah nyampe sesuai deskripsi maaf baru di bahas terimakasih sellernya kurirnya 🙏🙏,5 bulan lalu,1,paketnya udah nyampe sesuai deskripsi maaf baru di bahas terimakasih sellernya kurirnya
1212,1286,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Koala,5,"barang yang dikirim sesuai,  waktu pengiriman sesuai,  packaging baik,  kondisi barang baik. ",5 bulan lalu,1,barang yang dikirim sesuai waktu pengiriman sesuai packaging baik kondisi barang baik
1213,1287,Cosmos Harmond CRJ-6123 - Rice Cooker 0.6 L,5,"barang yang dikirim sesuai,  waktu pengiriman sesuai,  packaging baik,  kondisi barang baik. ",5 bulan lalu,1,barang yang dikirim sesuai waktu pengiriman sesuai packaging baik kondisi barang baik
1214,1288,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,mantap. . . lancar angin kenceg. . semoga awet,5 bulan lalu,1,mantap lancar angin kenceg semoga awet
1215,1289,Cosmos Standing  Fan 16 SAE  ( 16 INCH),5,mantap 👍👍👍,5 bulan lalu,1,mantap
1216,1290,Cosmos CGC-121 P N - Kompor Gas Portable 0.95 Kg 1 Tungku NEW,5,bentuknya imut.  gampang buat dibawa kemana aja.  cocok buat taro dikosan.  belum dicoba.  semoga ok semuanya.  thnx seller,5 bulan lalu,1,bentuknya imut gampang buat dibawa kemana aja cocok buat taro dikosan belum dicoba semoga ok semuanya thnx seller
1217,1291,Cosmos CRJ-3255 free gimmick,4,"semoga kualitasnya baik,  made in vietnam",5 bulan lalu,1,semoga kualitasnya baik made in vietnam
1218,1292,Cosmos 12-BFD - Kipas Angin / Box Fan 12 inch,5,"bagus.  speed 1 hening,  tapi angin ngalir.  semoga awet",5 bulan lalu,1,bagus speed hening tapi angin ngalir semoga awet
1219,1293,Cosmos Setrika Non Stick Soleplate CI-3120 N,5,"barang sesuai, pengiriman cepat, packing bagus",5 bulan lalu,1,barang sesuai pengiriman cepat packing bagus
1220,1294,Cosmos Setrika Non Stick Soleplate CI-3120 N,4,produk sih bagus. . . .  keren tapi sayang pengiriman agak lama. . . . ,5 bulan lalu,1,produk sih bagus keren tapi sayang pengiriman agak lama
1221,1295,Cosmos NEW AIR FRYER CAF-6603,2,katanya bonus capitan.  tapi ndak dapat.  kecewa sama cosmos,5 bulan lalu,1,katanya bonus capitan tapi ndak dapat kecewa sama cosmos
1222,1296,Cosmos Harmond CRJ-6601Mama Suka,4,"iyaa bener anti gores sih,  cuma ternyata lengket banget sulit.  cuma selebihnya keres siih",5 bulan lalu,1,iyaa bener anti gores sih cuma ternyata lengket banget sulit cuma selebihnya keres siih
1223,1297,Cosmos FP-313 - Food Processor 1.2 L,5,cosmosnya sdh diterima. . . mudah2n awet,5 bulan lalu,1,cosmosnya sdh diterima mudahn awet
1224,1298,Cosmos CB-171 P - Blender 1 L,5,buat hadiah. . yg dikasi suka sekali. . trims,5 bulan lalu,1,buat hadiah yg dikasi suka sekali trims
1225,1299,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,5,suka. .  dinyalain bareng pke ac ga jegleg.  utk kostan dgn daya 1300watt. ,5 bulan lalu,1,suka dinyalain bareng pke ac ga jegleg utk kostan dgn daya watt
1226,1300,Cosmos TIF-2001 s - Kipas Angin / Stand Fan 20 Inch,5,bla bla bla bla bla,5 bulan lalu,1,bla bla bla bla bla
1227,1301,Cosmos Setrika Listrik CI-3110 C,5,mantap . . . ,5 bulan lalu,1,mantap
1228,1302,Cosmos CGS-123 P BROWN - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,5,barang bagus mulus,5 bulan lalu,1,barang bagus mulus
1229,1303,Hand Mixer COSMIC CM-1259 (Cosmos Mixer with Container),5,barang yang dikirim lengkap barangnya original 👍,5 bulan lalu,1,barang yang dikirim lengkap barangnya original
1230,1304,Cosmos CRJ-8229 BSS - Rice Cooker 2 L (Tongolan Super),5,barang bagus harga oke respon pejual cepat,5 bulan lalu,1,barang bagus harga oke respon pejual cepat
1231,1305,Cosmos 16 WFO - Kipas Angin Dinding 16 inch,4,"kipas agak berisik dan kabel kurang panjang,  tapi secara keseluruhan lumayan lah",5 bulan lalu,1,kipas agak berisik dan kabel kurang panjang tapi secara keseluruhan lumayan lah
1232,1306,Cosmos Setrika Non Stick Soleplate CI-3120 N,5,makasih proses cepat. . rekomend,5 bulan lalu,1,makasih proses cepat rekomend
1233,1307,Cosmos Setrika Non Stick Soleplate CI-3120 N,5,"barang dikirim sesuai permintaan,  di coba  langsung berfungsi dengan baik",5 bulan lalu,1,barang dikirim sesuai permintaan di coba langsung berfungsi dengan baik
1234,1308,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,4,"hal yang menyebalkan membeli produk dari official store itu,  respon lambat dan pengirimannya lama. ",5 bulan lalu,1,hal yang menyebalkan membeli produk dari official store itu respon lambat dan pengirimannya lama
1235,1309,"Cosmos CWD-1150 P - Dispenser Hot, Extra Hot & Fresh",5,barang langsung digunakan panas berfungsi dengan baik,5 bulan lalu,1,barang langsung digunakan panas berfungsi dengan baik
1236,1310,"Cosmos WADESTA 16-S033 ONY - Kipas Angin 3in1-16 inch Wall,Desk,Stand",5,anginnya kenceng,5 bulan lalu,1,anginnya kenceng
1237,1311,Cosmos CRJ-3301 N - Rice Cooker 1.8 L,5,mantapp,5 bulan lalu,1,mantapp
1238,1312,Cosmos 12 DAR N - Kipas Angin Meja 12 inch,5,"official store jadi garansinya resmi; packaging baik,  tidak ada cacat; barang berfungsi sesuai spesifikasi dan respons seller/pengiriman cepat",5 bulan lalu,1,official store jadi garansinya resmi packaging baik tidak ada cacat barang berfungsi sesuai spesifikasi dan respons sellerpengiriman cepat
1239,1313,Cosmos CRJ-8229 WBS - Rice Cooker 2 L (Tongolan Super),5,"pengiriman cepat,  packing aman dan rapih.  barang bagus packaging aman 🙏 packaging rapi proses pesanan cepat",5 bulan lalu,1,pengiriman cepat packing aman dan rapih barang bagus packaging aman packaging rapi proses pesanan cepat
1240,1314,Cosmos Blenz CB-802 - Blender 1.2 L,5,berfungsi dengan baik 👍,5 bulan lalu,1,berfungsi dengan baik
1241,1315,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,oke,5 bulan lalu,1,oke
1242,1316,Cosmos CB-282 G - Blender 2 L,5,"respon penjual sangat cepat,  packaging rapih,  produk beroperasi dengan normal,  ada anti slipnya,  putaran nya sangat kuat,  recomended",5 bulan lalu,1,respon penjual sangat cepat packaging rapih produk beroperasi dengan normal ada anti slipnya putaran nya sangat kuat recomended
1243,1317,Cosmos CB-282 P - Blender 2 LJELLY STAR,4,packaging aman 🙏 respon penjualnya top,5 bulan lalu,1,packaging aman respon penjualnya top
1244,1318,Cosmos Harmond CRJ-6601Mama Suka,5,"packing rapi,  barang sesuai pesanan. 
kondisi baik cumq blm sempat coba. ",5 bulan lalu,1,packing rapi barang sesuai pesanan kondisi baik cumq blm sempat coba
1245,1319,Cosmos 12 CWF - Kipas Angin Dinding 12 inch,5,"materialnya mantap bgt,  keren designnya. ",5 bulan lalu,1,materialnya mantap bgt keren designnya
1246,1320,Cosmos CB-631 HB - 3in1 Hand Blender 500 ml,4,barang sudah diterima dalam keadaan bagus.  seller responsive meski saya rada kesal krn pengiriman terlambat harusnya sudah sampai dari tgl 30 baru sampai tgl 31 aug,5 bulan lalu,1,barang sudah diterima dalam keadaan bagus seller responsive meski saya rada kesal krn pengiriman terlambat harusnya sudah sampai dari tgl baru sampai tgl aug
1247,1321,Cosmos ELECTRIC FAN WIF-1803 S,5,kipas angin merek cosmos emang paling the best,5 bulan lalu,1,kipas angin merek cosmos emang paling the best
1248,1322,Cosmos Harmond CRJ-6601Mama Suka,4,untuk produk nya bagus. .  krn sdh lama pakai merk cosmos makanya beli yg merk yg sama. .  tapi pengirimannya agak lama karna nunggu antrian ya. .  smg lebih baik lagi pelayana. . .  ,5 bulan lalu,1,untuk produk nya bagus krn sdh lama pakai merk cosmos makanya beli yg merk yg sama tapi pengirimannya agak lama karna nunggu antrian ya smg lebih baik lagi pelayana
1249,1323,Cosmos CGC-121 P N - Kompor Gas Portable 0.95 Kg 1 Tungku NEW,5,"packing rapih dan aman, full bublewrap…

barang mulus dan nyala dengan baik",5 bulan lalu,1,packing rapih dan aman full bublewrap barang mulus dan nyala dengan baik
1250,1324,Cosmos Kipas Angin Besi 2 in 1 - 9-PDA,5,"alhamdulillah akhirnya sampai juga semoga awet,  anginnya mantap",5 bulan lalu,1,alhamdulillah akhirnya sampai juga semoga awet anginnya mantap
1251,1325,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,berjalan dengan baik.  terima kasih,5 bulan lalu,1,berjalan dengan baik terima kasih
1252,1326,Cosmos 16 SNQ - Kipas Angin 2in1 16 inch (Stand & Desk),5,ok,5 bulan lalu,1,ok
1253,1327,Cosmos 16 SBI - Kipas Angin 2in1 16 inch (Stand & Desk),5,ok,5 bulan lalu,1,ok
1254,1328,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),5,ok,5 bulan lalu,1,ok
1255,1329,Cosmos Blenz CB-812 PC - Blender 2 L (Goblet Plastik) Plus Choper,5,ok,5 bulan lalu,1,ok
1256,1330,Cosmos Setrika Uap Ceramic Soleplate CI-4910 C,2,bocor bocor.  bagian bawah.  netes air banyak kali. . . ,5 bulan lalu,1,bocor bocor bagian bawah netes air banyak kali
1257,1331,Cosmos Rice Cooker Stainless steel CRJ 9368 2l,4,"barang bagus ,  pengiriman doang lama pake banget",5 bulan lalu,1,barang bagus pengiriman doang lama pake banget
1258,1332,Cosmos Standing  Fan 16 SAE  ( 16 INCH),5,nempel di lantaiiiii,5 bulan lalu,1,nempel di lantaiiiii
1259,1333,Cosmos CRJ-8229 WRG - Rice Cooker 2 L (Tongolan Super),5,"paket mendarat dengan aman,  terima kasih 🙏",5 bulan lalu,1,paket mendarat dengan aman terima kasih
1260,1334,Cosmos Harmond CRJ-6123 - Rice Cooker 0.6 L Mama Suka,5,proses pesanan cepat packaging aman 🙏semoga awet,5 bulan lalu,1,proses pesanan cepat packaging aman semoga awet
1261,1335,Cosmos 12 LDA - Kipas Angin Meja 12 inch,5,baguuuuus.  kipasnya gede warnanya hitam elegan.  dan kenceng kipasnya.  udara panas banget kipas ini beneran penyelamat.  udah gitu tgl 22 malem tgl 24 udah sampe pake kargo. . .  ,5 bulan lalu,1,baguuuuus kipasnya gede warnanya hitam elegan dan kenceng kipasnya udara panas banget kipas ini beneran penyelamat udah gitu tgl malem tgl udah sampe pake kargo
1262,1336,COSMOS RICE COOKER  NON STICK CRJ 3012 B candy series ,5,bagus barangnya . oke lah sip . cuman pengirimannya lama nyampenya,5 bulan lalu,1,bagus barangnya oke lah sip cuman pengirimannya lama nyampenya
1263,1337,Hand Mixer COSMIC CM-1259 (Cosmos Mixer with Container),5,"proses cepat,  paket sampai tujuan dengan aman. 
barang berfungsi normal.  terimakasih!",6 bulan lalu,1,proses cepat paket sampai tujuan dengan aman barang berfungsi normal terimakasih
1264,1338,Cosmos 16-WFG - Wall Fan - 16 Inch,5,"top 💪
yg laen bengbeng",6 bulan lalu,1,top yg laen bengbeng
1265,1339,Cosmos CRJ-1001 N - Rice Cooker 0.6 L,5,"packing aman,  barang berfungsi dengan baik. . ",6 bulan lalu,1,packing aman barang berfungsi dengan baik
1266,1340,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,5,aman dan amanah.  keep it up.  terima kasih,6 bulan lalu,1,aman dan amanah keep it up terima kasih
1267,1341,Cosmos CRJ-3126 - Rice Cooker 1.8 L (Low Watt),5,nasi matang merata 👍 nasinya tahan lama 🍚 gampang dibersihkan garansi terjamin mutu terjamin sni penjualnya ramah banget ringan tapi kokoh packaging aman 🙏 proses pesa. . .  ,6 bulan lalu,1,nasi matang merata nasinya tahan lama gampang dibersihkan garansi terjamin mutu terjamin sni penjualnya ramah banget ringan tapi kokoh packaging aman proses pesa
1268,1342,Cosmos 16 SBI - Kipas Angin 2in1 16 inch (Stand & Desk),5,sippp,6 bulan lalu,1,sippp
1269,1343,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,ok terimakasih . . ,6 bulan lalu,1,ok terimakasih
1270,1344,Cosmos Rice Cooker Non Stick CRJ-5508 BC - 2.5L,5,"barang oke,  tp pngiriman ampun2,  pakai instan tp hampir aja dkirimnya bsk nya,  tp alhamdulillah bs dkirim per hr itu juga",6 bulan lalu,1,barang oke tp pngiriman ampun pakai instan tp hampir aja dkirimnya bsk nya tp alhamdulillah bs dkirim per hr itu juga
1271,1345,COSMOS RICE COOKER  NON STICK CRJ 3012 B candy series ,4,"nasi matang merata,  anti lengket bener,  tp baru 2 kali dipake lampu indikator warm nya mati dan saat ngambil nasi pannya gerak² jadi harus dipegangin pinggirannya,  over a. . .  ",6 bulan lalu,1,nasi matang merata anti lengket bener tp baru kali dipake lampu indikator warm nya mati dan saat ngambil nasi pannya gerak jadi harus dipegangin pinggirannya over
1272,1346,Cosmos Harmond CRJ-6601Mama Suka,5,nasi matang merata 👍 nasinya tahan lama 🍚 mutu terjamin sni gampang dibersihkan,6 bulan lalu,1,nasi matang merata nasinya tahan lama mutu terjamin sni gampang dibersihkan
1273,1347,Cosmos CRJ-3307 CGMBORI,5,nasi matang merata 👍 nasinya tahan lama 🍚 gampang dibersihkan mutu terjamin sni,6 bulan lalu,1,nasi matang merata nasinya tahan lama gampang dibersihkan mutu terjamin sni
1274,1348,Cosmos Rice Cooker Stainless steel CRJ 9368 2l,5,"barangnya sesuai deskripsi. .  sudah dicoba dan hasilnya ok,  rasa nasinya tidak berubah",6 bulan lalu,1,barangnya sesuai deskripsi sudah dicoba dan hasilnya ok rasa nasinya tidak berubah
1275,1349,Cosmos COTG-550 - Tritan Bottle 570 ml - Tosca,5,"pesen tosca datang ungu ,  ga masalah sih yg penting barang nyampe aman",6 bulan lalu,1,pesen tosca datang ungu ga masalah sih yg penting barang nyampe aman
1276,1350,Cosmos CFP 26 R TB Krips,5,material produk bagus kualitas produk bagus produk original ukuran produk sesuai,6 bulan lalu,1,material produk bagus kualitas produk bagus produk original ukuran produk sesuai
