Nama Pengguna,Produk,Rating,Ulasan,Tanggal
R***r,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,"Barang sudah diterima dalam kondisi baik.

Tombol-tombol & pintu bagian galonnya juga berfungsi dengan baik.

Mungkin sedikit catetan aja buat calon pembeli yang lain... ",4 bulan lalu
Shinta,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Thanks produk mendarat baik packing aman n authentic original terjamin mantabz lanjutkanz..
Thanks mas kurir toko sanken official store komunikatif n informatif semangatz... ",4 bulan lalu
akmar,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"barang original, ada garansinya juga semua normal berfungsi dengan baik .",4 bulan lalu
Joseph,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 2,barang baru sampai,4 bulan lalu
Y***s,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 3,NB : QC nya harap diperhatikan banyak penyok di bagian dalam. kerdus tidak ada yg rusak..,4 bulan lalu
H***m,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 4,"alhamdulillah barakallahufiik barang bagus, compact dan berfungsi baik. namun pengiriman lama",4 bulan lalu
Zikry,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,"Sudah sampai pengiriman ke depok, sudah di unboxing dan digunakan untuk support kebutuhan air keluarga tiap hari. 

First impression dari saya, untuk harga hampir 2 jt in... ",4 bulan lalu
Aditya,Sanken HWD-C533IC Dispenser Bottom Loading,bintang 5,"Produk sesuai pesanan, pengiriman cepat, packing aman, kualitas produk oke  produk berfungsi dengan baik, semoga awet.",4 bulan lalu
Suryadi,Sanken Showcase SRS-50R6 Minibar Mini Bar Kulkas Hotel Portable,bintang 1,"Showcase nya gak dingin.. 2 hari taro minuman ga dingin2, nanya seller jg ga dijawab..!!!",4 bulan lalu
m***o,Sanken SJ-3030BK Magic Com 2L - Black,bintang 5,👍👍👍,4 bulan lalu
Elsa,Sanken Kulkas 1 Pintu 170 Liter SK-V173A-CB Gol,bintang 5,"Sampe lumayan telat dr estimasi, dan ini cara aktifin garansinya gmn ya ? Link warrantynya not found dan kalo mau langsung hrs ada stempel toko, dikartunya belom ada stem... ",4 bulan lalu
R***n,Sanken DD-68 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,bintang 5,"Produk berkualitas, berfungsi dengan baik, packing aman. Mantap ⭐⭐⭐⭐⭐",4 bulan lalu
L***i,Sanken HWD-C200SS Water Dispenser,bintang 5,"Kualitas bagus, sesuai pesanan, pengiriman juga cepat wlpn pilih kurir toko. Model nya bagus utk rumah minimalist.",4 bulan lalu
Herdy,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,Good job 👍,4 bulan lalu
Herdy,Sanken SK-V231A-CB Kulkas 2 Pintu,bintang 5,Good job 👍,4 bulan lalu
arrie,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,"cakep bentuknya,,semua berfungsi.
saya suka ada indikator suhunya berapa temperatur pengiriman cepat",4 bulan lalu
Risky,Sanken Kulkas Satu Pintu SK-V165A-BB Hitam,bintang 5,Beli kulkas dengan ongkir lumayan namun barang selamat sampai tujuan. Barang dalam keadaan mulus dan kualitas baik. Dan yang terpenting cintailah produk Indonesia 🇲🇨,4 bulan lalu
S***a,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 4,"barang oke, tapi kurirnya gajelas",4 bulan lalu
J***y,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,bintang 5,recommended,4 bulan lalu
Sasa,Sanken Kulkas 1 Pintu SK-V167F-RD Refrigerator 160 L,bintang 5,Ada garansi resmi,5 bulan lalu
Tian,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,Mangabs,5 bulan lalu
ADAM,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Pengiriman cepat..
Berfungsi dengan baik..",5 bulan lalu
H***a,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,Mantap,5 bulan lalu
S***s,Sanken Dispenser Galon Bawah HWD-C588 Xatria Pro Series LED Display,bintang 5,"Material Produk Bagus 
Kualitas Produk Bagus 
Ukuran Produk Sesuai 
Produk Berfungsi Dengan Baik

air panas normal 80°C kalau mode super hot bisa sampai 90an°C

air dingi... ",5 bulan lalu
Pak,Sanken Kulkas 1 Pintu 170 Liter SK-V173A-CB Gol,bintang 5,pengiriman cepat,5 bulan lalu
Herry,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,Kualitas bagus. Bekerja dgn baik,5 bulan lalu
S***i,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"barang original, dapat garansi, mesin bekerja dengan baik. pengiriman cepat, warna ya bagus.",5 bulan lalu
maximilianus,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 1,"barang sudah diterima dan dapat berfungsi dengan baik
edit: kecewa berat sih ternyata sanken customer service dan teknisi ga rekomen. cs ditelp ga diangkat2, teknisi date... ",5 bulan lalu
K***y,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 1,toko ngeprank status pengiriman,5 bulan lalu
Kevin,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,mantapppp barang cepat sampai dan sesuai the best dah pokok nya,5 bulan lalu
Singgih,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,Galonnya benar2 ada dibawah,5 bulan lalu
Deras,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,terimakasih sesuai pesanan dan cepat sampai,5 bulan lalu
S***a,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,"pengiriman cepat, barang sesuai deskripsi, good service",5 bulan lalu
R***I,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"pengiriman cpt , barang original dan ada garansi",5 bulan lalu
Tomy,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,"barang sudah sampai cuma blm d cek, respon cepat, rekomen seller",5 bulan lalu
H***a,Sanken UV Anti Dust Mite Cordless Vacuum Cleaner SBV-200L HEPA Vakum,bintang 5,Sedotan kuat Ada garansi resmi Hasil bersih Gampang dipakai Desainnya elegan 😍 Barangnya original 👍 Sedotannya kuat Packaging aman 🙏 Proses pesanan cepat Hemat listrik... ,5 bulan lalu
Febrian,Sanken Dispenser Galon Bawah HWD-L131G-BK Oasis Tempered Glass,bintang 5,"Mantap, semoga awet",5 bulan lalu
ridwan,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,kurir ramah ditambah uang tol juga hehe,5 bulan lalu
Herwanto,Sanken Mesin Cuci Twin Tub TW-9220BU 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"barang sesuai pesanan, kondisi barangnya berfungsi dengan baik, pengiriman 2 hari kerja, sukses selalu buat semuanya",5 bulan lalu
Janet,Sanken Kulkas Satu Pintu SK-V165A-BB Hitam,bintang 5,Barangnya original 👍,5 bulan lalu
Teguh,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,Superr cocok,5 bulan lalu
R***i,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 3,"Barang nya sebenarnya oke. Tapi customer service nya kurang banget, after sales pun kurang baik. Saya gk gila hormat, tpi tolong customer service lebih sopan dan membantu... ",5 bulan lalu
Yanty,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"barang sampai tepat waktu, orginal, pemakaian juga gampang.",5 bulan lalu
H***y,Sanken HWD-C533IC Dispenser Bottom Loading,bintang 5,"Design keren, berfungsi dg baik, tidak ada penyok.",5 bulan lalu
Purnomo,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Barang ada masalah. 
tapi sudah diselesaikan dengan baik

terima kasih SANKEN",5 bulan lalu
HERMANSYAH,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,mantap,5 bulan lalu
P***a,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,Bekerja dengan baik.. good,5 bulan lalu
Agam,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,bagus.. berfungsi ok,5 bulan lalu
Kelly,Sanken FS-800BK Kipas Angin,bintang 5,"Barang bagus, hanya cara pasangnya yg lumayan ribet
Secara keseluruhan saya puas
Semoga awet",5 bulan lalu
D***y,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 1,barang belum dikirim tapi status dibikin sudah dikirim.,5 bulan lalu
Budi,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,Top,5 bulan lalu
Handy,Sanken SJ-130H Magic Com 1L - Black,bintang 5,"barang bagus dan dicoba oke, semoga awet",5 bulan lalu
dims,Sanken Kulkas Satu Pintu SK-V163F-BK JADETABEK ONLY,bintang 5,Alhamdulillah barang aman lancar smoga awett sellernya ramah,5 bulan lalu
Siti,Sanken AW-S807 Mesin Cuci 1 Tabung 8Kg Top Loading,bintang 5,"sanken oh sanken the best 
jgn tkut brg rusak krn ada servis senter d setiap kota dan itu gercep bgt
bintang 10 untuk sanken",5 bulan lalu
YULIII,Sanken SJ-2000M Magic Com 1.8 L Blue,bintang 1,"Barang diterima dlm keadaan penyok. QC tidak teliti. Setelah komplen pengennya sih tukar barang tp akhirnya refund saldo. Yaudahlah cari ditoko lain sj. Tks, semoga lebih... ",5 bulan lalu
Andre,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"mantap, sampai dengan aman, langsung di coba, dan mantap, thanks min",5 bulan lalu
f***y,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,"respon cepat langsung dikirim,",5 bulan lalu
Herman,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,sesuai deskripsi,5 bulan lalu
PT,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,Barang sudah diterima dengan baik..(tanpa kendala & berfungsi normal) terima kasih,5 bulan lalu
Horizon,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Barang ori,bersegel,bergaransi,packing bagus, pelayanan bagus dan kurir nya info update.",5 bulan lalu
Rumah,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,mantabb murah meriahh,5 bulan lalu
Thedi,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,"Paket sudah diterima dengan baik. pada pengiriman pertama unit ada masalah air dingin nya tidak terlalu dingin, dan tanda COOL tidak mau mati. akhir unit saya tukar denga... ",5 bulan lalu
Agnes,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 5,"harga standard tapi kualitas bagus. nyampe langsung nyoba buat bersihkan sofa. debu2 kecil keangkat. ringan, kabelnya juga panjang",5 bulan lalu
A***y,Sanken TW-1127GSL Mesin cuci 2 tabung 9KG Chrome Handle,bintang 5,"barang sdh diterima...mesin halus tidak berisik, jalur selang ternyata ada 2 bukan model geser utk air ke pengering. 
Barang baru dikirim setelah dichat wlopun status sdh... ",5 bulan lalu
Gilbert,Sanken Mesin Cuci 2 Tabung TW-880NM Dua Tabung,bintang 5,Lancar jaya dan aman. Semoga awet,5 bulan lalu
A***n,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,"Smua berfungsi normal tidak ada masalah
Pengiriman cepat 👍",5 bulan lalu
Alfian,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"alhamdulillah langsung diantar dengan selamat, barang cakeup, fast dry tapi perlu beberapa kali karena load nya lebih kecil daripada cucinya",5 bulan lalu
Irene,Sanken DD-60 Dish Dryer,bintang 5,Bagus,5 bulan lalu
Eddy,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,puas sesuai deskripsi,5 bulan lalu
S***y,Sanken HWD-Z99 Dispenser Dua Galon Bawah Atas Xatria Pro,bintang 5,"Material Produk Bagus Ukuran Produk Sesuai Produk Berfungsi Dengan Baik Kualitas Produk Bagus, Bagus, fast response barang diterima dengan baik dan aman. Recommended sell... ",5 bulan lalu
Erlia,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 4,"beneran kecil ini sih kak.. bukan kapasitas 9kg.. ini 8kg.. ga bisa muat cucian banyak.. pengeringny juga kecil..pdhl aq kemarin minta tuker,tapi toko ny ngeyakinin ini 9... ",5 bulan lalu
O***G,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,"bagus, berfungsi dgn baik, semoga awet ya.",5 bulan lalu
Rudh,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Pengiriman aman, di tes dulu sebelum terima barang, mantapp",6 bulan lalu
S***n,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"ga nampak utk 9kg nya, seharusnya sebut tipe TW-992NP",6 bulan lalu
Adilla,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,ok,6 bulan lalu
L***e,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 1,lama konfirmasi,6 bulan lalu
Afa,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,tengkyu ges 👍🏻,6 bulan lalu
D***i,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 5,"Bagus, barang berfungsi sesuai harapan. Mantap.",6 bulan lalu
seanezcio,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,ok,6 bulan lalu
Herry,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,mantab,6 bulan lalu
Christian,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,berfungsi dengan baik.. tks 🙏,6 bulan lalu
D***n,Sanken Rice Cooker 1 Liter SJ-120H,bintang 5,Barang dipesan dan diterima pada hari yg sama. Kondisi barang diterima dalam keadaan baik dan sudah dicoba berfungsi dengan baik. Lebih pulen dan lebih cepat masak diband... ,6 bulan lalu
Akhmad,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,pelayanan ok.. pengiriman kargo mantap..,6 bulan lalu
Victoria,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 1,"Baru pakai 3 hari rusak, hub service center teknisi dtg tapi nunggu ganti spare part yg rusak luamaaaa bangett! udah 3 minggu nunggu nya! beli tgl 26 juli skr 17 agustus... ",6 bulan lalu
mall,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,bagus sich,6 bulan lalu
dini,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,mantep mesin cucinya.. kurir toko nya jg gercep.. thx.,6 bulan lalu
Karman,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,lama kirimnya,6 bulan lalu
Widia,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Maaantuuullll 👍👍 Pesen semlm, pagi brg sdh smp, brg smp dg mulus... model mesin cuci mewah 🤩 Thx seller 🙏",6 bulan lalu
J***i,Sanken SJ-3030BK Magic Com 2L - Black,bintang 5,"Barang sesuai dengan deskripsi, pesanan datang dengan selamat",6 bulan lalu
siapasaya,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,mantap kualitas memang mantap. org kepedasan langsung hilang,6 bulan lalu
Devid,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 1,"body samping penyok.. hati hati kalau beli, rawan rusak",6 bulan lalu
i***n,Sanken Mesin Cuci 2 Tabung TW-880NM Dua Tabung,bintang 5,Semoga awet,6 bulan lalu
i***n,Sanken Rice Cooker 1.8L SJ-2500BK Magic com 6in1 Penanak Nasi,bintang 5,Semoga awet,6 bulan lalu
i***n,Sanken SJ-2500BK Magic Com 1.8L Hitam,bintang 5,Semoga awet,6 bulan lalu
i***n,Sanken Kulkas Satu Pintu SK-V163A-CB JADETABEK ONLY,bintang 5,Semoga awet,6 bulan lalu
Donal,Sanken Dispenser Duo Galon Bawah Atas HWD-Z79IC Xatria Pro Series,bintang 3,"barang sampai tepat waktu dan dalam keadaan baik, hanya saja ternyata trolley galon bawah tidak ada walapun lantai dispenser sudah terdapat rel untuk trolley, kalau meman... ",6 bulan lalu
Firmansyah,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"barang sesuai deskripsi, semoga awet",6 bulan lalu
N***s,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"barang nya yang datang sesuai, berfungsi juga dengan baik, datengnya cepet banget sesuai estimasi dan kurirnya mantap",6 bulan lalu
I***h,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 1,"Pilih pengiriman pakai kurir toko, tapi diantar pakai jasa ekspedisi online dan berbarengan dengan barang orang lain. Sudah request untuk barang bisa sampai lokasi tidak... ",6 bulan lalu
C***s,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,Material bagus & kokoh 👍,6 bulan lalu
Kevin,Sanken Showcase SRS-50R6 Minibar Mini Bar Kulkas Hotel Portable,bintang 1,"Kacau sih showcase sanken,pertama di beli ruksak tidak dingin,ada bunga es ngeblok di belakangny. Di bawa ke service center,di service di tinggal dua hari..,di bilang sud... ",6 bulan lalu
j***a,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,"Untuk barang sudah oke tapi tolong.diperbaiki lagi untuk pengantaran, dan ketika di chat fast respon",6 bulan lalu
F***I,Dispenser Sanken Duo Gallon DA-21G Dispenser Galon Bawah Atas,bintang 5,"kualitas ok, sesuai ekspektasi,pengiriman juga Cpat",6 bulan lalu
danny,Sanken Showcase SRS-50R6 Minibar Mini Bar Kulkas Hotel Portable,bintang 1,"Sangat kecewa dengan produk yang dibeli, kulkas tidak dingin sama sekali dan bermasalah. Terlebih lagi kontak teknisi yang diberikan tidak diberi tanggapan dan dari pihak... ",6 bulan lalu
Dimas,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 1,baru dibeli dan fitur air panas tidak berfungsi,6 bulan lalu
Edison,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,bagus👍👍,6 bulan lalu
nikolas,Sanken Mesin Cuci 2 Tabung 10Kg TW-1125GMR Deluxe,bintang 5,ga salah beli emg klo kualitas japan. mantulll,6 bulan lalu
L***a,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,"Barang berfungsi, sudah digunakan dan sesuai penggunaan. Mulus, semoga aweeet lama aamiin. Thank u seller",6 bulan lalu
Juli,Sanken SK-V231A-CB Kulkas 2 Pintu,bintang 5,"barang ok
cuman kurir 1 
posisi kulkas perjalanan pengiriman di tidurkan 
kasian kurir cuman sendirian bawa kulkas 2 pintu 
tolong dong di bagusin lagi pengirimanya, jadi... ",6 bulan lalu
flavie,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,bintang 5,"Bagus sesuai packing juga aman, harga worth it 🫶🏻",6 bulan lalu
Salman,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 5,Barang original Sanken,6 bulan lalu
M,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,proses cepat&barang aman,6 bulan lalu
Made,Sanken Mesin Cuci Twin Tub TW-9220VL 9kg Mesin Cuci 2 Dua Tabung,bintang 5,semoga awet,6 bulan lalu
Mohamad,Sanken Kulkas 1 Pintu 170 Liter SK-V173A-CB Gol,bintang 4,"Good Product, Good Seller, Good Delivery",6 bulan lalu
N***n,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,Sesuai mantab .. pengiriman dilakukan kordinasi juga .. makasi seller,6 bulan lalu
Djony,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,bintang 5,"setakat ini berjalan normal. semoga awet. 
pengiriman cepat.",6 bulan lalu
Mike,Sanken Dispenser Galon Bawah HWD-C533IC Bottom Loading,bintang 5,Pengiriman cepat dan barang bagus berkualitas,6 bulan lalu
Sarah,Sanken Kulkas Satu Pintu SK-V165A-BB Hitam,bintang 5,"pengirimannya cepat, kurirnya ramah, kulkasnya aman sampai tujuan 🤗",6 bulan lalu
T***n,Sanken Dispenser Infinite Series Bottom Loading DB-12SS-BK Premium,bintang 1,"Cara transport SALAH, unit diposisikan tertidur, TIDAK TEGAK",6 bulan lalu
Aurena,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 3,Kualitas barang ok hanya saja servis krg memuaskan krn sdh spesific pesan minta diantar ke unit dan pengantar diminta telp dl waktu kirim tapi  barang dikirimkan tanpa te... ,6 bulan lalu
N,Sanken SJ-2200 Magic Com 1.8L -White,bintang 5,"pemakaian 2 hari, barang ORI, panci anti lengket stainless steel, nasi udah 2 hari belom kering.. gak kayak rice cooker sebelumnya. ada harga ada kualitas, mantap",6 bulan lalu
I***y,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,"Pengiriman cepat, kualitas bagus, model hemat listrik dan ringan. Packing bagus. Harga bersaing, dapat harga promo. Recommended seller dan product 👍",6 bulan lalu
fenny,Sanken Kulkas 1 Pintu SK-V177F-RD Refrigerator 170 L,bintang 5,"respon ramah, pengiriman cepat dan barang nya bagus",6 bulan lalu
Dwi,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 3,"Barang aman, Sesuai harga tapi sepertinya tidak sampai 9kg putaran lambat jadi aman nya 7-8kg aja, pengiriman lama sekali sampai 12 hari, pilihan nya kurir toko ternyata... ",6 bulan lalu
Kevin,Sanken FS-800BK Kipas Angin,bintang 5,barang original.,6 bulan lalu
Mitra,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,mantap cepat pengirimanya,6 bulan lalu
E***a,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,"Pengiriman cepet banget. Malam jam 9 order, besok jam 12 siang dah nyampe.

Barang belum dibuka karena mau ditaruh di rumah lainnya.",6 bulan lalu
Bayu,Sanken Dispenser Duo Galon Bawah Atas HWD-Z79IC Xatria Pro Series,bintang 5,"Pcking rapih, barang sesuai deskripsi",6 bulan lalu
Ita,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 3,kurang puas dalam hal oengirimannya.. tolong pengiriman barangnya jangan hanya diwaktu hari kerja saja terutama dengan menggunakan kurir tokonya,6 bulan lalu
F***r,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Barang bagus 3 hari sampai, pelayanan cepat seller recomended",6 bulan lalu
R***i,Sanken ADR-210GE Setrika Listrik - Green,bintang 5,pengirimannya cepat... penjualnya pun ramah dan respons nya cepat...,7 bulan lalu
A***o,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,"Kualitas bagus, air dinginnya cepat, sudah beli 2 item. next bisa order lagi",7 bulan lalu
Z***l,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"Barang sesuai etalase, quality baik, pengiriman instant tepat waktu dikirim toko dengan mobil box",7 bulan lalu
Faizal,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,oke. barang sudah tes berfungsi dengan baik,7 bulan lalu
Teguh,Sanken Dispenser Galon Bawah HWD-C500E Dispenser Bottom Kompresor,bintang 5,"Kualitas : bagus.
Material : bagus.
Cara pakainya mudah.
Ada trolley galon. Jadi lebih mudah utk memasukkan dan mengeluarkan galon.
Kurirnya lebih cepat 1 hari dari wkt e... ",7 bulan lalu
Firly,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"admin responsif, pengiriman cepat, barang original, sesuai deskripsi, ada garansi",7 bulan lalu
D***i,Sanken DD-68 UV Dish Dryer Steriliser UV Sterilizer Baby Bottle,bintang 5,"Pesan siang, sore sdh sampai. Sofar barang oke. Mudah2an awet",7 bulan lalu
Ferry,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,cepat sampai semoga awet barangnya,7 bulan lalu
S***o,Sanken UV Anti Dust Mite Vacuum Cleaner SBV-120C HEPA Vakum Kasur Bed,bintang 4,"Vacuum nya bagus, packing aman, sesuailah dengan deskripsi, berguna yang pastinya",7 bulan lalu
Jenti,Sanken Dispenser Galon Bawah HWD-C523IC Hitam,bintang 5,Sudah tiba dengan aman dan cepat. Ongkirnya gak bikin kantong bolong. Modelnya modern minimalis. Warna hitam buat kesan gagah. Galon dibawah membuat mudah penggantian gal... ,7 bulan lalu
Luky,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,mantap,7 bulan lalu
EKO,Sanken Dispenser Galon Bawah HWD-C558IC Dispenser Bottom Loading,bintang 5,ok,7 bulan lalu
Andaikan,Sanken SJ-130H Magic Com 1L - Black,bintang 5,mantul barangnya,7 bulan lalu
Dwiko,Sanken Dispenser Galon Bawah HWD-C553IC Xatria Pro Series,bintang 5,barang sdh sampe..pcking aman..model dan warna sesuai ekspetasi..keren..👍,7 bulan lalu
Yulyana,Sanken Mesin Cuci Twin Tub TW-882NP 9kg Mesin Cuci 2 Dua Tabung,bintang 5,"sangat bagus, putaran mesin turbo, pengering juga bnr2 kering",7 bulan lalu
y***o,Sanken HWD-Z78IC Water Dispenser Duo Gallon,bintang 1,digambar ada galon troli.. tapi didalam dusnya tidak ada.. akhirnya beli di toko offline terdekat dengan barang yang sama harga lebih murah malah Uda dapat galon trolinya... ,7 bulan lalu
M***d,Sanken Dispenser Galon Bawah HWD-L131G-BK Oasis Tempered Glass,bintang 5,Bagus,7 bulan lalu
A***s,Sanken Dispenser Galon Bawah HWD-C528IC Xtaria Pro Series,bintang 5,mantaaaaap,7 bulan lalu
