Tanggal,Produk,Rating,Label,Ulasan,Cleaning,Tokenizing,Normalisasi,Stopword,Stemming,text
6 bulan lalu,Cosmos CI-318 - Electric Iron (Non Stick Soleplate),bintang 5,1,"harga bersaing. . .  response kilat. . kemasan pakai buble tebel. . . 
barang original. . .  cepet sampe. . . 

recomended seller !!",harga bersaing response kilat kemasan pakai buble tebel barang original cepet sampe recomended seller,"['harga', 'bersaing', 'response', 'kilat', 'kemasan', 'pakai', 'buble', 'tebel', 'barang', 'original', 'cepet', 'sampe', 'recomended', 'seller']","['harga', 'bersaing', 'response', 'kilat', 'kemasan', 'pakai', 'buble', 'tebal', 'barang', 'original', 'cepat', 'sampai', 'recomended', 'seller']","['harga', 'bersaing', 'kilat', 'kemasan', 'pakai', 'buble', 'tebal', 'barang', 'cepat', 'recomended']","['harga', 'saing', 'kilat', 'kemas', 'pakai', 'buble', 'tebal', 'barang', 'cepat', 'recomended']",harga saing kilat kemas pakai buble tebal barang cepat recomended
6 bulan lalu,Cosmos Harmond CRJ-6288 - Rice Cooker 2 L (Red/Green/Blue),bintang 5,1,"original,  bergaransi,  dan berfungsi dgn baik 👍👍",original bergaransi dan berfungsi dgn baik,"['original', 'bergaransi', 'dan', 'berfungsi', 'dgn', 'baik']","['original', 'bergaransi', 'dan', 'berfungsi', 'dengan', 'baik']","['bergaransi', 'berfungsi']","['garansi', 'fungsi']",garansi fungsi
6 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,1,barang diterima dengan baik.  packing aman dan sesuai deskripsi.  semoga awet seterusnya.  thanks,barang diterima dengan baik packing aman dan sesuai deskripsi semoga awet seterusnya thanks,"['barang', 'diterima', 'dengan', 'baik', 'packing', 'aman', 'dan', 'sesuai', 'deskripsi', 'semoga', 'awet', 'seterusnya', 'thanks']","['barang', 'diterima', 'dengan', 'baik', 'packing', 'aman', 'dan', 'sesuai', 'deskripsi', 'semoga', 'awet', 'seterusnya', 'thanks']","['barang', 'diterima', 'packing', 'aman', 'sesuai', 'deskripsi', 'semoga', 'awet']","['barang', 'terima', 'packing', 'aman', 'sesuai', 'deskripsi', 'moga', 'awet']",barang terima packing aman sesuai deskripsi moga awet
6 bulan lalu,"Cosmos CWD-5603 - Dispenser Hot, Fresh & Cold",bintang 5,1,"sesuai harapan,  pengiriman cepat,  fungsi berjalan baik. ",sesuai harapan pengiriman cepat fungsi berjalan baik,"['sesuai', 'harapan', 'pengiriman', 'cepat', 'fungsi', 'berjalan', 'baik']","['sesuai', 'harapan', 'pengiriman', 'cepat', 'fungsi', 'berjalan', 'baik']","['sesuai', 'harapan', 'pengiriman', 'cepat', 'fungsi', 'berjalan']","['sesuai', 'harap', 'kirim', 'cepat', 'fungsi', 'jalan']",sesuai harap kirim cepat fungsi jalan
6 bulan lalu,COSMOS RICE COOKER  NON STICK CRJ 3012 B candy series ,bintang 5,1,"sesuai harapan 
bagus banget ni,  udah d coba masak nasi matangnya sempurna,  terus ga lengket juga👍🏼 
mantap pokoknya",sesuai harapan bagus banget ni udah coba masak nasi matangnya sempurna terus ga lengket juga mantap pokoknya,"['sesuai', 'harapan', 'bagus', 'banget', 'ni', 'udah', 'coba', 'masak', 'nasi', 'matangnya', 'sempurna', 'terus', 'ga', 'lengket', 'juga', 'mantap', 'pokoknya']","['sesuai', 'harapan', 'bagus', 'banget', 'nih', 'sudah', 'coba', 'masak', 'nasi', 'matangnya', 'sempurna', 'terus', 'enggak', 'lengket', 'juenggak', 'mantap', 'pokoknya']","['sesuai', 'harapan', 'bagus', 'banget', 'nih', 'coba', 'masak', 'matangnya', 'sempurna', 'enggak', 'lengket', 'juenggak', 'mantap', 'pokoknya']","['sesuai', 'harap', 'bagus', 'banget', 'nih', 'coba', 'masak', 'matang', 'sempurna', 'enggak', 'lengket', 'juenggak', 'mantap', 'pokok']",sesuai harap bagus banget nih coba masak matang sempurna enggak lengket juenggak mantap pokok
6 bulan lalu,Cosmos Setrika Non Stick Soleplate CI-3120 N,bintang 5,1,setrikanya ringan & ada garansi 1 tahun,setrikanya ringan ada garansi tahun,"['setrikanya', 'ringan', 'ada', 'garansi', 'tahun']","['setrikanya', 'ringan', 'ada', 'garansi', 'tahun']","['setrikanya', 'ringan', 'garansi']","['setrika', 'ringan', 'garansi']",setrika ringan garansi
6 bulan lalu,Cosmos CB-282 P - Blender 2 LJELLY STAR,bintang 5,1,"sesuai dg pesanan
pengiriman cepat sesuai estimasi
semoga awet ya cosmos",sesuai dg pesanan pengiriman cepat sesuai estimasi semoga awet ya cosmos,"['sesuai', 'dg', 'pesanan', 'pengiriman', 'cepat', 'sesuai', 'estimasi', 'semoga', 'awet', 'ya', 'cosmos']","['sesuai', 'dengan', 'pesanan', 'pengiriman', 'cepat', 'sesuai', 'estimasi', 'semoga', 'awet', 'ya', 'cosmos']","['sesuai', 'pesanan', 'pengiriman', 'cepat', 'sesuai', 'estimasi', 'semoga', 'awet']","['sesuai', 'pesan', 'kirim', 'cepat', 'sesuai', 'estimasi', 'moga', 'awet']",sesuai pesan kirim cepat sesuai estimasi moga awet
6 bulan lalu,Cosmos CWD-1060 - Mini Portable Dispenser (Hot&Fresh),bintang 5,1,"barang sesuai dg ekspektasi,  berfungsi dg baik,  pengiriman cepat",barang sesuai dg ekspektasi berfungsi dg baik pengiriman cepat,"['barang', 'sesuai', 'dg', 'ekspektasi', 'berfungsi', 'dg', 'baik', 'pengiriman', 'cepat']","['barang', 'sesuai', 'dengan', 'ekspektasi', 'berfungsi', 'dengan', 'baik', 'pengiriman', 'cepat']","['barang', 'sesuai', 'ekspektasi', 'berfungsi', 'pengiriman', 'cepat']","['barang', 'sesuai', 'ekspektasi', 'fungsi', 'kirim', 'cepat']",barang sesuai ekspektasi fungsi kirim cepat
6 bulan lalu,Cosmos CB-282 P - Blender 2 LJELLY STAR,bintang 5,1,pisaunya tajam 👍 gampang dipakai proses pesanan cepat,pisaunya tajam gampang dipakai proses pesanan cepat,"['pisaunya', 'tajam', 'gampang', 'dipakai', 'proses', 'pesanan', 'cepat']","['pisaunya', 'tajam', 'gampang', 'dipakai', 'proses', 'pesanan', 'cepat']","['pisaunya', 'tajam', 'gampang', 'dipakai', 'proses', 'pesanan', 'cepat']","['pisau', 'tajam', 'gampang', 'pakai', 'proses', 'pesan', 'cepat']",pisau tajam gampang pakai proses pesan cepat
6 bulan lalu,Cosmos CRJ-1001 N - Rice Cooker 0.6 L,bintang 5,1,barang nya bagus dan packing nya ok banget. ,barang nya bagus dan packing nya ok banget,"['barang', 'nya', 'bagus', 'dan', 'packing', 'nya', 'ok', 'banget']","['barang', 'nya', 'bagus', 'dan', 'packing', 'nya', 'ok', 'banget']","['barang', 'nya', 'bagus', 'packing', 'nya', 'ok', 'banget']","['barang', 'nya', 'bagus', 'packing', 'nya', 'ok', 'banget']",barang nya bagus packing nya ok banget
6 bulan lalu,Cosmos CRJ-101 N - Rice Cooker 0.6 L,bintang 5,1,"barang ori,  cpt dikrm",barang ori cpt dikrm,"['barang', 'ori', 'cpt', 'dikrm']","['barang', 'orisinal', 'cepat', 'dikrm']","['barang', 'orisinal', 'cepat', 'dikrm']","['barang', 'orisinal', 'cepat', 'dikrm']",barang orisinal cepat dikrm
6 bulan lalu,Cosmos CB-631 HB - 3in1 Hand Blender 500 ml,bintang 4,1,"barang ori,  bubble wrap tebal,  sampai rumah bener bener cepet",barang ori bubble wrap tebal sampai rumah bener bener cepet,"['barang', 'ori', 'bubble', 'wrap', 'tebal', 'sampai', 'rumah', 'bener', 'bener', 'cepet']","['barang', 'orisinal', 'bubble', 'wrap', 'tebal', 'sampai', 'rumah', 'benar', 'benar', 'cepat']","['barang', 'orisinal', 'tebal', 'rumah', 'cepat']","['barang', 'orisinal', 'tebal', 'rumah', 'cepat']",barang orisinal tebal rumah cepat
6 bulan lalu,Cosmos Harmond CRJ-6031 N- Rice Cooker 2 L,bintang 3,0,"pengirimannya mungkin yg harus di perbaiki,  soalnya telat parah",pengirimannya mungkin yg harus di perbaiki soalnya telat parah,"['pengirimannya', 'mungkin', 'yg', 'harus', 'di', 'perbaiki', 'soalnya', 'telat', 'parah']","['pengirimannya', 'mungkin', 'yang', 'harus', 'di', 'perbaiki', 'soalnya', 'telat', 'parah']","['pengirimannya', 'perbaiki', 'telat']","['kirim', 'baik', 'telat']",kirim baik telat
6 bulan lalu,Cosmos Food Processor FP-323 KUBA NEW PRODUK,bintang 5,1,"paket dipacking rapi dan aman pake bubble,  berfungsi dengan baik,  sesuai ekspektasi,  terima kasih seller",paket dipacking rapi dan aman pake bubble berfungsi dengan baik sesuai ekspektasi terima kasih seller,"['paket', 'dipacking', 'rapi', 'dan', 'aman', 'pake', 'bubble', 'berfungsi', 'dengan', 'baik', 'sesuai', 'ekspektasi', 'terima', 'kasih', 'seller']","['pakait', 'dipacking', 'rapi', 'dan', 'aman', 'pakai', 'bubble', 'berfungsi', 'dengan', 'baik', 'sesuai', 'ekspektasi', 'terima', 'kasih', 'seller']","['pakait', 'dipacking', 'rapi', 'aman', 'pakai', 'berfungsi', 'sesuai', 'ekspektasi', 'terima', 'kasih']","['pakait', 'dipacking', 'rapi', 'aman', 'pakai', 'fungsi', 'sesuai', 'ekspektasi', 'terima', 'kasih']",pakait dipacking rapi aman pakai fungsi sesuai ekspektasi terima kasih
6 bulan lalu,Cosmos Rice Cooker Non Stick CRJ-8228 W - 2.0L,bintang 5,1,cepat sampai packing aman,cepat sampai packing aman,"['cepat', 'sampai', 'packing', 'aman']","['cepat', 'sampai', 'packing', 'aman']","['cepat', 'packing', 'aman']","['cepat', 'packing', 'aman']",cepat packing aman
6 bulan lalu,Cosmos Rice Cooker Harmond CRJ-6028 G - 1.2L,bintang 5,1,packing mantap buble wrap aman,packing mantap buble wrap aman,"['packing', 'mantap', 'buble', 'wrap', 'aman']","['packing', 'mantap', 'buble', 'wrap', 'aman']","['packing', 'mantap', 'buble', 'aman']","['packing', 'mantap', 'buble', 'aman']",packing mantap buble aman
6 bulan lalu,Cosmos CRJ-3306 - Rice Cooker 1.8 L (Low Watt),bintang 5,1,"bagus,  mantap. ",bagus mantap,"['bagus', 'mantap']","['bagus', 'mantap']","['bagus', 'mantap']","['bagus', 'mantap']",bagus mantap
6 bulan lalu,COSMOS RICE COOKER  NON STICK CRJ 3012 B candy series ,bintang 5,1,"barang ok,   respon penjualnya top packaging rapi ringan tapi kokoh",barang ok respon penjualnya top packaging rapi ringan tapi kokoh,"['barang', 'ok', 'respon', 'penjualnya', 'top', 'packaging', 'rapi', 'ringan', 'tapi', 'kokoh']","['barang', 'ok', 'respon', 'penjualnya', 'top', 'packaging', 'rapi', 'ringan', 'tapi', 'kokoh']","['barang', 'ok', 'respon', 'penjualnya', 'packaging', 'rapi', 'ringan', 'kokoh']","['barang', 'ok', 'respon', 'jual', 'packaging', 'rapi', 'ringan', 'kokoh']",barang ok respon jual packaging rapi ringan kokoh
6 bulan lalu,Cosmos Rice Cooker Harmond CRJ-6028 G - 1.2L,bintang 5,1,"proses lancar,  packing aman di bubblewrap 👍",proses lancar packing aman di bubblewrap,"['proses', 'lancar', 'packing', 'aman', 'di', 'bubblewrap']","['proses', 'lancar', 'packing', 'aman', 'di', 'bubblewrap']","['proses', 'lancar', 'packing', 'aman', 'bubblewrap']","['proses', 'lancar', 'packing', 'aman', 'bubblewrap']",proses lancar packing aman bubblewrap
6 bulan lalu,Cosmos 16 SKM - Kipas Angin Berdiri 16 inch,bintang 5,1,"cepat sampai,  proses cepat,  barang bagus",cepat sampai proses cepat barang bagus,"['cepat', 'sampai', 'proses', 'cepat', 'barang', 'bagus']","['cepat', 'sampai', 'proses', 'cepat', 'barang', 'bagus']","['cepat', 'proses', 'cepat', 'barang', 'bagus']","['cepat', 'proses', 'cepat', 'barang', 'bagus']",cepat proses cepat barang bagus
6 bulan lalu,Cosmos Rice Cooker Stainless steel CRJ 9368 2l,bintang 2,0,"pengiriman sdh bayar next day,  aktualnya 3 hari",pengiriman sdh bayar next day aktualnya hari,"['pengiriman', 'sdh', 'bayar', 'next', 'day', 'aktualnya', 'hari']","['pengiriman', 'sudah', 'bayar', 'next', 'day', 'aktualnya', 'hari']","['pengiriman', 'bayar', 'aktualnya']","['kirim', 'bayar', 'aktual']",kirim bayar aktual
7 bulan lalu,Cosmos Standing  Fan 16 SAE  ( 16 INCH),bintang 5,1,kenapa pesan dikirimnya 24 jam kemudian yaak?,kenapa pesan dikirimnya jam kemudian yaak,"['kenapa', 'pesan', 'dikirimnya', 'jam', 'kemudian', 'yaak']","['kenapa', 'pesan', 'dikirimnya', 'jam', 'kemudian', 'ya']","['pesan', 'dikirimnya']","['pesan', 'kirim']",pesan kirim
7 bulan lalu,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,bintang 5,1,kualitas bagus sudah di coba 👍🏻,kualitas bagus sudah di coba,"['kualitas', 'bagus', 'sudah', 'di', 'coba']","['kualitas', 'bagus', 'sudah', 'di', 'coba']","['kualitas', 'bagus', 'coba']","['kualitas', 'bagus', 'coba']",kualitas bagus coba
7 bulan lalu,Cosmos Blenz CB-802 - Blender 1.2 L,bintang 5,1,barang bagus . . . .  semoga awet . . . . ,barang bagus semoga awet,"['barang', 'bagus', 'semoga', 'awet']","['barang', 'bagus', 'semoga', 'awet']","['barang', 'bagus', 'semoga', 'awet']","['barang', 'bagus', 'moga', 'awet']",barang bagus moga awet
7 bulan lalu,Cosmos CRJ-323SWG - Rice Cooker 1.8 L (Low Watt),bintang 3,0,sendok nasi tidak bisa masuk kaitannya tidak sesuai,sendok nasi tidak bisa masuk kaitannya tidak sesuai,"['sendok', 'nasi', 'tidak', 'bisa', 'masuk', 'kaitannya', 'tidak', 'sesuai']","['sendok', 'nasi', 'tidak', 'bisa', 'masuk', 'kaitannya', 'tidak', 'sesuai']","['sendok', 'tidak', 'masuk', 'kaitannya', 'tidak', 'sesuai']","['sendok', 'tidak', 'masuk', 'kait', 'tidak', 'sesuai']",sendok tidak masuk kait tidak sesuai
7 bulan lalu,Cosmos CO-9918 - Oven 18 L,bintang 4,1,"barangnya original 👍 packaging rapi proses pesanan cepat desainnya elegan ✨ gampang dipakai,  tapi panasnya kurang mantap ya",barangnya original packaging rapi proses pesanan cepat desainnya elegan gampang dipakai tapi panasnya kurang mantap ya,"['barangnya', 'original', 'packaging', 'rapi', 'proses', 'pesanan', 'cepat', 'desainnya', 'elegan', 'gampang', 'dipakai', 'tapi', 'panasnya', 'kurang', 'mantap', 'ya']","['barangnya', 'original', 'packaging', 'rapi', 'proses', 'pesanan', 'cepat', 'desainnya', 'elegan', 'gampang', 'dipakai', 'tapi', 'panasnya', 'kurang', 'mantap', 'ya']","['barangnya', 'packaging', 'rapi', 'proses', 'pesanan', 'cepat', 'desainnya', 'elegan', 'gampang', 'dipakai', 'panasnya', 'mantap']","['barang', 'packaging', 'rapi', 'proses', 'pesan', 'cepat', 'desain', 'elegan', 'gampang', 'pakai', 'panas', 'mantap']",barang packaging rapi proses pesan cepat desain elegan gampang pakai panas mantap
7 bulan lalu,Cosmos 16-SDB - Kipas Angin / Stand Fan 16 inch,bintang 5,1,"barang original dan bagus bgt
sangat puas",barang original dan bagus bgt sangat puas,"['barang', 'original', 'dan', 'bagus', 'bgt', 'sangat', 'puas']","['barang', 'original', 'dan', 'bagus', 'banget', 'sangat', 'puas']","['barang', 'bagus', 'banget', 'puas']","['barang', 'bagus', 'banget', 'puas']",barang bagus banget puas
7 bulan lalu,Cosmos Setrika Uap Ceramic Soleplate CI-4910 C,bintang 5,1,"pengirimannya sangat cepat,  baru beli kemarin. .  hari ini sdh sampai barangnya.  kualitas barang jg oke. . ",pengirimannya sangat cepat baru beli kemarin hari ini sdh sampai barangnya kualitas barang jg oke,"['pengirimannya', 'sangat', 'cepat', 'baru', 'beli', 'kemarin', 'hari', 'ini', 'sdh', 'sampai', 'barangnya', 'kualitas', 'barang', 'jg', 'oke']","['pengirimannya', 'sangat', 'cepat', 'baru', 'beli', 'kemarin', 'hari', 'ini', 'sudah', 'sampai', 'barangnya', 'kualitas', 'barang', 'juga', 'oke']","['pengirimannya', 'cepat', 'beli', 'kemarin', 'barangnya', 'kualitas', 'barang', 'oke']","['kirim', 'cepat', 'beli', 'kemarin', 'barang', 'kualitas', 'barang', 'oke']",kirim cepat beli kemarin barang kualitas barang oke
7 bulan lalu,Cosmos ELECTRIC FAN WIF-1803 PSR,bintang 5,1,packaging rapi & aman produk sesuai deskripsi kualitas produk bagus,packaging rapi aman produk sesuai deskripsi kualitas produk bagus,"['packaging', 'rapi', 'aman', 'produk', 'sesuai', 'deskripsi', 'kualitas', 'produk', 'bagus']","['packaging', 'rapi', 'aman', 'produk', 'sesuai', 'deskripsi', 'kualitas', 'produk', 'bagus']","['packaging', 'rapi', 'aman', 'produk', 'sesuai', 'deskripsi', 'kualitas', 'produk', 'bagus']","['packaging', 'rapi', 'aman', 'produk', 'sesuai', 'deskripsi', 'kualitas', 'produk', 'bagus']",packaging rapi aman produk sesuai deskripsi kualitas produk bagus
7 bulan lalu,Cosmos Setrika Listrik CI-3110 C,bintang 5,1,sesuai deskripsi. . packing aman,sesuai deskripsi packing aman,"['sesuai', 'deskripsi', 'packing', 'aman']","['sesuai', 'deskripsi', 'packing', 'aman']","['sesuai', 'deskripsi', 'packing', 'aman']","['sesuai', 'deskripsi', 'packing', 'aman']",sesuai deskripsi packing aman
7 bulan lalu,Cosmos ELECTRIC FAN WIF-1803 S,bintang 5,1,baranf ori dan aman 👍🏻,baranf ori dan aman,"['baranf', 'ori', 'dan', 'aman']","['baranf', 'orisinal', 'dan', 'aman']","['baranf', 'orisinal', 'aman']","['baranf', 'orisinal', 'aman']",baranf orisinal aman
7 bulan lalu,Cosmos ELECTRIC FAN WIF-1803 PSR,bintang 5,1,packaging rapi & aman,packaging rapi aman,"['packaging', 'rapi', 'aman']","['packaging', 'rapi', 'aman']","['packaging', 'rapi', 'aman']","['packaging', 'rapi', 'aman']",packaging rapi aman
7 bulan lalu,Cosmos 16-WFG - Wall Fan - 16 Inch,bintang 5,1,kipas berfungsi dengan baik. ,kipas berfungsi dengan baik,"['kipas', 'berfungsi', 'dengan', 'baik']","['kipas', 'berfungsi', 'dengan', 'baik']","['kipas', 'berfungsi']","['kipas', 'fungsi']",kipas fungsi
7 bulan lalu,Cosmos 16-WFG - Wall Fan - 16 Inch,bintang 3,0,"pesan pake instan, dikirimnya besok,  dan lama pula, percuma pake instan kalo gini",pesan pake instan dikirimnya besok dan lama pula percuma pake instan kalo gini,"['pesan', 'pake', 'instan', 'dikirimnya', 'besok', 'dan', 'lama', 'pula', 'percuma', 'pake', 'instan', 'kalo', 'gini']","['pesan', 'pakai', 'instan', 'dikirimnya', 'besok', 'dan', 'lama', 'pula', 'percuma', 'pakai', 'instan', 'kalo', 'begini']","['pesan', 'pakai', 'instan', 'dikirimnya', 'besok', 'pakai', 'instan']","['pesan', 'pakai', 'instan', 'kirim', 'besok', 'pakai', 'instan']",pesan pakai instan kirim besok pakai instan
7 bulan lalu,Cosmos 16 WFO - Kipas Angin Dinding 16 inch,bintang 5,1,mantabs. . .  anginnya kencang 👍,mantabs anginnya kencang,"['mantabs', 'anginnya', 'kencang']","['mantab', 'anginnya', 'kencang']","['mantab', 'anginnya', 'kencang']","['mantab', 'angin', 'kencang']",mantab angin kencang
7 bulan lalu,Cosmos CRJ-3255 free gimmick,bintang 5,1,nasi matang merata 👍,nasi matang merata,"['nasi', 'matang', 'merata']","['nasi', 'matang', 'merata']","['matang', 'merata']","['matang', 'rata']",matang rata
7 bulan lalu,Cosmos Rice Cooker Non Stick CRJ-8228 W - 2.0L,bintang 5,1,"bagus,  desain bagus,  memasak dengan sempurna",bagus desain bagus memasak dengan sempurna,"['bagus', 'desain', 'bagus', 'memasak', 'dengan', 'sempurna']","['bagus', 'desain', 'bagus', 'memasak', 'dengan', 'sempurna']","['bagus', 'desain', 'bagus', 'memasak', 'sempurna']","['bagus', 'desain', 'bagus', 'masak', 'sempurna']",bagus desain bagus masak sempurna
7 bulan lalu,Cosmos Setrika Non Stick Soleplate CI-3130 N,bintang 3,0,proses lama,proses lama,"['proses', 'lama']","['proses', 'lama']",['proses'],['proses'],proses
7 bulan lalu,Cosmos 12-DAR N ONY - Kipas Angin Meja 12 inch,bintang 5,1,"proses cepet barang nggak ada kendala, terima kasih",proses cepet barang nggak ada kendala terima kasih,"['proses', 'cepet', 'barang', 'nggak', 'ada', 'kendala', 'terima', 'kasih']","['proses', 'cepat', 'barang', 'enggak', 'ada', 'kendala', 'terima', 'kasih']","['proses', 'cepat', 'barang', 'enggak', 'kendala', 'terima', 'kasih']","['proses', 'cepat', 'barang', 'enggak', 'kendala', 'terima', 'kasih']",proses cepat barang enggak kendala terima kasih
7 bulan lalu,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Kucing(Cat),bintang 5,1,"alhamdulillah barang sampai tepat waktu,  packing aman lapis bubble wrap. . 
terima kasih",alhamdulillah barang sampai tepat waktu packing aman lapis bubble wrap terima kasih,"['alhamdulillah', 'barang', 'sampai', 'tepat', 'waktu', 'packing', 'aman', 'lapis', 'bubble', 'wrap', 'terima', 'kasih']","['alhamdulillah', 'barang', 'sampai', 'tepat', 'waktu', 'packing', 'aman', 'lapis', 'bubble', 'wrap', 'terima', 'kasih']","['alhamdulillah', 'barang', 'packing', 'aman', 'lapis', 'terima', 'kasih']","['alhamdulillah', 'barang', 'packing', 'aman', 'lapis', 'terima', 'kasih']",alhamdulillah barang packing aman lapis terima kasih
7 bulan lalu,Cosmos Harmond CRJ-6601 - Rice Cooker 0.8 L (Black/White),bintang 5,1,barang ori. . . blm di coba seh krn msh pake yg lama semoga awet,barang ori blm di coba seh krn msh pake yg lama semoga awet,"['barang', 'ori', 'blm', 'di', 'coba', 'seh', 'krn', 'msh', 'pake', 'yg', 'lama', 'semoga', 'awet']","['barang', 'orisinal', 'belum', 'di', 'coba', 'sih', 'karena', 'masih', 'pakai', 'yang', 'lama', 'semoga', 'awet']","['barang', 'orisinal', 'coba', 'sih', 'pakai', 'semoga', 'awet']","['barang', 'orisinal', 'coba', 'sih', 'pakai', 'moga', 'awet']",barang orisinal coba sih pakai moga awet
7 bulan lalu,Cosmos Ketel Listrik CTL-618N -1.2L,bintang 5,1,produk sesuai pesanan dan berfungsi dg baik tp sayang tutupnya agak longgar. ,produk sesuai pesanan dan berfungsi dg baik tp sayang tutupnya agak longgar,"['produk', 'sesuai', 'pesanan', 'dan', 'berfungsi', 'dg', 'baik', 'tp', 'sayang', 'tutupnya', 'agak', 'longgar']","['produk', 'sesuai', 'pesanan', 'dan', 'berfungsi', 'dengan', 'baik', 'tapi', 'sayang', 'tutupnya', 'agak', 'longgar']","['produk', 'sesuai', 'pesanan', 'berfungsi', 'sayang', 'tutupnya', 'longgar']","['produk', 'sesuai', 'pesan', 'fungsi', 'sayang', 'tutup', 'longgar']",produk sesuai pesan fungsi sayang tutup longgar
7 bulan lalu,Cosmos CM-1679 - Hand Mixer,bintang 5,1,mantap barang sampai dengan aman,mantap barang sampai dengan aman,"['mantap', 'barang', 'sampai', 'dengan', 'aman']","['mantap', 'barang', 'sampai', 'dengan', 'aman']","['mantap', 'barang', 'aman']","['mantap', 'barang', 'aman']",mantap barang aman
8 bulan lalu,Cosmos 12-BFE ONY - Box Fan 12 inch with Mosquito Repellent,bintang 3,0,belum ada sebulan udah mati aja,belum ada sebulan udah mati aja,"['belum', 'ada', 'sebulan', 'udah', 'mati', 'aja']","['belum', 'ada', 'sebulan', 'sudah', 'mati', 'saja']","['sebulan', 'mati']","['bulan', 'mati']",bulan mati
8 bulan lalu,Cosmos CB-171 P - Blender 1 L,bintang 5,1,asli bagus banget. . .  murah dan packing nya aman sekali next order lagi. .  makasih seller,asli bagus banget murah dan packing nya aman sekali next order lagi makasih seller,"['asli', 'bagus', 'banget', 'murah', 'dan', 'packing', 'nya', 'aman', 'sekali', 'next', 'order', 'lagi', 'makasih', 'seller']","['asli', 'bagus', 'banget', 'murah', 'dan', 'packing', 'nya', 'aman', 'sekali', 'next', 'order', 'lagi', 'terima kasih', 'seller']","['asli', 'bagus', 'banget', 'murah', 'packing', 'nya', 'aman', 'terima kasih']","['asli', 'bagus', 'banget', 'murah', 'packing', 'nya', 'aman', 'terima kasih']",asli bagus banget murah packing nya aman terima kasih
8 bulan lalu,Cosmos 16 SBI - Kipas Angin 2in1 16 inch (Stand & Desk),bintang 5,1,belum coba.  semoga ok,belum coba semoga ok,"['belum', 'coba', 'semoga', 'ok']","['belum', 'coba', 'semoga', 'ok']","['coba', 'semoga', 'ok']","['coba', 'moga', 'ok']",coba moga ok
8 bulan lalu,Cosmos CB-281 P - Blender 2 L,bintang 5,1,"pengiriman ok dan murah,  makasi ya sorry foto beda tpi ok kok",pengiriman ok dan murah makasi ya sorry foto beda tpi ok kok,"['pengiriman', 'ok', 'dan', 'murah', 'makasi', 'ya', 'sorry', 'foto', 'beda', 'tpi', 'ok', 'kok']","['pengiriman', 'ok', 'dan', 'murah', 'terima kasih', 'ya', 'sorry', 'foto', 'beda', 'tapi', 'ok', 'kok']","['pengiriman', 'ok', 'murah', 'terima kasih', 'foto', 'beda', 'ok']","['kirim', 'ok', 'murah', 'terima kasih', 'foto', 'beda', 'ok']",kirim ok murah terima kasih foto beda ok
8 bulan lalu,Cosmos CB-171 P - Blender 1 L,bintang 5,1,blender nya baguss.  beefungsi dengan baik.  udah lama sih belinya  tapi baru buat review an nya,blender nya baguss beefungsi dengan baik udah lama sih belinya tapi baru buat review an nya,"['blender', 'nya', 'baguss', 'beefungsi', 'dengan', 'baik', 'udah', 'lama', 'sih', 'belinya', 'tapi', 'baru', 'buat', 'review', 'an', 'nya']","['blender', 'nya', 'bagus', 'beefungsi', 'dengan', 'baik', 'sudah', 'lama', 'sih', 'belinya', 'tapi', 'baru', 'buat', 'review', 'an', 'nya']","['nya', 'bagus', 'beefungsi', 'sih', 'belinya', 'nya']","['nya', 'bagus', 'beefungsi', 'sih', 'beli', 'nya']",nya bagus beefungsi sih beli nya
8 bulan lalu,Cosmos 16-XDC - Ilmukelapa,bintang 5,1,"admin responsif dan,  barang datang lengkap,  kondisi jg ok",admin responsif dan barang datang lengkap kondisi jg ok,"['admin', 'responsif', 'dan', 'barang', 'datang', 'lengkap', 'kondisi', 'jg', 'ok']","['admin', 'responsif', 'dan', 'barang', 'datang', 'lengkap', 'kondisi', 'juga', 'ok']","['admin', 'responsif', 'barang', 'lengkap', 'kondisi', 'ok']","['admin', 'responsif', 'barang', 'lengkap', 'kondisi', 'ok']",admin responsif barang lengkap kondisi ok
8 bulan lalu,Cosmos CB-281 P - Blender 2 L,bintang 5,1,"sesuai deskripsi,  dan mudah dioperasikan.  tanks",sesuai deskripsi dan mudah dioperasikan tanks,"['sesuai', 'deskripsi', 'dan', 'mudah', 'dioperasikan', 'tanks']","['sesuai', 'deskripsi', 'dan', 'mudah', 'dioperasikan', 'tanks']","['sesuai', 'deskripsi', 'mudah', 'dioperasikan', 'tanks']","['sesuai', 'deskripsi', 'mudah', 'operasi', 'tanks']",sesuai deskripsi mudah operasi tanks
8 bulan lalu,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,bintang 5,1,"alhamdulillah. 
mantabs. . . 
terima kasih juragan 🙏",alhamdulillah mantabs terima kasih juragan,"['alhamdulillah', 'mantabs', 'terima', 'kasih', 'juragan']","['alhamdulillah', 'mantab', 'terima', 'kasih', 'juragan']","['alhamdulillah', 'mantab', 'terima', 'kasih', 'juragan']","['alhamdulillah', 'mantab', 'terima', 'kasih', 'juragan']",alhamdulillah mantab terima kasih juragan
