Tanggal,Produk,Rating,Ulasan,Label,Cleaning
4 bulan lalu,Cosmos Harmond CRJ-6601 - Rice Cooker 0.8 L (Black/White),bintang 3,"pengiriman oke,  cuman waktu itu pas dateng tutupnya gabisa nutup rapet. .  terus dibawa ke customer service ternyata proses claimnya ribet juga.  jadi gak kepake deh barangn. . .  ",0,pengiriman oke cuman waktu itu pas dateng tutupnya gabisa nutup rapet terus dibawa ke customer service ternyata proses claimnya ribet juga jadi gak kepake deh barangn
4 bulan lalu,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),bintang 5,"aman,  berfungsi dengan baik 👍",1,aman berfungsi dengan baik
4 bulan lalu,Cosmos ELECTRIC FAN WIF-1803 PS,bintang 5,"barang oke,  kokoh,  packaging rapi & aman produk sesuai deskripsi kualitas produk bagus.  cuma role pengiriman tidak terdeteksi,  jadi was2 barang dikirim atau tidak. ",1,barang oke kokoh packaging rapi aman produk sesuai deskripsi kualitas produk bagus cuma role pengiriman tidak terdeteksi jadi was barang dikirim atau tidak
4 bulan lalu,Cosmos Setrika Non Stick Soleplate CI-3130 N,bintang 5,"barang ok,  mudah2an awet dipakai",1,barang ok mudahan awet dipakai
4 bulan lalu,Cosmos CRJ-1031 - Rice Cooker 0.3 L Mama Suka,bintang 5,"barangnya ok,  mudah2an awet dipakai",1,barangnya ok mudahan awet dipakai
4 bulan lalu,Cosmos CGC-121 P N - Kompor Gas Portable 0.95 Kg 1 Tungku NEW,bintang 5,barang sesuai. packaging aman. recomanded,1,barang sesuai packaging aman recomanded
4 bulan lalu,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),bintang 5,pengiriman cepat produk berfungsi dengan baik,1,pengiriman cepat produk berfungsi dengan baik
4 bulan lalu,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),bintang 5,pengiriman cepat produk sesuai dan berfungsi dengan baik,1,pengiriman cepat produk sesuai dan berfungsi dengan baik
4 bulan lalu,COSMOS RICE COOKER  NON STICK CRJ 3012 O candy series ,bintang 5,"nasi matang merata,  gampang di cucinya krn ga lrngket",1,nasi matang merata gampang di cucinya krn ga lrngket
4 bulan lalu,Cosmos CB-282 P - Blender 2 L,bintang 5,"barang bagus,  dan rekomended tokonya",1,barang bagus dan rekomended tokonya
4 bulan lalu,Cosmos Harmond CRJ-6023 N MAMASUKA,bintang 5,keren abis. . .  terimakasih,1,keren abis terimakasih
4 bulan lalu,Cosmos 12-DAR N ONY - Kipas Angin Meja 12 inch,bintang 5,barang sesuai poko ny bagus,1,barang sesuai poko ny bagus
4 bulan lalu,Cosmos CB-282 P - Blender 2 L,bintang 5,barang bagus normal semua namun tutupnya tidak sesuai permintaan yng dikirimkan berbeda minta tutup gelas warna biru dikirim putih,1,barang bagus normal semua namun tutupnya tidak sesuai permintaan yng dikirimkan berbeda minta tutup gelas warna biru dikirim putih
4 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,"barang bagus dan original.  kokoh,  anginnya adem",1,barang bagus dan original kokoh anginnya adem
4 bulan lalu,Cosmos FP-313 - Food Processor 1.2 L,bintang 5,mantap berfungsi,1,mantap berfungsi
4 bulan lalu,Kipas Angin 12-PDB Electric Fan Twino (Meja dan Dinding),bintang 2,"maaf mau info terkait pengiriman harusnya tanggal 24 sept tiba sesuai estimasi pengiriman,  tapi barang sampai di tanggal 25 sept. 

untuk kelengkapan barang ada item yang. . .  ",0,maaf mau info terkait pengiriman harusnya tanggal sept tiba sesuai estimasi pengiriman tapi barang sampai di tanggal sept untuk kelengkapan barang ada item yang
4 bulan lalu,WADESTA BESI SIF-1804 S,bintang 5,rekomended,1,rekomended
4 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,sesuai deskripsi,1,sesuai deskripsi
4 bulan lalu,Cosmos NEW AIR FRYER CAF-6603,bintang 5,"pengiriman sesuai estimasi
barang sesuai deskripsi",1,pengiriman sesuai estimasi barang sesuai deskripsi
4 bulan lalu,Cosmos Food Processor FP-323 KUBA NEW PRODUK,bintang 5,pengiriman cepat.  bagus barangnya,1,pengiriman cepat bagus barangnya
4 bulan lalu,Cosmos CRJ-1031 - Rice Cooker 0.3 L Mama Suka,bintang 5,"barang sesuai dan packing rapih .  semoga awet ,  terimakasih",1,barang sesuai dan packing rapih semoga awet terimakasih
5 bulan lalu,Cosmos CB-631 HB - 3in1 Hand Blender 500 ml,bintang 5,bareng mendarat dengan aman.  cocok sebagai hadiah,1,bareng mendarat dengan aman cocok sebagai hadiah
5 bulan lalu,Cosmos NEW AIR FRYER CAF-6603,bintang 5,minus capitan nya padahal di gambar ada,1,minus capitan nya padahal di gambar ada
5 bulan lalu,Cosmos TIF-2001 s - Kipas Angin / Stand Fan 20 Inch,bintang 5,"alhamdulillah, berfungsi dgn baik, terimakasih",1,alhamdulillah berfungsi dgn baik terimakasih
5 bulan lalu,Cosmos NEW AIR FRYER CAF-6603,bintang 5,pesanan sudah diterima dengan kondisi baik. . sudah dicoba buat masak ikan dan toast roti. . semoga awet. . terima kasih 🙏🏻☺️,1,pesanan sudah diterima dengan kondisi baik sudah dicoba buat masak ikan dan toast roti semoga awet terima kasih
5 bulan lalu,Cosmos Food Processor FP-323 KUBA NEW PRODUK,bintang 5,barang sesuai dan bagus,1,barang sesuai dan bagus
5 bulan lalu,Cosmos CRJ-3126 - Rice Cooker 1.8 L (Low Watt),bintang 5,proses pesanan cepat packaging aman 🙏,1,proses pesanan cepat packaging aman
5 bulan lalu,COSMOS RICE COOKER  NON STICK CRJ 3012 O candy series ,bintang 5,nasi matang merata 👍 nasinya tahan lama 🍚 packaging rapi packaging aman 🙏,1,nasi matang merata nasinya tahan lama packaging rapi packaging aman
5 bulan lalu,Cosmos CIS-428 - Setrika Listrik,bintang 5,"barang sesuai deskripsi,  cepet sampai juga. ",1,barang sesuai deskripsi cepet sampai juga
5 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,"semua ok,  kecuali kabel yang agak pendek. ",1,semua ok kecuali kabel yang agak pendek
5 bulan lalu,Cosmos FP-300 - Food Processor 300 ml,bintang 5,paketnya udah nyampe sesuai deskripsi maaf baru di bahas terimakasih sellernya kurirnya 🙏🙏,1,paketnya udah nyampe sesuai deskripsi maaf baru di bahas terimakasih sellernya kurirnya
5 bulan lalu,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Koala,bintang 5,"barang yang dikirim sesuai,  waktu pengiriman sesuai,  packaging baik,  kondisi barang baik. ",1,barang yang dikirim sesuai waktu pengiriman sesuai packaging baik kondisi barang baik
5 bulan lalu,Cosmos Harmond CRJ-6123 - Rice Cooker 0.6 L,bintang 5,"barang yang dikirim sesuai,  waktu pengiriman sesuai,  packaging baik,  kondisi barang baik. ",1,barang yang dikirim sesuai waktu pengiriman sesuai packaging baik kondisi barang baik
5 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,mantap. . . lancar angin kenceg. . semoga awet,1,mantap lancar angin kenceg semoga awet
5 bulan lalu,Cosmos Standing  Fan 16 SAE  ( 16 INCH),bintang 5,mantap 👍👍👍,1,mantap
5 bulan lalu,Cosmos CGC-121 P N - Kompor Gas Portable 0.95 Kg 1 Tungku NEW,bintang 5,bentuknya imut.  gampang buat dibawa kemana aja.  cocok buat taro dikosan.  belum dicoba.  semoga ok semuanya.  thnx seller,1,bentuknya imut gampang buat dibawa kemana aja cocok buat taro dikosan belum dicoba semoga ok semuanya thnx seller
5 bulan lalu,Cosmos CRJ-3255 free gimmick,bintang 4,"semoga kualitasnya baik,  made in vietnam",1,semoga kualitasnya baik made in vietnam
5 bulan lalu,Cosmos 12-BFD - Kipas Angin / Box Fan 12 inch,bintang 5,"bagus.  speed 1 hening,  tapi angin ngalir.  semoga awet",1,bagus speed hening tapi angin ngalir semoga awet
5 bulan lalu,Cosmos Setrika Non Stick Soleplate CI-3120 N,bintang 5,"barang sesuai, pengiriman cepat, packing bagus",1,barang sesuai pengiriman cepat packing bagus
5 bulan lalu,Cosmos Setrika Non Stick Soleplate CI-3120 N,bintang 4,produk sih bagus. . . .  keren tapi sayang pengiriman agak lama. . . . ,1,produk sih bagus keren tapi sayang pengiriman agak lama
5 bulan lalu,Cosmos NEW AIR FRYER CAF-6603,bintang 2,katanya bonus capitan.  tapi ndak dapat.  kecewa sama cosmos,0,katanya bonus capitan tapi ndak dapat kecewa sama cosmos
5 bulan lalu,Cosmos Harmond CRJ-6601Mama Suka,bintang 4,"iyaa bener anti gores sih,  cuma ternyata lengket banget sulit.  cuma selebihnya keres siih",1,iyaa bener anti gores sih cuma ternyata lengket banget sulit cuma selebihnya keres siih
5 bulan lalu,Cosmos FP-313 - Food Processor 1.2 L,bintang 5,cosmosnya sdh diterima. . . mudah2n awet,1,cosmosnya sdh diterima mudahn awet
5 bulan lalu,Cosmos CB-171 P - Blender 1 L,bintang 5,buat hadiah. . yg dikasi suka sekali. . trims,1,buat hadiah yg dikasi suka sekali trims
5 bulan lalu,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,bintang 5,suka. .  dinyalain bareng pke ac ga jegleg.  utk kostan dgn daya 1300watt. ,1,suka dinyalain bareng pke ac ga jegleg utk kostan dgn daya watt
5 bulan lalu,Cosmos TIF-2001 s - Kipas Angin / Stand Fan 20 Inch,bintang 5,bla bla bla bla bla,1,bla bla bla bla bla
5 bulan lalu,Cosmos Setrika Listrik CI-3110 C,bintang 5,mantap . . . ,1,mantap
5 bulan lalu,Cosmos CGS-123 P BROWN - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,bintang 5,barang bagus mulus,1,barang bagus mulus
5 bulan lalu,Hand Mixer COSMIC CM-1259 (Cosmos Mixer with Container),bintang 5,barang yang dikirim lengkap barangnya original 👍,1,barang yang dikirim lengkap barangnya original
5 bulan lalu,Cosmos CRJ-8229 BSS - Rice Cooker 2 L (Tongolan Super),bintang 5,barang bagus harga oke respon pejual cepat,1,barang bagus harga oke respon pejual cepat
5 bulan lalu,Cosmos 16 WFO - Kipas Angin Dinding 16 inch,bintang 4,"kipas agak berisik dan kabel kurang panjang,  tapi secara keseluruhan lumayan lah",1,kipas agak berisik dan kabel kurang panjang tapi secara keseluruhan lumayan lah
5 bulan lalu,Cosmos Setrika Non Stick Soleplate CI-3120 N,bintang 5,makasih proses cepat. . rekomend,1,makasih proses cepat rekomend
5 bulan lalu,Cosmos Setrika Non Stick Soleplate CI-3120 N,bintang 5,"barang dikirim sesuai permintaan,  di coba  langsung berfungsi dengan baik",1,barang dikirim sesuai permintaan di coba langsung berfungsi dengan baik
5 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 4,"hal yang menyebalkan membeli produk dari official store itu,  respon lambat dan pengirimannya lama. ",1,hal yang menyebalkan membeli produk dari official store itu respon lambat dan pengirimannya lama
5 bulan lalu,"Cosmos CWD-1150 P - Dispenser Hot, Extra Hot & Fresh",bintang 5,barang langsung digunakan panas berfungsi dengan baik,1,barang langsung digunakan panas berfungsi dengan baik
5 bulan lalu,"Cosmos WADESTA 16-S033 ONY - Kipas Angin 3in1-16 inch Wall,Desk,Stand",bintang 5,anginnya kenceng,1,anginnya kenceng
5 bulan lalu,Cosmos CRJ-3301 N - Rice Cooker 1.8 L,bintang 5,mantapp,1,mantapp
5 bulan lalu,Cosmos 12 DAR N - Kipas Angin Meja 12 inch,bintang 5,"official store jadi garansinya resmi; packaging baik,  tidak ada cacat; barang berfungsi sesuai spesifikasi dan respons seller/pengiriman cepat",1,official store jadi garansinya resmi packaging baik tidak ada cacat barang berfungsi sesuai spesifikasi dan respons sellerpengiriman cepat
5 bulan lalu,Cosmos CRJ-8229 WBS - Rice Cooker 2 L (Tongolan Super),bintang 5,"pengiriman cepat,  packing aman dan rapih.  barang bagus packaging aman 🙏 packaging rapi proses pesanan cepat",1,pengiriman cepat packing aman dan rapih barang bagus packaging aman packaging rapi proses pesanan cepat
5 bulan lalu,Cosmos Blenz CB-802 - Blender 1.2 L,bintang 5,berfungsi dengan baik 👍,1,berfungsi dengan baik
5 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,oke,1,oke
5 bulan lalu,Cosmos CB-282 G - Blender 2 L,bintang 5,"respon penjual sangat cepat,  packaging rapih,  produk beroperasi dengan normal,  ada anti slipnya,  putaran nya sangat kuat,  recomended",1,respon penjual sangat cepat packaging rapih produk beroperasi dengan normal ada anti slipnya putaran nya sangat kuat recomended
5 bulan lalu,Cosmos CB-282 P - Blender 2 LJELLY STAR,bintang 4,packaging aman 🙏 respon penjualnya top,1,packaging aman respon penjualnya top
5 bulan lalu,Cosmos Harmond CRJ-6601Mama Suka,bintang 5,"packing rapi,  barang sesuai pesanan. 
kondisi baik cumq blm sempat coba. ",1,packing rapi barang sesuai pesanan kondisi baik cumq blm sempat coba
5 bulan lalu,Cosmos 12 CWF - Kipas Angin Dinding 12 inch,bintang 5,"materialnya mantap bgt,  keren designnya. ",1,materialnya mantap bgt keren designnya
5 bulan lalu,Cosmos CB-631 HB - 3in1 Hand Blender 500 ml,bintang 4,barang sudah diterima dalam keadaan bagus.  seller responsive meski saya rada kesal krn pengiriman terlambat harusnya sudah sampai dari tgl 30 baru sampai tgl 31 aug,1,barang sudah diterima dalam keadaan bagus seller responsive meski saya rada kesal krn pengiriman terlambat harusnya sudah sampai dari tgl baru sampai tgl aug
5 bulan lalu,Cosmos ELECTRIC FAN WIF-1803 S,bintang 5,kipas angin merek cosmos emang paling the best,1,kipas angin merek cosmos emang paling the best
5 bulan lalu,Cosmos Harmond CRJ-6601Mama Suka,bintang 4,untuk produk nya bagus. .  krn sdh lama pakai merk cosmos makanya beli yg merk yg sama. .  tapi pengirimannya agak lama karna nunggu antrian ya. .  smg lebih baik lagi pelayana. . .  ,1,untuk produk nya bagus krn sdh lama pakai merk cosmos makanya beli yg merk yg sama tapi pengirimannya agak lama karna nunggu antrian ya smg lebih baik lagi pelayana
5 bulan lalu,Cosmos CGC-121 P N - Kompor Gas Portable 0.95 Kg 1 Tungku NEW,bintang 5,"packing rapih dan aman, full bublewrap…

barang mulus dan nyala dengan baik",1,packing rapih dan aman full bublewrap barang mulus dan nyala dengan baik
5 bulan lalu,Cosmos Kipas Angin Besi 2 in 1 - 9-PDA,bintang 5,"alhamdulillah akhirnya sampai juga semoga awet,  anginnya mantap",1,alhamdulillah akhirnya sampai juga semoga awet anginnya mantap
5 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,berjalan dengan baik.  terima kasih,1,berjalan dengan baik terima kasih
5 bulan lalu,Cosmos 16 SNQ - Kipas Angin 2in1 16 inch (Stand & Desk),bintang 5,ok,1,ok
5 bulan lalu,Cosmos 16 SBI - Kipas Angin 2in1 16 inch (Stand & Desk),bintang 5,ok,1,ok
5 bulan lalu,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),bintang 5,ok,1,ok
5 bulan lalu,Cosmos Blenz CB-812 PC - Blender 2 L (Goblet Plastik) Plus Choper,bintang 5,ok,1,ok
5 bulan lalu,Cosmos Setrika Uap Ceramic Soleplate CI-4910 C,bintang 2,bocor bocor.  bagian bawah.  netes air banyak kali. . . ,0,bocor bocor bagian bawah netes air banyak kali
5 bulan lalu,Cosmos Rice Cooker Stainless steel CRJ 9368 2l,bintang 4,"barang bagus ,  pengiriman doang lama pake banget",1,barang bagus pengiriman doang lama pake banget
5 bulan lalu,Cosmos Standing  Fan 16 SAE  ( 16 INCH),bintang 5,nempel di lantaiiiii,1,nempel di lantaiiiii
5 bulan lalu,Cosmos CRJ-8229 WRG - Rice Cooker 2 L (Tongolan Super),bintang 5,"paket mendarat dengan aman,  terima kasih 🙏",1,paket mendarat dengan aman terima kasih
5 bulan lalu,Cosmos Harmond CRJ-6123 - Rice Cooker 0.6 L Mama Suka,bintang 5,proses pesanan cepat packaging aman 🙏semoga awet,1,proses pesanan cepat packaging aman semoga awet
5 bulan lalu,Cosmos 12 LDA - Kipas Angin Meja 12 inch,bintang 5,baguuuuus.  kipasnya gede warnanya hitam elegan.  dan kenceng kipasnya.  udara panas banget kipas ini beneran penyelamat.  udah gitu tgl 22 malem tgl 24 udah sampe pake kargo. . .  ,1,baguuuuus kipasnya gede warnanya hitam elegan dan kenceng kipasnya udara panas banget kipas ini beneran penyelamat udah gitu tgl malem tgl udah sampe pake kargo
5 bulan lalu,COSMOS RICE COOKER  NON STICK CRJ 3012 B candy series ,bintang 5,bagus barangnya . oke lah sip . cuman pengirimannya lama nyampenya,1,bagus barangnya oke lah sip cuman pengirimannya lama nyampenya
6 bulan lalu,Hand Mixer COSMIC CM-1259 (Cosmos Mixer with Container),bintang 5,"proses cepat,  paket sampai tujuan dengan aman. 
barang berfungsi normal.  terimakasih!",1,proses cepat paket sampai tujuan dengan aman barang berfungsi normal terimakasih
6 bulan lalu,Cosmos 16-WFG - Wall Fan - 16 Inch,bintang 5,"top 💪
yg laen bengbeng",1,top yg laen bengbeng
6 bulan lalu,Cosmos CRJ-1001 N - Rice Cooker 0.6 L,bintang 5,"packing aman,  barang berfungsi dengan baik. . ",1,packing aman barang berfungsi dengan baik
6 bulan lalu,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,bintang 5,aman dan amanah.  keep it up.  terima kasih,1,aman dan amanah keep it up terima kasih
6 bulan lalu,Cosmos CRJ-3126 - Rice Cooker 1.8 L (Low Watt),bintang 5,nasi matang merata 👍 nasinya tahan lama 🍚 gampang dibersihkan garansi terjamin mutu terjamin sni penjualnya ramah banget ringan tapi kokoh packaging aman 🙏 proses pesa. . .  ,1,nasi matang merata nasinya tahan lama gampang dibersihkan garansi terjamin mutu terjamin sni penjualnya ramah banget ringan tapi kokoh packaging aman proses pesa
6 bulan lalu,Cosmos 16 SBI - Kipas Angin 2in1 16 inch (Stand & Desk),bintang 5,sippp,1,sippp
6 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,ok terimakasih . . ,1,ok terimakasih
6 bulan lalu,Cosmos Rice Cooker Non Stick CRJ-5508 BC - 2.5L,bintang 5,"barang oke,  tp pngiriman ampun2,  pakai instan tp hampir aja dkirimnya bsk nya,  tp alhamdulillah bs dkirim per hr itu juga",1,barang oke tp pngiriman ampun pakai instan tp hampir aja dkirimnya bsk nya tp alhamdulillah bs dkirim per hr itu juga
6 bulan lalu,COSMOS RICE COOKER  NON STICK CRJ 3012 B candy series ,bintang 4,"nasi matang merata,  anti lengket bener,  tp baru 2 kali dipake lampu indikator warm nya mati dan saat ngambil nasi pannya gerak² jadi harus dipegangin pinggirannya,  over a. . .  ",1,nasi matang merata anti lengket bener tp baru kali dipake lampu indikator warm nya mati dan saat ngambil nasi pannya gerak jadi harus dipegangin pinggirannya over
6 bulan lalu,Cosmos Harmond CRJ-6601Mama Suka,bintang 5,nasi matang merata 👍 nasinya tahan lama 🍚 mutu terjamin sni gampang dibersihkan,1,nasi matang merata nasinya tahan lama mutu terjamin sni gampang dibersihkan
6 bulan lalu,Cosmos CRJ-3307 CGMBORI,bintang 5,nasi matang merata 👍 nasinya tahan lama 🍚 gampang dibersihkan mutu terjamin sni,1,nasi matang merata nasinya tahan lama gampang dibersihkan mutu terjamin sni
6 bulan lalu,Cosmos Rice Cooker Stainless steel CRJ 9368 2l,bintang 5,"barangnya sesuai deskripsi. .  sudah dicoba dan hasilnya ok,  rasa nasinya tidak berubah",1,barangnya sesuai deskripsi sudah dicoba dan hasilnya ok rasa nasinya tidak berubah
6 bulan lalu,Cosmos COTG-550 - Tritan Bottle 570 ml - Tosca,bintang 5,"pesen tosca datang ungu ,  ga masalah sih yg penting barang nyampe aman",1,pesen tosca datang ungu ga masalah sih yg penting barang nyampe aman
6 bulan lalu,Cosmos CFP 26 R TB Krips,bintang 5,material produk bagus kualitas produk bagus produk original ukuran produk sesuai,1,material produk bagus kualitas produk bagus produk original ukuran produk sesuai
6 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,"berfungsi dengan baik ,  pengiriman cepat dan aman dengan menggunakan buble wrap , ulasan lain nanti lagi saya akan ulas",1,berfungsi dengan baik pengiriman cepat dan aman dengan menggunakan buble wrap ulasan lain nanti lagi saya akan ulas
6 bulan lalu,Cosmos CB-282 G - Blender 2 L,bintang 5,"barang sesuai seperti di photo lengkap pengirimannya cepat,  semoga tahan lama",1,barang sesuai seperti di photo lengkap pengirimannya cepat semoga tahan lama
6 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 4,murnya kurang yg panjang jd harus beli sendiri di toko,1,murnya kurang yg panjang jd harus beli sendiri di toko
6 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,mantap,1,mantap
6 bulan lalu,Cosmos CM-1679 - Hand Mixer,bintang 1,"boydy barangnya kusam tidak mengkilat sperti barang baru,  entahlah. . .  kya sering kegesek2 pemakaian lama",0,boydy barangnya kusam tidak mengkilat sperti barang baru entahlah kya sering kegesek pemakaian lama
6 bulan lalu,Cosmos CB-282 P - Blender 2 L,bintang 5,pengiriman cepat. . d packing rapi,1,pengiriman cepat packing rapi
6 bulan lalu,Cosmos 12 CWF - Kipas Angin Dinding 12 inch,bintang 5,ok,1,ok
6 bulan lalu,Cosmos Setrika Ceramic Sole Plate CI-3150 C,bintang 5,terbaiklah nyetrika jadi cept hanya saja berat jadi pegelnya berasa belakangan yahhh drpd pegel kelamaan nyetrika,1,terbaiklah nyetrika jadi cept hanya saja berat jadi pegelnya berasa belakangan yahhh drpd pegel kelamaan nyetrika
6 bulan lalu,Cosmos CRJ-1031 - Rice Cooker 0.3 L Mama Suka,bintang 5,nasi matang merata 👍 gampang dibersihkan nasinya tahan lama 🍚 mutu terjamin sni ringan tapi kokoh garansi terjamin penjualnya ramah banget packaging aman 🙏 proses pesa. . .  ,1,nasi matang merata gampang dibersihkan nasinya tahan lama mutu terjamin sni ringan tapi kokoh garansi terjamin penjualnya ramah banget packaging aman proses pesa
6 bulan lalu,Cosmos CFP 18 R - Frying Pan 18 cm - TBKRIPS,bintang 5,material produk bagus kualitas produk bagus produk original,1,material produk bagus kualitas produk bagus produk original
6 bulan lalu,Cosmos CRJ-3307 GMBORI,bintang 5,nasi matang merata 👍 nasinya tahan lama 🍚 gampang dibersihkan mutu terjamin sni garansi terjamin ringan tapi kokoh packaging rapi packaging aman 🙏 penjualnya ramah ban. . .  ,1,nasi matang merata nasinya tahan lama gampang dibersihkan mutu terjamin sni garansi terjamin ringan tapi kokoh packaging rapi packaging aman penjualnya ramah ban
6 bulan lalu,Cosmos Setrika Ceramic Sole Plate CI-3150 C,bintang 5,sesuai pesanan 🙏🙏,1,sesuai pesanan
6 bulan lalu,Cosmos CRJ-1031 - Mini Portable Digital Rice Cooker 0.3 L,bintang 5,sesuai pesanan 🙏🙏,1,sesuai pesanan
6 bulan lalu,Cosmos Setrika Listrik CI-3110 C,bintang 5,barang sampai dalam kondisi baik.  enak banget digunakannya.  enteng.  licin.  recomended 👍,1,barang sampai dalam kondisi baik enak banget digunakannya enteng licin recomended
6 bulan lalu,Cosmos CI-318 - Electric Iron (Non Stick Soleplate),bintang 5,"harga bersaing. . .  response kilat. . kemasan pakai buble tebel. . . 
barang original. . .  cepet sampe. . . 

recomended seller !!",1,harga bersaing response kilat kemasan pakai buble tebel barang original cepet sampe recomended seller
6 bulan lalu,Cosmos Harmond CRJ-6288 - Rice Cooker 2 L (Red/Green/Blue),bintang 5,"original,  bergaransi,  dan berfungsi dgn baik 👍👍",1,original bergaransi dan berfungsi dgn baik
6 bulan lalu,Cosmos Blenz CB-801 Pink - Blender 1.5 L (Pink),bintang 5,berfungsi dengan baik,1,berfungsi dengan baik
6 bulan lalu,Cosmos 007-Pundi - Sarana Penyimpan Beras 7 Kg,bintang 5,ok,1,ok
6 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,barang diterima dengan baik.  packing aman dan sesuai deskripsi.  semoga awet seterusnya.  thanks,1,barang diterima dengan baik packing aman dan sesuai deskripsi semoga awet seterusnya thanks
6 bulan lalu,"Cosmos CWD-5603 - Dispenser Hot, Fresh & Cold",bintang 5,"sesuai harapan,  pengiriman cepat,  fungsi berjalan baik. ",1,sesuai harapan pengiriman cepat fungsi berjalan baik
6 bulan lalu,COSMOS RICE COOKER  NON STICK CRJ 3012 B candy series ,bintang 5,"sesuai harapan 
bagus banget ni,  udah d coba masak nasi matangnya sempurna,  terus ga lengket juga👍🏼 
mantap pokoknya",1,sesuai harapan bagus banget ni udah coba masak nasi matangnya sempurna terus ga lengket juga mantap pokoknya
6 bulan lalu,Cosmos Setrika Non Stick Soleplate CI-3120 N,bintang 5,setrikanya ringan & ada garansi 1 tahun,1,setrikanya ringan ada garansi tahun
6 bulan lalu,Cosmos CB-282 P - Blender 2 LJELLY STAR,bintang 5,"sesuai dg pesanan
pengiriman cepat sesuai estimasi
semoga awet ya cosmos",1,sesuai dg pesanan pengiriman cepat sesuai estimasi semoga awet ya cosmos
6 bulan lalu,Cosmos CWD-1060 - Mini Portable Dispenser (Hot&Fresh),bintang 5,"barang sesuai dg ekspektasi,  berfungsi dg baik,  pengiriman cepat",1,barang sesuai dg ekspektasi berfungsi dg baik pengiriman cepat
6 bulan lalu,Cosmos CB-282 P - Blender 2 LJELLY STAR,bintang 5,pisaunya tajam 👍 gampang dipakai proses pesanan cepat,1,pisaunya tajam gampang dipakai proses pesanan cepat
6 bulan lalu,Cosmos CRJ-1001 N - Rice Cooker 0.6 L,bintang 5,barang nya bagus dan packing nya ok banget. ,1,barang nya bagus dan packing nya ok banget
6 bulan lalu,Cosmos Setrika Listrik CI-3110 C,bintang 5,mantap,1,mantap
6 bulan lalu,Cosmos CRJ-101 N - Rice Cooker 0.6 L,bintang 5,"barang ori,  cpt dikrm",1,barang ori cpt dikrm
6 bulan lalu,Cosmos CB-631 HB - 3in1 Hand Blender 500 ml,bintang 4,"barang ori,  bubble wrap tebal,  sampai rumah bener bener cepet",1,barang ori bubble wrap tebal sampai rumah bener bener cepet
6 bulan lalu,Cosmos Harmond CRJ-6031 N- Rice Cooker 2 L,bintang 3,"pengirimannya mungkin yg harus di perbaiki,  soalnya telat parah",0,pengirimannya mungkin yg harus di perbaiki soalnya telat parah
6 bulan lalu,Cosmos Food Processor FP-323 KUBA NEW PRODUK,bintang 5,"paket dipacking rapi dan aman pake bubble,  berfungsi dengan baik,  sesuai ekspektasi,  terima kasih seller",1,paket dipacking rapi dan aman pake bubble berfungsi dengan baik sesuai ekspektasi terima kasih seller
6 bulan lalu,Cosmos Rice Cooker Non Stick CRJ-8228 W - 2.0L,bintang 5,cepat sampai packing aman,1,cepat sampai packing aman
6 bulan lalu,Cosmos Rice Cooker Harmond CRJ-6028 G - 1.2L,bintang 5,packing mantap buble wrap aman,1,packing mantap buble wrap aman
6 bulan lalu,Cosmos CRJ-3306 - Rice Cooker 1.8 L (Low Watt),bintang 5,"bagus,  mantap. ",1,bagus mantap
6 bulan lalu,COSMOS RICE COOKER  NON STICK CRJ 3012 B candy series ,bintang 5,"barang ok,   respon penjualnya top packaging rapi ringan tapi kokoh",1,barang ok respon penjualnya top packaging rapi ringan tapi kokoh
6 bulan lalu,Cosmos CB-282 G - Blender 2 L,bintang 5,mantap,1,mantap
6 bulan lalu,Cosmos Rice Cooker Harmond CRJ-6028 G - 1.2L,bintang 5,"proses lancar,  packing aman di bubblewrap 👍",1,proses lancar packing aman di bubblewrap
