Nama Pengguna,Produk,Rating,Ulasan,Tanggal
Nur,Cosmos Blenz CB-802 - Blender 1.2 L,bintang 4,semoga tidak seperti brand sebelah...lbh mahal malah cepet rusak..blm juga 1 bulan..hadeuhh,2 minggu lalu
A***m,Cosmos Setrika Non Stick Soleplate CI-3120 N,bintang 5,"bagus, ringan cepat panas, semoga awet",2 minggu lalu
upi,Cosmos 9-LDA TWINO - Kipas Angin 2in1 - 9 inch (Desk & Wall),bintang 5,"ok, barang dikirim sesuai pesanan. ternyata ukurannya ga kecil-kecil banget. bahannya kokoh, anginnya kenceng. semoga awet. thank you-imnida, min.",2 minggu lalu
Harry,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,bintang 5,"Barangnya sudah ditest oke.
Tidak ada indikator suhu.
Tapi otomatis akan mati klau sudah mendidih",2 minggu lalu
rengga,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,drumah udh ada 3kipas angin dg model yg sama🤣jd cari yg paling murah dg model yg sama.,3 minggu lalu
BONDAN,Cosmos CB-171 P - Blender 1 L,bintang 5,"Produk sesuai dgn pesanan, pengiriman normal....",3 minggu lalu
Eric,Cosmos 16 WFO - Kipas Angin Dinding 16 inch,bintang 1,"yang satu baling""nya beda jadi putihnya tidak bisa masuk, dan chat untuk solusi tidak ada respon sama sekali dari pihak toko",3 minggu lalu
Andi,Cosmos CIS-418 - Setrika Listrik,bintang 5,barang sesui yg dipesan,3 minggu lalu
Jeanny,Cosmos CRJ-1031 - Mini Portable Digital Rice Cooker 0.3 L,bintang 5,"Bentuknya Bagus, blm ditest, semoga ok",3 minggu lalu
Agus,Cosmos CB-281 P - Blender 2 L,bintang 5,"terima kasih seller...atas info cara pemakaian nya,sudah bisa di pakai",3 minggu lalu
Eki,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Tiger,bintang 1,"Mutu Toko & Produk 0/10 👎👎👎 ,Alamat salah ,sampai saya harus tambah biaya ke kurir supaya diantar sesuai alamat yg tertera di tokped & Barang penyok parah ,Pac... ",3 minggu lalu
Wahyu,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,bintang 5,Produk ori dan berkualitas. design modern dan praktis sesuai dengan deskripsi.recommended seller.,3 minggu lalu
D***g,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,bintang 5,👍,3 minggu lalu
D***e,Cosmos CGC-123 P RED - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,bintang 5,Belum dicoba. Semoga berfungsi bagus dan awet,3 minggu lalu
Naufal,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Tiger,bintang 1,"memilih pengiriman instant 3 jam dimaksudkan agar cepat dipakai dan hasilnya masih di proses sampai h+1
dengan alasan sedang mengalami kendala sistem penginputan",3 minggu lalu
Femmi,Cosmos Harmond CRJ-6368 - Rice Cooker 2 L,bintang 5,pengiriman oke barang bagus,3 minggu lalu
Mas,Hand Mixer COSMIC CM-1259 (Cosmos Mixer with Container),bintang 5,"produk original dan berfungsi dengan baik.
respon seller baik
pengiriman cepat
terima kasih",3 minggu lalu
I***i,Cosmos 12-DAR N ONY - Kipas Angin Meja 12 inch,bintang 5,"barang original, spek sesuai, pengiriman lumayan lama",3 minggu lalu
ARDIYAN,Cosmos CTL-211 - Ketel Elektrik 0.8 L,bintang 5,Produk sesuai deskripsi. Jenis produk sesuai pesanan. Berfungsi dengan baik dengan bahan yang berkualitas.,3 minggu lalu
Tondo,Cosmos CRJ-1803 - Rice Cooker 1.2 L,bintang 5,"packing bagus dan aman, produk bagus ukuran pas untuk keluarga dengan 3 orang",3 minggu lalu
Z***a,Cosmos Blenz CB-832PC - Blender 2 L,bintang 5,hasil blend bumbu keringnya lumayan halus,3 minggu lalu
Inda,16WFGR,bintang 5,"Barangnya berfungsi dengan baik, dan membuat ruangan jadi adem. Mantab jiwaaa 👍👍👍",3 minggu lalu
Fakhrurazi,Cosmos Rice Cooker Stainless steel CRJ 9368 2l,bintang 5,bArang ok baik mulus Rekomendasi mantap. hasil memasaknya baik tidak merubah rasa.,4 minggu lalu
T***y,Cosmos CRJ-1803 - Rice Cooker 1.2 L,bintang 1,"barang tidak lengkap, piringan bagian atas tidak Ada. bisa2nya Official store begini. kecewa banget....",4 minggu lalu
Tri,Cosmos CO-9909 W - Oven 9 L,bintang 5,"barang cepat sampai, blm dicoba moga gak masalah",4 minggu lalu
Yudha,Cosmos CTL-210 - Ketel Elektrik 1.2 L,bintang 5,"mantap, mantul bos",4 minggu lalu
Deswati,Cosmos Blender - Big Capacity - CB-282 AP - 2 liter,bintang 5,"Barang Original & di packing dengan aman. 
Barang berfungsi dengan baik.",1 bulan lalu
j***n,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,"barang sesuai order , blm dipasang , semoga awet",1 bulan lalu
Diptya,Cosmos Standing  Fan 16 SAE  ( 16 INCH),bintang 5,semoga awet,1 bulan lalu
Oni,Cosmos CRJ-8229 WRG - Rice Cooker 2 L (Tongolan Super),bintang 5,Nasi matang merata 👍 Proses pesanan cepat Penjualnya ramah banget Respon penjualnya top Packaging rapi Packaging aman 🙏 Mutu terjamin SNI Ringan tapi kokoh,1 bulan lalu
S***a,Cosmos CRJ-3301 - Rice Cooker 1.8 L,bintang 5,"Mantep, normal semoga awet",1 bulan lalu
S***i,Cosmos CRJ-3306 - Rice Cooker 1.8 L (Low Watt),bintang 5,Brg bgs 👍👍,1 bulan lalu
indra,Cosmos 16-WFG - Wall Fan - 16 Inch,bintang 4,"barang bagus, keterangan nya sih garansi motor 5 tahun, mudah2 an aja bener",1 bulan lalu
Y***i,Cosmos NEW AIR FRYER CAF-6603,bintang 5,Sudah digunakan dan aman. Semoga aman terus dan awet. Terimakasih,1 bulan lalu
A***a,"Cosmos WADESTA 16-S033 ONY - Kipas Angin 3in1-16 inch Wall,Desk,Stand",bintang 5,"recommend seller, produk asli dan berkualitas",1 bulan lalu
S***i,Cosmos NEW AIR FRYER CAF-6603,bintang 5,Utk kado jd tdk bisa tes. Pengiriman lumayan lama 1 minggu.,1 bulan lalu
Dora,Cosmos CGC-121 P N - Kompor Gas Portable 0.95 Kg 1 Tungku NEW,bintang 5,Oke,1 bulan lalu
S***o,Cosmos Harmond CRJ-6601 - Rice Cooker 0.8 L (Black/White),bintang 5,oke.. berfungsi baik..,1 bulan lalu
R***a,Cosmos CB-282 P - Blender 2 L,bintang 3,Seller slow respon. Packaging nya lama. Harus nunggu sehari lebih baru dikirim. Untungnya kurirnya cepet proses shipping nya. Packaging nya juga biasa banget. Cuma bubble... ,1 bulan lalu
T***a,Cosmos 16 COCN - Kipas Angin Dinding 16 inch (Orbit Ceiling Fan),bintang 5,Barangnya original jd dapat garansi juga. pasangnya gampang dan berfungsi dg baik.,1 bulan lalu
Y***i,Cosmos CRJ-1001 N - Rice Cooker 0.6 L,bintang 4,"barang ok.
tapi pengirimannya lama banget",1 bulan lalu
Y***s,Cosmos Blenz CB-812 GC - Blender 2 L (Goblet Kaca) Plus Choper ,bintang 5,Tadi coba bisa nyala mutar,1 bulan lalu
Muhammad,Cosmos Kompor Induksi Listrik 1 Tungku CIC-951,bintang 5,barang datang dalam kondisi baik,1 bulan lalu
Ria,Cosmos Rice Cooker Non Stick CRJ-8228 B - 2.0L,bintang 5,"rice cooker sdh di terima, di tes nyala, hy pas di pencet cook koq lgsg lompat ke warm, terus aja gt. smg gk rusak ya, tp barang aman gk ada yg penyok, mksh 🙏🏻",1 bulan lalu
Mas,Cosmos Blender - Big Capacity - CB-282 AP - 2 liter,bintang 5,"Barang Original, kondisi barang saat datang baik tanpa cacat, respon pejual bagus, good job",1 bulan lalu
A***i,Cosmos Food Processor FP-323 KUBA NEW PRODUK,bintang 5,"cantik barangnya, pengemasannya juga aman sehingga diterima dengan selamat...
untuk kinerjanya, pas dicoba untuk kacang buat bumbu kacang jago banget sampe halus... tapi... ",1 bulan lalu
Apriyanti,Cosmos Ketel Listrik CTL-618N -1.2L,bintang 5,"Barang diterima dengan baik, sudah dicoba dan berfungsi dengan baik.",1 bulan lalu
A***s,Cosmos Food Processor FP-323 KUBA NEW PRODUK,bintang 1,"checkout 31 Desember baru di kirim 3 Januari

saran aja jika produk tidak termasuk penjualan mending gambar ke 4,5 dan 6 di hapus aja",1 bulan lalu
R***a,COSMOS RICE COOKER  NON STICK CRJ 3012 O candy series ,bintang 5,sayang gak ada tampungan airnya jadi mleber kemana mana,1 bulan lalu
Y***i,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,bintang 5,bagus,1 bulan lalu
I***a,"Cosmos CWD-5603 - Dispenser Hot, Fresh & Cold",bintang 5,Pengiriman lambat,1 bulan lalu
Raihan,Cosmos CB-281 G - Blender 2 L,bintang 1,JANGAN PERNAH BELI DISINI PACKING AMATIR BARANG DALAM BOX TDK DI WRAP RUSAK TDK DIGANTI,1 bulan lalu
Bona,Cosmos CB-282 P - Blender 2 L,bintang 5,mantap,1 bulan lalu
I***n,Cosmos CRJ-3306 - Rice Cooker 1.8 L (Low Watt),bintang 1,Ga di kasih hadiahh,1 bulan lalu
A***r,Cosmos 12 DAR N - Kipas Angin Meja 12 inch,bintang 5,Sesuai pesanan. Original Official. Semoga awet barangnya. Terima kasih 🙏,1 bulan lalu
Lambertus,Cosmos CRJ-1031 - Mini Portable Digital Rice Cooker 0.3 L,bintang 5,"Barang diterima dengan baik, pengiriman jg cepat",1 bulan lalu
Anjar,"Cosmos WADESTA 16-S033 ONY - Kipas Angin 3in1-16 inch Wall,Desk,Stand",bintang 5,"Joooosss,.",1 bulan lalu
D***a,Cosmos Kipas Angin Ceiling Fan 56 - CBA,bintang 5,Hehee salah pilih ukuran jadi blm dipakai.. Semoga nanti bisa dipakai dan awet.. Pengiriman oke,1 bulan lalu
Bambang,Cosmos Blenz CB-832PC - Blender 2 L,bintang 5,"sesuai pesanan, pengiriman cepat",1 bulan lalu
D***a,Cosmos Blenz CB-802 - Blender 1.2 L,bintang 4,"barang original, kualitas baik, dipake juga berfungsi dengan baik, tapi adminnya rada lama nih respon nya, saran kedepannya adminnya kudu gercep bales, kalau emang g bisa... ",1 bulan lalu
A***n,Cosmos CRJ-8229 WRG - Rice Cooker 2 L (Tongolan Super),bintang 5,"rice cooker nampak elegan. warna juga demikina. untuk coba rasa belum yah. krn belum di pakai. kardus mulus, sayang ada bagian yang gak terlalu nempel di tombol dan lampu... ",1 bulan lalu
A***i,Cosmos CB-282 G - Blender 2 L,bintang 5,Barangnya sudah sampai dan sesuai. Terima kasih! 🙏🏻,1 bulan lalu
T***a,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,bintang 5,minimalis dan mudah digunakan,1 bulan lalu
Fadhli,Cosmos Standing  Fan 16 SAE  ( 16 INCH),bintang 5,"Pengiriman aman pakai bubble wrap, perakitan gampang, kelihatan sudah QC karena ada bekas sidik jari dan sticker disekitar switch box, sudah dipakai 1 minggu belum ada ma... ",1 bulan lalu
Ardi,Cosmos CRJ-3020 G - Gas Rice Cooker 20 L,bintang 5,respon cepat barang mantap,1 bulan lalu
S***o,Cosmos Standing  Fan 16 SAE  ( 16 INCH),bintang 5,Barang sesuai deskripsi,1 bulan lalu
S***o,Cosmos CCM-307 N - Coffee Maker 0.65 Liter,bintang 5,Barang sesuai deskripsi,1 bulan lalu
Y***a,Cosmos Blenz CB-832PC - Blender 2 L,bintang 1,ini bau kebakar dan nyetrum. udahlah mau complain terlanjur males. mesin blender kan emang bisa mati sendiri nanti nyala lagi sendiri. baru dipake buat jus buah bit + wor... ,1 bulan lalu
Noer,Stand Mixer COSMIC CM-1269 (Cosmos Mixer with Container),bintang 5,Barang yang dikirim lengkap,1 bulan lalu
John,Cosmos Harmond CRJ-6601 - Rice Cooker 0.8 L (Black/White),bintang 5,sesuai pesanan dan proses pengiriman cepat,1 bulan lalu
E***o,Cosmos 16-WFGRR - Wall Fan - 16 Inch,bintang 5,Udara jadi sejuk,1 bulan lalu
E***a,Cosmos Blenz CB-812 GC - Blender 2 L (Goblet Kaca) Plus Choper ,bintang 5,Produk d terima dng aman dan berfungsi dng baik.terima kasih,1 bulan lalu
Siti,Cosmos Blenz CB-832PC - Blender 2 L,bintang 5,"Barang sesuai lengkap, pengiriman dan packing bagus, belum di coba semoga amn dan awet",1 bulan lalu
R***i,Cosmos CB-281 P - Blender 2 L,bintang 5,"cepet bgt pengemasan barangnya, pesen siang, malem sampe pake jasa same day. Blendernya juga bagus, pisau tajam, sudah coba jus buah jg mantapp",1 bulan lalu
WANG,Cosmos CGS-123 P BROWN - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,bintang 5,"respon penjual cepat, kiriman rapi, ada bonus kalender 2024, terima kasih toko pedia.",2 bulan lalu
S***l,Cosmos Rice Cooker Non Stick CRJ-3121 AF- 1.8L,bintang 5,barang bagus. pengiriman baik. hanya ongkir mahal ya..,2 bulan lalu
Rohmat,Cosmos Blenz CB-802 - Blender 1.2 L,bintang 5,"packing rapi, sementara masih blm dicoba",2 bulan lalu
Rifa,Cosmos CB-282 G - Blender 2 L,bintang 5,"barang nyampe dengan selamat,gaada cacat barang atau apapun.langsung dicoba",2 bulan lalu
Arif,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,"reviews nya kebelet ke tolilet, 
kipas dr official store mah.
kita ga pernah ragu dgn garansinya.
makasih official store.",2 bulan lalu
dewi,Cosmos CIS-418 - Setrika Listrik,bintang 5,ok,2 bulan lalu
N***n,Cosmos Harmond CRJ-6288 - Rice Cooker 2 L (Red/Green/Blue),bintang 5,"Mendarat , diterima dengan aman, bagus keluarga suka. Pengiriman kargo nya mantap",2 bulan lalu
W***s,Cosmos CGS-123 P BROWN - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,bintang 5,Barang berkualitas 👍,2 bulan lalu
A***a,Cosmos CB-282 G - Blender 2 L,bintang 5,"Tiba tepat waktu, semuanya dalam keadaan baik dan lengkap, pengepakan juga sangat baik. Belum dicoba sih, tapi saya percaya produk cosmos baik adanya.",2 bulan lalu
Muhamad,Cosmos CRJ-1803 - Rice Cooker 1.2 L,bintang 5,mantappp,2 bulan lalu
S***i,Cosmos CGS-123 P BROWN - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,bintang 5,keren banget asliiii,2 bulan lalu
S***a,Cosmos Food Processor FP-323 KUBA NEW PRODUK,bintang 5,blm dicoba..semoga awet,2 bulan lalu
rahmad,Cosmos CO-9909 B - Oven 9 L,bintang 5,bagus,2 bulan lalu
a***r,Cosmos 16-WFG - Wall Fan - 16 Inch,bintang 5,mantaplah,2 bulan lalu
I***a,Cosmos Rice Cooker Harmond CRJ-6028 V - 1.2L,bintang 5,Nasi matang merata 👍 Proses pesanan cepat Packaging aman 🙏,2 bulan lalu
F***n,Cosmos CRJ-101 N - Rice Cooker 0.6 L,bintang 5,Rice cookernya bagus dan berfungsi sebagaimana mestinya👍🏻,2 bulan lalu
Rima,Cosmos Food Processor FP-323 KUBA NEW PRODUK,bintang 5,"bagus suaranya halus.
tapi untuk pngganti ulekan kurang..",2 bulan lalu
B***G,New Mixer STAND CM 1669 COSMIX,bintang 5,barang asli & garansi resmi cosmos official store terpercaya,2 bulan lalu
Sarifudin,Hand Mixer COSMIC CM-1259 (Cosmos Mixer with Container),bintang 5,alhamdulillah sesuai pesanannya,2 bulan lalu
J***h,Cosmos CM-1659 - Hand Mixer,bintang 5,"brg sesuai pesanan, berfungsi dgn baik, pengiriman cepat, packing sangat tebal dan aman",2 bulan lalu
J***h,Cosmos CRJ-1803 - Rice Cooker 1.2 L,bintang 5,"brg sesuai pesanan, berfungsi dgn baik, pengiriman cepat, packing sangat tebal dan aman",2 bulan lalu
Albertus,Cosmos CRJ-101 N - Rice Cooker 0.6 L,bintang 5,semoga barangnya awet,2 bulan lalu
M***n,Cosmos CB-282 P - Blender 2 L,bintang 5,"barang  bagussss sesuai di gambar  & pengiriman cepatt 
terimakasih seller.. sya doa kan larisss jualanyaa amin",2 bulan lalu
R***i,Cosmos CRJ-1803 - Rice Cooker 1.2 L,bintang 5,barang sesuai pesanan dan berfungsi,2 bulan lalu
R***i,Cosmos Setrika Non Stick Soleplate CI-4110 N,bintang 5,barang sesuai pesanan,2 bulan lalu
MUNTOFINGAH,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,barang berfungsi dgn baik.aman thanks,2 bulan lalu
Widodo,Cosmos Blenz CB-832PC - Blender 2 L,bintang 5,Alhamdulillah brng mendarat dgn sempurna ditrima dgn baik.trims Pisaunya tajam 👍 Ringan tapi kokoh Proses pesanan cepat Packaging rapi,2 bulan lalu
Enggal,Cosmos Setrika Non Stick Soleplate CI-3120 N,bintang 5,oke,2 bulan lalu
Lutfi,Cosmos CJ-3920 - Slow Juicer 600 ml (Blue/Red),bintang 5,"Pemakaian kedua udh rusak hahaha, tapi lagi proses service, semoga cepet selesai perbaikannya",2 bulan lalu
Imasyunita,Cosmos CB-282 G - Blender 2 L,bintang 5,Packing aman,2 bulan lalu
S***n,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Kucing(Cat),bintang 5,barang bagus. cuma pengiriman lama bangat kayak ke luar negeri 🤣,2 bulan lalu
R***d,Cosmos CRJ-1031 - Mini Portable Digital Rice Cooker 0.3 L,bintang 5,Barangnya sesuai pesanan. Good seller.,2 bulan lalu
Nana,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,pengiriman cepat,2 bulan lalu
Indun,Cosmos CGC-121 P N - Kompor Gas Portable 0.95 Kg 1 Tungku NEW,bintang 5,mantaps berkualitas,2 bulan lalu
m***d,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 4,"Pengganjal besi di baling2 plastik nya patah, mau komplain tapi ribet ngurus nya dan lagi butuh segera.",2 bulan lalu
Rony,Cosmos Rice Cooker Harmond CRJ-6028 G - 1.2L,bintang 5,"Proses pesanan cepat.
Respon penjualnya top.
Packaging rapi.
Sudah dicoba tes, pemanas berfungsi dengan baik.
Ngga pilih warna dan dikirim warna hijau, cocok sama alat da... ",2 bulan lalu
Anjar,Cosmos NEW AIR FRYER CAF-6603,bintang 5,"barang cepat sampai.
mantaf",2 bulan lalu
Muhammad,16WFGR,bintang 5,mantapp👍👍,2 bulan lalu
Dzakwan,Cosmos Standing  Fan 16 SAE  ( 16 INCH),bintang 2,Bayar Hari Rabu tapi baru dikirim Kamis. Ditambah baru sampai Di tangan hari Sabtu. Padahal bayar delivery next day yang pricenya sama dengan harga barangnya. Tolong lebi... ,2 bulan lalu
F***N,Cosmos Rice Cooker Non Stick CRJ-8228 B - 2.0L,bintang 5,barang aman  sampai tujuan,2 bulan lalu
K***i,Kipas Angin 16-PDB Electric Fan Twino (Meja dan Dinding),bintang 5,setelah di rangkai suaranya berisik,2 bulan lalu
N***n,Cosmos CB-281 G - Blender 2 L,bintang 5,barang original pengiriman cepat,2 bulan lalu
beduluye,Cosmos CRJ-101 N - Rice Cooker 0.6 L,bintang 5,"Produk mantap udah dicoba joss
Seller responsive",2 bulan lalu
H***s,Cosmos Rice Cooker Stainless Steel CRJ-9308 - 2 L,bintang 2,"Pengiriman gak ada komplain, cuman rice cookernya yang bermasalah. Nyoba masak beras 1 liter belom mateng tapi udah ctek duluan, diulang lagi masaknya berkali kali tetep... ",2 bulan lalu
Fifi,COSMOS RICE COOKER  NON STICK CRJ 3012 O candy series ,bintang 5,"Bener2puas ama barang nya n pelayanan toko... kondisi barang sampe dgn amam, udh dites hasilnya nasi  matang,,,, watt kecil..👍",2 bulan lalu
Hadi,Cosmos COTG-550 - Tritan Bottle 570 ml - Black,bintang 5,bagus original cuma minus di pengiriman yang super lama.. 20 hr mungkin baru sampai,2 bulan lalu
Zhiie,Cosmos CB-282 P - Blender 2 L,bintang 5,"Produk original dan berfungsi dengan baik.
Produk lengkap dan aman tidak ada yg pecah atau rusak , cuma kecewa aja kirain tutupnya warna biru seperti yg digambar tau nya... ",2 bulan lalu
Miftahuddin,Cosmos NEW AIR FRYER CAF-6603,bintang 5,Produk original. Semoga awet.,3 bulan lalu
Firman,Cosmos Food Processor FP-323 KUBA NEW PRODUK,bintang 5,Alhamdulillah sudah sampai dan berfungsi dengan baik. Insya Allah awet. Terima kasih banyak. ✌️,3 bulan lalu
Ida,Cosmos CRJ-9303 - Rice Cooker 2 L,bintang 5,puas,3 bulan lalu
A***i,Cosmos Rice Cooker Harmond CRJ-6028 G - 1.2L Mama Suka,bintang 5,"sesuai diskripsi,sesuai dgn yg ingin sy beli,packing standar,respon penjual ok,over all ok,thx",3 bulan lalu
Alpi,Cosmos FP-300 - Food Processor 300 ml,bintang 5,"barang lengkap dan berfungsi sempurna. tapi untuk menghaluskan bumbu hasilnya kasar, karna mata pisaunya cuma 2.",3 bulan lalu
Iman,Cosmos CB-282 G - Blender 2 L,bintang 5,barang sampai dengan selamat dan berfungsi,3 bulan lalu
A***a,Cosmos CGS-123 P BROWN - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,bintang 5,"Keren udah ngincer dr lama, alhamdulillah akhirnya bisa punya",3 bulan lalu
Lisda,Cosmos CRJ-1001 N - Rice Cooker 0.6 L,bintang 5,"pesen sesuai gambar, masa diksh wrn pink, btw tq lah",3 bulan lalu
Sedhah,Cosmos Blender - Food Processor - FP-313 Tosca - 1.2 liter,bintang 5,Barang bagus berfungsi dengan baik,3 bulan lalu
shofiyyah,Cosmos CB-171 P - Blender 1 L,bintang 5,bagus semoga awet :),3 bulan lalu
A***m,Cosmos Setrika Uap Ceramic Soleplate CI-4910 C,bintang 4,Biasa aja,3 bulan lalu
C***a,Cosmos Rice Cooker Non Stick CRJ-8228 B - 2.0L,bintang 5,"Pengiriman cepat, barang sesuai pesanan",3 bulan lalu
Handi,WADESTA BESI SIF-1804 S,bintang 5,puas👍👍,3 bulan lalu
S***i,Cosmos Food Processor FP-323 KUBA NEW PRODUK,bintang 5,barang sesuai deskripsi .. packing aman ...,3 bulan lalu
i***m,Cosmos CRJ-101 N - Rice Cooker 0.6 L,bintang 5,kereenn,3 bulan lalu
y***i,Cosmos CB-282 P - Blender 2 L,bintang 5,barang ok berfungsi dngan baik..,3 bulan lalu
Setyo,Cosmos CB-171 P - Blender 1 L,bintang 5,joss gandoss,3 bulan lalu
he,Cosmos Blenz CB-802 - Blender 1.2 L,bintang 5,Aman rapi,3 bulan lalu
A***a,Cosmos Rice Cooker Harmond CRJ-6028 G - 1.2L Mama Suka,bintang 5,Nasi matang merata 👍 Garansi terjamin Mutu terjamin SNI Gampang dibersihkan,3 bulan lalu
S***i,Cosmos Rice Cooker Non Stick CRJ-8228 B - 2.0L,bintang 5,"Alhamdulillah,,, kondisi barang baru, bagus dan pengemasan oke..",3 bulan lalu
S***i,Cosmos CRJ-3307 GMBORI,bintang 3,"bonus nya tidak ada,makasih",3 bulan lalu
nurul,"Cosmos WADESTA 16-S033 ONY - Kipas Angin 3in1-16 inch Wall,Desk,Stand",bintang 4,bagus sih cuman rada lecet sedikit tapi semoga aja awet,3 bulan lalu
Jemy,Cosmos CRJ-9303 - Rice Cooker 2 L,bintang 3,"Kualitas produk sangat bagus, mudah2an awet, hanya sedikit kecewa sama respon chat penjual yang lambat banget, serta pengiriman yang lama padahal ini official store, tern... ",3 bulan lalu
galiharya,Cosmos Rice Cooker Non Stick CRJ-3121 AF- 1.8L,bintang 5,Gampang dibersihkan,3 bulan lalu
C***e,Cosmos 12 DSE - Kipas Angin Meja 12 inch,bintang 5,"produk OK sesuai deskripsi. masukan saja utk ADMIN, kalo ditanya via chat harap respon jawabannya lebih cepat dan memuaskan pembeli.",3 bulan lalu
TopGun,Cosmos COTG-540 - Tritan Bottle 400 ml - Purple,bintang 5,mantappp,3 bulan lalu
TopGun,Cosmos COTG-550 - Tritan Bottle 570 ml - Black,bintang 5,kereeeen,3 bulan lalu
S***o,Cosmos 16 SBI - Kipas Angin 2in1 16 inch (Stand & Desk),bintang 5,kipas angin berfungsi dgn baik dan cepat dikirim.,3 bulan lalu
M***a,Cosmos Setrika Ceramic Sole Plate CI-3150 C,bintang 5,"Setrikanya memang tipe yang berat gitu. Proses cepat & pengiriman standard, packingnya aman.",3 bulan lalu
Yati,Cosmos FP-300 - Food Processor 300 ml,bintang 5,"bagus dan berfungsi tp blm dicoba blend makanan, semoga pisaunya tajam ya, thanks",3 bulan lalu
tina,Cosmos CGS-123 P BROWN - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,bintang 5,blm dites nyalain,3 bulan lalu
Neng,Cosmos Setrika Non Stick Soleplate CI-3130 N,bintang 5,bagus barangnya... enteng kuga,3 bulan lalu
gunung,Cosmos Setrika Listrik CI-3110 C,bintang 5,"barang original, harga kompetitif n pengiriman cepat",3 bulan lalu
gunung,Cosmos Rice Cooker Stainless Steel CRJ-9308 - 2 L,bintang 5,"barang original, harga kompetitif dan pengiriman cepat",3 bulan lalu
L***r,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Tiger,bintang 5,keren,3 bulan lalu
A***u,Cosmos CM-1679 - Hand Mixer,bintang 4,"kualitas barang sesuai harga, not bad lah..
semoga awet.",3 bulan lalu
M***l,Cosmos CB-282 P - Blender 2 L,bintang 5,"masyaallah barangnya sesuai selamat sampai tujuan
suka banget🥰",3 bulan lalu
Joshua,Cosmos 16-WFC - Kipas Angin / Wall Fan 16 inch,bintang 5,Semoga awet,3 bulan lalu
Ocki,Cosmos CRJ-1031 - Rice Cooker 0.3 L Mama Suka,bintang 5,"brg sesuai, blm dipakai. mdh2an awet",3 bulan lalu
I***n,Cosmos Harmond CRJ-6601 - Rice Cooker 0.8 L (Black/White),bintang 5,Sesuai pesanan dan cepat sampai..,3 bulan lalu
I***n,Cosmos Harmond CRJ-6601 - Rice Cooker 0.8 L (Black/White),bintang 5,Sesuai pesanan dan cepat sampai..,3 bulan lalu
Ronny,Cosmos Rice Cooker Harmond CRJ-6028 V - 1.2L,bintang 5,"barang bagus, murah, respon cepat",3 bulan lalu
irawan,Cosmos Setrika Non Stick Soleplate CI-3130 N,bintang 5,"Material Produk Bagus Kualitas Produk Bagus Produk Original Ukuran Produk Sesuai barang sdh sampai dan oke, fast respon, seller ramah dan pelayanan sangat memuaskan, nnti... ",3 bulan lalu
J***n,Cosmos Food Processor FP-323 KUBA NEW PRODUK,bintang 5,Terima kasih. Belum dibuka. Semoga bekerja waktu mau dipakai.,3 bulan lalu
J***n,Cosmos Harmond CRJ-6123 - Rice Cooker 0.6 L Mama Suka,bintang 5,Terima kasih.,3 bulan lalu
FITO,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),bintang 5,"THANKYOU PROMO NYAAAAA SERBA 50 RIBU DI WIB, AYOOO GAESSS CEK TOKO ORANGE NAMA MOOCY.STOREE BANYAK BARANG PROMO LOH DAN MURAAAH MURAAAH LETSGOKK",3 bulan lalu
sandika,Cosmos Setrika Non Stick Soleplate CI-3120 N,bintang 5,"saran aja,, ekspedisinya di ganti untuk yg gratis ongkir, karena anter aja mah kadang lama banget.

untuk barang Alhamdulillah oke, muda mudahan awet",3 bulan lalu
Mohamad,Cosmos 12 DSE - Kipas Angin Meja 12 inch,bintang 5,"Awet, udah beberapa bulan masih kencang",3 bulan lalu
Noviyanti,Cosmos CRJ-3126 - Rice Cooker 1.8 L (Low Watt),bintang 5,Nasi matang merata 👍 Mutu terjamin SNI Garansi terjamin Ringan tapi kokoh Gampang dibersihkan Proses pesanan cepat Packaging aman 🙏 Packaging rapi Nasinya tahan lama 🍚... ,3 bulan lalu
Y***i,Cosmos CRJ-1001 N - Rice Cooker 0.6 L,bintang 5,barang ori dan bagus,3 bulan lalu
